[2.22044605e-14 0.00000000e+00 1.00000000e+02], [1.4628174304962158]
[-4.59231154e-06  2.14091040e-06  1.00000001e+02], [2.458131790161133]
[-5.42023139e-06  2.61691113e-06  1.00000002e+02], [2.6108603477478027]
[-5.27502920e-06  2.61333183e-06  1.00000001e+02], [2.73594069480896]
[-4.86579666e-06  2.45506729e-06  1.00000001e+02], [2.8661513328552246]
[-4.74005071e-06  2.38150035e-06  1.00000001e+02], [2.9972774982452393]
[-4.75494255e-06  2.40653141e-06  1.00000001e+02], [3.130584239959717]
[-4.77285849e-06  2.43710857e-06  1.00000001e+02], [3.2636895179748535]
[-4.78512638e-06  2.45837773e-06  1.00000001e+02], [3.404170036315918]
[-4.79390894e-06  2.47360199e-06  1.00000000e+02], [3.5381481647491455]
[-4.80038688e-06  2.48483127e-06  1.00000000e+02], [3.675225257873535]
[-4.80518046e-06  2.49314099e-06  1.00000000e+02], [3.7971503734588623]
[-4.80872431e-06  2.49928438e-06  1.00000000e+02], [3.917557716369629]
[-4.81134327e-06  2.50382448e-06  1.00000000e+02], [4.038302183151245]
[-4.81327856e-06  2.50717946e-06  1.00000000e+02], [4.161157846450806]
[-4.81470857e-06  2.50965851e-06  1.00000000e+02], [4.286284685134888]
[-4.81576512e-06  2.51149018e-06  1.00000000e+02], [4.414856910705566]
[-4.81654571e-06  2.51284344e-06  1.00000000e+02], [4.5433430671691895]
[-4.81712234e-06  2.51384312e-06  1.00000000e+02], [4.676699161529541]
[-4.81754828e-06  2.51458157e-06  1.00000000e+02], [4.808833360671997]
[-4.81786288e-06  2.51512700e-06  1.00000000e+02], [4.942914247512817]
[-4.81809521e-06  2.51552979e-06  1.00000000e+02], [5.0832648277282715]
[-4.81826677e-06  2.51582725e-06  1.00000000e+02], [5.215178489685059]
[-4.81839347e-06  2.51604692e-06  1.00000000e+02], [5.345452547073364]
[-4.81848701e-06  2.51620909e-06  1.00000000e+02], [5.488919258117676]
[-4.81855607e-06  2.51632883e-06  1.00000000e+02], [5.634300708770752]
[-4.81860704e-06  2.51641720e-06  1.00000000e+02], [5.775755405426025]
[-4.81864466e-06  2.51648244e-06  1.00000000e+02], [5.902517795562744]
[-4.81867243e-06  2.51653059e-06  1.00000000e+02], [6.031203508377075]
