[1.1606877075626638e-14, 0.0, 52.27272727272728], [1.4638118743896484]
[-1.1545344006063307e-06, 7.052379025250951e-07, 52.2727283806408], [2.459014654159546]
[-1.5590339266662779e-06, 9.010725707690166e-07, 52.27272868126527], [2.6120245456695557]
[-1.6228204438656368e-06, 9.208162774324935e-07, 52.272728453892924], [2.7364771366119385]
[-1.5545361519201197e-06, 8.740834806898815e-07, 52.272728159431146], [2.8670949935913086]
[-1.5615419796748527e-06, 8.518853783118203e-07, 52.27272805403284], [2.9976489543914795]
[-1.6058134051858312e-06, 8.633781335765789e-07, 52.27272797275783], [3.13187837600708]
[-1.64291756506888e-06, 8.770570151456894e-07, 52.27272788053085], [3.265119791030884]
[-1.6707617613650156e-06, 8.871241233359659e-07, 52.27272780778088], [3.404918670654297]
[-1.6914827617454204e-06, 8.944518613485791e-07, 52.27272775427086], [3.5388882160186768]
[-1.706926065948426e-06, 8.998558191499839e-07, 52.27272771489692], [3.6765103340148926]
[-1.71844024335612e-06, 9.03849604479566e-07, 52.27272768583671], [3.797541856765747]
[-1.7270255250740539e-06, 9.068003255699224e-07, 52.27272766438119], [3.9180431365966797]
[-1.7334278666810533e-06, 9.089801410368416e-07, 52.27272764854321], [4.039517164230347]
[-1.738203222735864e-06, 9.105905379394996e-07, 52.27272763685361], [4.161550760269165]
[-1.7417657837023212e-06, 9.11780351462556e-07, 52.27272762822676], [4.286429166793823]
[-1.7444241316235392e-06, 9.126594804334271e-07, 52.272727621860895], [4.415368556976318]
[-1.7464082251679497e-06, 9.133091204346614e-07, 52.27272761716398], [4.54414439201355]
[-1.7478894256032955e-06, 9.137892042060224e-07, 52.27272761369885], [4.677404880523682]
[-1.7489954822141585e-06, 9.141440280500102e-07, 52.27272761114277], [4.809230089187622]
[-1.7498216268832454e-06, 9.144063006365597e-07, 52.27272760925748], [4.943579912185669]
[-1.750438871463335e-06, 9.146001796194147e-07, 52.272727607867125], [5.084723472595215]
[-1.7509001738316309e-06, 9.147435194005918e-07, 52.272727606841904], [5.215678930282593]
[-1.7512450461137065e-06, 9.148495259925484e-07, 52.27272760608604], [5.345875978469849]
[-1.751502952988051e-06, 9.149279152612748e-07, 52.272727605528814], [5.48980450630188]
[-1.7516958931875061e-06, 9.149859051203666e-07, 52.2727276051181], [5.634673357009888]
[-1.7518402851600065e-06, 9.150288022376853e-07, 52.2727276048154], [5.776232957839966]
[-1.7519483880502916e-06, 9.150605499167834e-07, 52.272727604592355], [5.903106212615967]
[-1.752029353759603e-06, 9.150840445289021e-07, 52.27272760442801], [6.031895399093628]
