[ 0.0 0.0 0.0],[ 167.86561369675738 167.86561369675707 167.8656136967575][ 0.0 0.0 0.0],[ 167.86561369675715 167.865613696757 167.8656136967572], [1.4631657600402832]
[ 1.2638378562064485e-05 0.0 5.995644116624015e-06],[ 167.86561369675738 167.86561369675707 167.8656136967575][ 2.7928143113913204e-06 0.0 3.3661335149163415e-07],[ 167.86561369675715 167.865613696757 167.8656136967572], [2.4582951068878174]
[ 0.0 6.1477790939207935e-06 3.3304666333523794e-06],[ 167.86561823830908 167.86561669478152 167.86561747369174][ 0.0 0.0 0.0],[ 167.86561464777247 167.86561423582114 167.8656140755689], [2.6112635135650635]
[ 0.0 1.2544355017391431e-06 7.241898163506839e-07],[ 167.86561917606588 167.86561783242112 167.86561850376032][ 0.0 0.0 0.0],[ 167.8656146947667 167.86561386811383 167.86561397162785], [2.736084461212158]
[ 0.0 0.0 0.0],[ 167.86561835872482 167.8656171014766 167.8656177270767][ 0.0 0.0 0.0],[ 167.86561452647612 167.86561376599306 167.86561390454816], [2.8663551807403564]
[ 1.4282679580802369e-06 0.0 5.542625609303335e-07],[ 167.86561731748534 167.865616134877 167.86561671892952][ 0.0 0.0 0.0],[ 167.8656143431053 167.8656137276063 167.8656138526004], [2.997349977493286]
[ 1.2711746780926968e-06 0.0 6.407531918875678e-07],[ 167.86561699781458 167.8656157532757 167.86561634619804][ 0.0 0.0 0.0],[ 167.86561415894596 167.86561373233218 167.86561381518953], [3.130868673324585]
[ 9.335741642873425e-07 0.0 4.482520806686416e-07],[ 167.86561675817168 167.86561544350124 167.86561606654453][ 0.0 0.0 0.0],[ 167.8656140343714 167.86561373363742 167.86561378318953], [3.264014720916748]
[ 9.099985242921174e-07 0.0 4.181090344504045e-07],[ 167.86561646366158 167.8656151114163 167.86561574969127][ 0.0 0.0 0.0],[ 167.8656139514727 167.865613723971 167.8656137609435], [3.4042880535125732]
[ 9.207604621815166e-07 0.0 4.24901708387696e-07],[ 167.86561623010746 167.86561485135408 167.86561549904135][ 0.0 0.0 0.0],[ 167.86561388900517 167.8656137153549 167.86561374458358], [3.5382487773895264]
