[  0.   0. 100.], [1.851858377456665]
[4.67129309e-310 4.67128992e-310 1.58101007e-322], [2.7305006980895996]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [2.875648260116577]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [3.0083916187286377]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [3.1441822052001953]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [3.2706258296966553]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [3.395264148712158]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [3.5249547958374023]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [3.6538751125335693]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [3.7792513370513916]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [3.9055895805358887]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [4.030179262161255]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [4.154416084289551]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [4.276472568511963]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [4.401413917541504]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [4.535490989685059]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [4.666535377502441]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [4.79064679145813]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [4.920752286911011]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [5.049906015396118]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [5.171774387359619]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [5.287561416625977]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [5.404320955276489]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [5.522466421127319]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [5.638994216918945]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [5.755093097686768]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [5.883586168289185]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [6.006718873977661]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [6.1314661502838135]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [6.257912874221802]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [6.388459205627441]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [6.517798185348511]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [6.640653133392334]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [6.76812219619751]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [6.892306566238403]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [7.01508092880249]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [7.138519048690796]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [7.261408090591431]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [7.378313302993774]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [7.49410605430603]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [7.611081838607788]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [7.730310440063477]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [7.849262714385986]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [7.977076768875122]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [8.102068185806274]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [8.238698959350586]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [8.365301370620728]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [8.49407696723938]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [8.615882635116577]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [8.761132955551147]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [8.884183168411255]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [9.018996953964233]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [9.152024507522583]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [9.27881121635437]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [9.405288934707642]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [9.52922773361206]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [9.654146432876587]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [9.781344175338745]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [9.90367865562439]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [10.019704580307007]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [10.142242670059204]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [10.266928911209106]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [10.3869047164917]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [10.506217002868652]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [10.63155746459961]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [10.760688781738281]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [10.8821382522583]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [11.003780126571655]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [11.118619441986084]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [11.2353835105896]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [11.356377601623535]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [11.47495985031128]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [11.600311279296875]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [11.724635362625122]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [11.847677946090698]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [11.964301347732544]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [12.088494777679443]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [12.211745500564575]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [12.331007242202759]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [12.449215650558472]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [12.57076120376587]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [12.692129850387573]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [12.812244176864624]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [12.933262586593628]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [13.061807870864868]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [13.18027400970459]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [13.303940534591675]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [13.420686960220337]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [13.547207593917847]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [13.668723106384277]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [13.794793605804443]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [13.919217586517334]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [14.043636560440063]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [14.166681051254272]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [14.284958124160767]
[4.67128992e-310 4.67128992e-310 4.67128992e-310], [14.408539295196533]
