[ 0.0 0.0 0.0],[ 185.35161512350368 185.35161512350288 185.35161512350265], [40.23695158958435]
[ 0.0 2.9807143879108327 13.12424195877163],[ 185.35161512350368 185.35161512350288 185.35161512350265], [40.83455443382263]
[ 0.0 0.4292102674664201 0.9168788295018004],[ 189.18742681924076 190.3009083259985 194.1286591925373], [40.91852784156799]
[ 0.0 0.7040907356378371 2.8371757981068493],[ 188.12518474751747 189.2818673297714 192.89450594454436], [41.0024516582489]
[ 0.0 0.7720629290272938 3.0175915652397274],[ 187.79795673532846 188.967798478651 192.58151899834237], [41.08605623245239]
[ 0.0 0.7632581287608087 2.97242485223165],[ 187.60028029929668 188.7918124483787 192.42895921707532], [41.172016859054565]
[ 0.0 0.7519999901470065 2.929671285495535],[ 187.43889658734386 188.64774011965923 192.30076639204816], [41.25632834434509]
[ 0.0 0.7436669855409447 2.898105579461822],[ 187.30545331734848 188.52698483413974 192.18971826696423], [41.33972501754761]
[ 0.0 0.7374407111183371 2.8746351679644464],[ 187.19620375481972 188.42701526618174 192.09539876670357], [41.422297954559326]
[ 0.0 0.7327330474221442 2.857067716445652],[ 187.10742985231835 188.34504115767925 192.01646121859596], [41.50685691833496]
[ 0.0 0.7291572765489893 2.8438742676612856],[ 187.03571309538202 188.27831109157927 191.9511209157257], [41.591796875]
[ 0.0 0.7264330576219133 2.8339420480000026],[ 186.9780531879244 188.2243099295809 191.89750500595977], [41.68211603164673]
[ 0.0 0.724352486882332 2.8264509879288893],[ 186.93188172228483 188.18082354901918 191.8538206207599], [41.76633405685425]
[ 0.0 0.7227602248053073 2.82079281337883],[ 186.89503716216876 188.14594959376882 191.81843694249193], [41.85097861289978]
[ 0.0 0.7215395639791445 2.81651411729011],[ 186.8657232899408 188.11808171613853 191.78991859170273], [41.9349889755249]
[ 0.0 0.7206024164430266 2.8132756092815336],[ 186.84246199598238 188.09588106514494 191.76703083656727], [42.01923680305481]
[ 0.0 0.7198820407723735 2.8108226125173075],[ 186.82404636164077 188.07824295881036 191.74872927530336], [42.102356910705566]
[ 0.0 0.719327708082128 2.8089634998480184],[ 186.80949711897264 188.06426324273832 191.7341417884411], [42.18656635284424]
[ 0.0 0.718900757557346 2.807553810142191],[ 186.7980238739929 188.05320673924396 191.7225474656338], [42.27050447463989]
[ 0.0 0.718571659316776 2.8064844755233147],[ 186.78899150162673 188.0444789270342 191.7133552501687], [42.35518741607666]
[ 0.0 0.7183178147980677 2.8056730520520596],[ 186.7818915794168 188.03760124644077 191.70608381080217], [42.43897271156311]
[ 0.0 0.7181219015340593 2.8050571617761584],[ 186.77631845006667 188.03219000233145 191.70034338540736], [42.52336621284485]
[ 0.0 0.7179706226368131 2.8045895731682045],[ 186.7719493830757 188.027938612172 191.6958198771618], [42.60713839530945]
[ 0.0 0.7178537588194426 2.804234501479461],[ 186.76852827698966 188.02460284245913 191.69226121279272], [42.69025254249573]
[ 0.0 0.7177634477186899 2.8039648210680674],[ 186.76585236538065 188.0219886437286 191.68946582331796], [42.77408218383789]
[ 0.0 0.7176936346820701 2.8037599616621245],[ 186.76376143679397 188.0199422018967 191.68727303466852], [42.85803818702698]
[ 0.0 4.298609101694765 16.968023792997993],[ 186.7621291366731 188.01834185266026 191.68555512898993], [42.94132351875305]
[ 0.0 1.4522485739510498 4.739081253865654],[ 190.9382031133212 193.4412358966405 200.82544695663884], [43.024704933166504]
