[2.22044605e-14 0.00000000e+00 1.00000000e+02], [1.2376165390014648]
[ 3.86003229e-01 -9.99058659e-09  1.00061223e+02], [2.1248929500579834]
[ 7.87278211e-01 -2.23047980e-08  1.00070148e+02], [2.216782808303833]
[ 1.18788669e+00 -3.93502721e-08  1.00070514e+02], [2.310213088989258]
[ 1.58784776e+00 -6.69653225e-08  1.00070979e+02], [2.414731502532959]
[ 1.98776124e+00 -1.13392785e-07  1.00071559e+02], [2.5246853828430176]
[ 2.38779083e+00 -1.87693001e-07  1.00072009e+02], [2.612700939178467]
[ 2.78782712e+00 -3.00080206e-07  1.00072508e+02], [2.717287540435791]
[ 3.18786505e+00 -4.61487499e-07  1.00072919e+02], [2.806018352508545]
[ 3.58796319e+00 -6.82426210e-07  1.00072879e+02], [2.902926445007324]
[ 3.98815456e+00 -9.72408787e-07  1.00072062e+02], [3.002742290496826]
[ 4.38845225e+00 -1.33975236e-06  1.00070226e+02], [3.0999960899353027]
[ 4.78885709e+00 -1.79155337e-06  1.00067192e+02], [3.206472635269165]
[ 5.18936260e+00 -2.33371962e-06  1.00062813e+02], [3.2938947677612305]
[ 5.58995770e+00 -2.97100155e-06  1.00056961e+02], [3.3787343502044678]
[ 5.99062805e+00 -3.70700571e-06  1.00049512e+02], [3.465717315673828]
