[0. 0. 0.], [1.5383999347686768]
[ 0.  0. 58.], [2.985589027404785]
[-1.000e-02  0.000e+00  5.796e+01], [3.1259093284606934]
[-1.000e-02  1.000e-02  5.793e+01], [3.2568912506103516]
[-1.000e-02  1.000e-02  5.792e+01], [3.3922793865203857]
[-1.000e-02  1.000e-02  5.792e+01], [3.5273046493530273]
[5.000e-02 1.300e-01 5.793e+01], [3.657255172729492]
[ 0.56  0.73 58.03], [3.786665439605713]
[ 1.22  0.31 58.2 ], [3.9261410236358643]
[ 1.85  0.21 58.33], [4.051637411117554]
[ 2.09  0.33 58.36], [4.183964729309082]
[ 2.44  0.45 58.42], [4.313825845718384]
[ 3.04  0.35 58.5 ], [4.445943355560303]
[ 3.59  0.12 58.59], [4.578741788864136]
[ 4.32  0.17 58.66], [4.7088987827301025]
[ 4.74  0.18 58.71], [4.838823080062866]
[ 5.52  0.28 58.77], [4.974520921707153]
[ 6.32  0.21 58.83], [5.120999097824097]
[ 7.19  0.06 58.86], [5.252008676528931]
[ 8.08 -0.16 58.88], [5.376482725143433]
[ 8.83  0.09 58.88], [5.511818170547485]
[9.630e+00 3.000e-02 5.884e+01], [5.647587537765503]
[10.54  0.   58.81], [5.79294753074646]
[11.46  0.   58.73], [5.923954725265503]
[ 1.234e+01 -4.000e-02  5.865e+01], [6.059628963470459]
[ 1.336e+01 -5.000e-02  5.851e+01], [6.19485330581665]
[14.25 -0.16 58.36], [6.327436447143555]
[14.96 -0.17 58.24], [6.460185527801514]
[ 1.570e+01 -3.000e-02  5.808e+01], [6.597598552703857]
[16.46 -0.11 57.91], [6.727972030639648]
[1.716e+01 1.000e-02 5.773e+01], [6.858796834945679]
[17.6  -0.07 57.61], [6.985815763473511]
[18.24 -0.11 57.42], [7.115862131118774]
[18.81  0.   57.25], [7.250186443328857]
[19.41  0.11 57.05], [7.381494998931885]
[19.95 -0.07 56.87], [7.501214981079102]
[20.5  -0.09 56.66], [7.6322596073150635]
[20.92  0.18 56.51], [7.763378620147705]
[21.57  0.22 56.26], [7.887100696563721]
[2.209e+01 4.000e-02 5.603e+01], [8.02462100982666]
[2.257e+01 2.000e-02 5.583e+01], [8.154957294464111]
[2.332e+01 4.000e-02 5.548e+01], [8.287559032440186]
[23.83 -0.14 55.23], [8.419556856155396]
[ 2.445e+01 -1.000e-02  5.493e+01], [8.557623863220215]
[25.06  0.08 54.6 ], [8.70142126083374]
[2.573e+01 5.000e-02 5.423e+01], [8.84387993812561]
[2.648e+01 3.000e-02 5.380e+01], [8.99646520614624]
[27.11  0.18 53.41], [9.149929523468018]
[2.776e+01 5.000e-02 5.299e+01], [9.288643836975098]
[2.829e+01 4.000e-02 5.264e+01], [9.43136978149414]
[29.26  0.35 51.98], [9.581970691680908]
[30.85  0.5  50.79], [9.725927114486694]
[32.83 -0.16 49.46], [9.876245737075806]
[35.28 -1.19 47.18], [10.02636194229126]
[36.69 -0.27 45.95], [10.177149295806885]
[37.57  0.34 45.38], [10.320519924163818]
[37.89  0.93 45.56], [10.46288537979126]
[37.67  2.78 46.7 ], [10.59485411643982]
[36.64  4.54 48.87], [10.73612117767334]
[35.77  6.37 50.67], [10.86124324798584]
[34.67  6.53 53.  ], [10.999428033828735]
[32.61  5.97 56.08], [11.131220579147339]
[30.33  3.93 59.18], [11.257840633392334]
[27.28  2.75 62.08], [11.394463300704956]
[ 2.467e+01 -4.000e-02  6.426e+01], [11.523714542388916]
[23.59 -3.67 65.01], [11.656598091125488]
[22.55 -4.77 65.53], [11.785709619522095]
[20.42 -2.78 66.56], [11.918719291687012]
[22.55  0.78 65.26], [12.049332618713379]
[23.92  5.65 63.8 ], [12.178640127182007]
[25.81 12.18 60.85], [12.303853511810303]
[26.22 16.68 58.31], [12.424797058105469]
[26.63 17.88 56.91], [12.560334205627441]
[25.34 18.43 56.87], [12.700273275375366]
[24.45 15.99 58.13], [12.836743354797363]
[23.28 13.08 59.5 ], [12.969284057617188]
[21.9   9.87 60.78], [13.111741065979004]
[21.73  4.83 61.75], [13.24458122253418]
[22.35 -0.56 61.78], [13.378836393356323]
[21.69 -1.39 61.97], [13.517839431762695]
[20.84 -0.98 62.21], [13.65117859840393]
[20.98  1.06 61.83], [13.799432039260864]
[21.    4.47 61.33], [13.934818744659424]
[21.26  8.43 60.39], [14.060094118118286]
[21.12 12.32 59.25], [14.18781328201294]
[20.44 14.55 58.65], [14.31648588180542]
[20.07 15.38 58.29], [14.451087474822998]
[20.08 15.51 58.06], [14.589260578155518]
[19.79 14.83 58.3 ], [14.723635911941528]
[19.58 14.02 58.52], [14.853108644485474]
[19.4  13.51 58.65], [14.985556602478027]
[19.55 12.63 58.81], [15.118106126785278]
[20.82 10.7  58.82], [15.249103784561157]
[21.45 10.07 58.7 ], [15.372276782989502]
[21.8   9.98 58.52], [15.504469633102417]
[21.91  9.98 58.42], [15.629213809967041]
[22.03 10.19 58.24], [15.757673501968384]
[22.04 11.01 58.  ], [15.887871265411377]
[21.56 12.02 57.87], [16.02752923965454]
[21.58 12.93 57.54], [16.158214569091797]
[20.68 13.38 57.88], [16.313435554504395]
[20.5  13.74 57.87], [16.447209119796753]
[20.32 14.01 57.91], [16.592002630233765]
[19.95 14.78 57.8 ], [16.739085912704468]
[19.63 14.87 57.93], [16.87848925590515]
[19.57 15.04 57.88], [17.017026662826538]
[19.58 15.51 57.73], [17.15845274925232]
[19.55 15.63 57.67], [17.300711154937744]
[19.39 15.67 57.63], [17.446890830993652]
[19.35 15.8  57.59], [17.592690467834473]
[19.09 15.81 57.73], [17.740314483642578]
[19.55 16.01 57.52], [17.886653423309326]
[19.68 15.65 57.64], [18.030521154403687]
[19.54 15.61 57.77], [18.15868902206421]
[19.54 15.93 57.67], [18.28866696357727]
[19.45 16.2  57.61], [18.430541038513184]
[19.11 16.4  57.7 ], [18.572983980178833]
[18.83 16.94 57.58], [18.70081615447998]
[18.54 17.35 57.59], [18.835493564605713]
[18.54 17.64 57.49], [18.983522176742554]
[17.98 18.01 57.55], [19.116801738739014]
[17.9  18.33 57.46], [19.25090003013611]
[17.46 18.48 57.59], [19.388184309005737]
[17.46 18.67 57.52], [19.526655673980713]
[16.96 18.9  57.65], [19.655113458633423]
[17.15 19.27 57.44], [19.795395612716675]
[16.7  19.26 57.64], [19.9338858127594]
[16.67 19.27 57.67], [20.079418182373047]
[16.64 19.39 57.63], [20.224478721618652]
[16.46 19.46 57.68], [20.366105794906616]
[16.24 19.52 57.77], [20.507848501205444]
[16.04 19.63 57.79], [20.6528480052948]
[15.91 20.1  57.66], [20.805884838104248]
[15.74 20.1  57.72], [20.9524884223938]
[15.65 20.09 57.76], [21.09722399711609]
[15.15 20.21 57.89], [21.242457151412964]
[15.09 20.32 57.87], [21.366936922073364]
[14.49 20.61 57.92], [21.51357340812683]
[14.33 20.74 57.9 ], [21.658007383346558]
[13.77 20.92 58.  ], [21.799644708633423]
[13.81 21.41 57.75], [21.955262899398804]
[13.06 21.62 57.83], [22.100525856018066]
[12.8  21.5  57.95], [22.245691061019897]
[12.62 21.52 57.98], [22.38845181465149]
[12.73 22.04 57.69], [22.53434157371521]
[12.39 21.78 57.89], [22.67666482925415]
[12.45 22.13 57.71], [22.80031132698059]
[12.53 22.21 57.66], [22.930406093597412]
[11.97 22.41 57.71], [23.06355595588684]
[11.9  22.46 57.73], [23.191678524017334]
[12.   22.59 57.64], [23.32563090324402]
[11.38 22.49 57.87], [23.459705352783203]
[11.29 22.52 57.86], [23.589489698410034]
[10.76 22.75 57.88], [23.724939346313477]
[10.61 22.92 57.81], [23.857512950897217]
[ 9.95 23.05 57.89], [24.00072932243347]
[ 9.84 23.08 57.89], [24.12798500061035]
[ 9.56 23.5  57.75], [24.2609760761261]
[ 9.34 23.62 57.72], [24.38976263999939]
[ 9.22 23.71 57.69], [24.522907733917236]
[ 9.05 23.81 57.66], [24.65339756011963]
[ 8.99 23.85 57.64], [24.78495955467224]
[ 8.44 24.   57.67], [24.926564693450928]
[ 8.26 24.09 57.64], [25.081327438354492]
[ 7.77 24.21 57.66], [25.227760553359985]
[ 7.75 24.41 57.56], [25.37254047393799]
[ 7.58 24.45 57.55], [25.522127866744995]
[ 6.83 24.45 57.66], [25.660122394561768]
[ 6.81 24.4  57.71], [25.80228590965271]
[ 6.32 24.51 57.73], [25.943865537643433]
[ 6.16 24.49 57.78], [26.086471796035767]
[ 5.65 24.53 57.82], [26.22840166091919]
[ 5.58 24.58 57.8 ], [26.372570276260376]
[ 5.66 24.91 57.64], [26.516725301742554]
[ 5.62 24.86 57.69], [26.66296124458313]
[ 5.44 24.85 57.74], [26.804870128631592]
[ 5.27 24.85 57.79], [26.94821834564209]
[ 5.26 24.82 57.84], [27.09464979171753]
[ 5.05 24.89 57.81], [27.241671085357666]
[ 4.47 25.01 57.8 ], [27.3890278339386]
[ 4.41 25.09 57.75], [27.544971227645874]
[ 3.67 25.14 57.77], [27.6795494556427]
[ 3.49 25.32 57.65], [27.805989027023315]
[ 2.67 25.48 57.58], [27.93321466445923]
[ 2.07 25.3  57.69], [28.067753553390503]
[ 1.83 25.3  57.68], [28.202938079833984]
[ 1.64 25.28 57.7 ], [28.336573362350464]
[ 1.43 25.3  57.7 ], [28.47231650352478]
[ 1.39 25.23 57.75], [28.601224184036255]
[ 1.54 25.64 57.53], [28.72928762435913]
[ 0.91 25.65 57.54], [28.857613801956177]
[ 0.94 25.64 57.56], [28.988080501556396]
[ 0.86 25.57 57.63], [29.123387098312378]
[ 0.32 25.54 57.68], [29.252328395843506]
[ 0.34 25.46 57.75], [29.383885145187378]
[ 0.46 25.37 57.84], [29.522398948669434]
[-0.24 25.34 57.86], [29.66626286506653]
