[  0.   0. 100.], [1.4198517799377441]
[0.0000000e+000 4.6486141e-310 1.5810101e-322], [1.904893398284912]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [2.005509614944458]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [2.0994391441345215]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [2.199563980102539]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [2.293721914291382]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [2.3920490741729736]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [2.4870567321777344]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [2.5921640396118164]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [2.6927990913391113]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [2.79337739944458]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [2.8913261890411377]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [2.9845104217529297]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [3.0740363597869873]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [3.1701390743255615]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [3.2663605213165283]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [3.3638358116149902]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [3.4826390743255615]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [3.5817182064056396]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [3.6943092346191406]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [3.8024418354034424]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [3.9077305793762207]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [4.001718997955322]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [4.110036373138428]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [4.203264236450195]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [4.295755863189697]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [4.387923717498779]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [4.48325252532959]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [4.5735924243927]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [4.674782752990723]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [4.769883871078491]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [4.863534450531006]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [4.959049940109253]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [5.052542209625244]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [5.142829418182373]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [5.233966112136841]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [5.325580596923828]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [5.416451454162598]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [5.505491256713867]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [5.595739126205444]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [5.68429970741272]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [5.775436162948608]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [5.877962112426758]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [5.97217059135437]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [6.07031774520874]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [6.165596008300781]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [6.260167598724365]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [6.350097179412842]
[4.64861528e-310 0.00000000e+000 1.58101007e-322], [6.4437096118927]
