[2.22044605e-14 0.00000000e+00 1.00000000e+02], [1.4194138050079346]
[-4.57971223e-06  2.11971875e-06  1.00000001e+02], [1.9045026302337646]
[-5.45386355e-06  2.61670139e-06  1.00000002e+02], [2.0051305294036865]
[-5.30483821e-06  2.61332025e-06  1.00000001e+02], [2.099036931991577]
[-4.87315399e-06  2.44630205e-06  1.00000001e+02], [2.1990950107574463]
[-4.73003622e-06  2.36409428e-06  1.00000001e+02], [2.2933061122894287]
[-4.74477798e-06  2.38896393e-06  1.00000001e+02], [2.3917407989501953]
[-4.76379041e-06  2.42139447e-06  1.00000001e+02], [2.486750602722168]
[-4.77693365e-06  2.44417648e-06  1.00000001e+02], [2.5918452739715576]
[-4.78635700e-06  2.46050776e-06  1.00000001e+02], [2.692417621612549]
[-4.79331268e-06  2.47256220e-06  1.00000000e+02], [2.7930331230163574]
[-4.79846604e-06  2.48149330e-06  1.00000000e+02], [2.890982151031494]
[-4.80228124e-06  2.48810533e-06  1.00000000e+02], [2.9841599464416504]
[-4.80510485e-06  2.49299889e-06  1.00000000e+02], [3.073714256286621]
[-4.80719448e-06  2.49662042e-06  1.00000000e+02], [3.169771194458008]
[-4.80874091e-06  2.49930054e-06  1.00000000e+02], [3.266005754470825]
[-4.80988532e-06  2.50128392e-06  1.00000000e+02], [3.3634860515594482]
[-4.81073218e-06  2.50275162e-06  1.00000000e+02], [3.481950283050537]
[-4.81135882e-06  2.50383767e-06  1.00000000e+02], [3.5812745094299316]
[-4.81182252e-06  2.50464132e-06  1.00000000e+02], [3.69394850730896]
[-4.81216560e-06  2.50523593e-06  1.00000000e+02], [3.8020503520965576]
[-4.81241945e-06  2.50567588e-06  1.00000000e+02], [3.907459259033203]
[-4.81260725e-06  2.50600137e-06  1.00000000e+02], [4.001422643661499]
[-4.81274621e-06  2.50624220e-06  1.00000000e+02], [4.109628915786743]
[-4.81284900e-06  2.50642036e-06  1.00000000e+02], [4.202963352203369]
[-4.81292504e-06  2.50655215e-06  1.00000000e+02], [4.295367479324341]
[-4.81298129e-06  2.50664965e-06  1.00000000e+02], [4.387653589248657]
[-4.81302291e-06  2.50672178e-06  1.00000000e+02], [4.482920169830322]
[-4.81305368e-06  2.50677512e-06  1.00000000e+02], [4.573260068893433]
[-4.81307644e-06  2.50681456e-06  1.00000000e+02], [4.674483299255371]
[-4.81309327e-06  2.50684374e-06  1.00000000e+02], [4.769568204879761]
[-4.81310573e-06  2.50686532e-06  1.00000000e+02], [4.8631463050842285]
[-4.81311493e-06  2.50688127e-06  1.00000000e+02], [4.958718538284302]
[-4.81312175e-06  2.50689309e-06  1.00000000e+02], [5.052282094955444]
[-4.81312678e-06  2.50690181e-06  1.00000000e+02], [5.14242959022522]
[-4.81313050e-06  2.50690827e-06  1.00000000e+02], [5.233338117599487]
[-4.81313325e-06  2.50691303e-06  1.00000000e+02], [5.325281620025635]
[-4.81313530e-06  2.50691658e-06  1.00000000e+02], [5.416184186935425]
[-4.81313681e-06  2.50691919e-06  1.00000000e+02], [5.505116701126099]
[-4.81313792e-06  2.50692112e-06  1.00000000e+02], [5.595425844192505]
[-4.81313874e-06  2.50692254e-06  1.00000000e+02], [5.683988332748413]
[-4.81313934e-06  2.50692359e-06  1.00000000e+02], [5.775088310241699]
[-4.81313979e-06  2.50692437e-06  1.00000000e+02], [5.877689599990845]
[-4.81314012e-06  2.50692494e-06  1.00000000e+02], [5.971818447113037]
[-4.81314035e-06  2.50692533e-06  1.00000000e+02], [6.0699567794799805]
[-4.81314054e-06  2.50692567e-06  1.00000000e+02], [6.165243864059448]
[-4.81314068e-06  2.50692590e-06  1.00000000e+02], [6.259760618209839]
[-4.81314078e-06  2.50692608e-06  1.00000000e+02], [6.349789142608643]
[-4.81314085e-06  2.50692621e-06  1.00000000e+02], [6.443397521972656]
