[0. 0. 0.], [0.8890323638916016]
[ 0.    0.   58.01], [2.3015167713165283]
[-1.000e-02  2.000e-02  5.799e+01], [2.4390788078308105]
[-1.000e-02  2.000e-02  5.798e+01], [2.5831382274627686]
[-1.000e-02  2.000e-02  5.798e+01], [2.717919111251831]
[-1.000e-02  2.000e-02  5.797e+01], [2.8483543395996094]
[ 0.09  0.21 57.99], [2.9787940979003906]
[ 0.64  0.74 58.1 ], [3.107787609100342]
[ 1.26  0.25 58.26], [3.236114025115967]
[ 1.67  0.23 58.34], [3.3676602840423584]
[ 2.04  0.29 58.41], [3.4954028129577637]
[ 2.5   0.18 58.5 ], [3.618569850921631]
[ 3.01  0.33 58.57], [3.758610963821411]
[ 3.46  0.16 58.64], [3.8878259658813477]
[ 4.11  0.07 58.72], [4.024839162826538]
[ 4.66  0.14 58.78], [4.153185129165649]
[ 5.36  0.24 58.84], [4.281870365142822]
[ 6.01  0.21 58.89], [4.408284664154053]
[ 6.78  0.11 58.94], [4.539084434509277]
[ 7.69  0.14 58.95], [4.6665308475494385]
[ 8.49 -0.06 58.97], [4.793966770172119]
[ 9.33  0.07 58.96], [4.92255973815918]
[10.26  0.1  58.93], [5.055449485778809]
[ 1.099e+01 -3.000e-02  5.888e+01], [5.1850197315216064]
[11.86 -0.22 58.81], [5.319762706756592]
[ 1.279e+01 -4.000e-02  5.870e+01], [5.451297760009766]
[13.74 -0.23 58.56], [5.590135335922241]
[14.39 -0.22 58.47], [5.715835809707642]
[ 1.544e+01 -5.000e-02  5.826e+01], [5.836242198944092]
[ 1.618e+01 -2.000e-02  5.811e+01], [5.987215995788574]
[16.85  0.06 57.95], [6.117925643920898]
[1.776e+01 1.000e-02 5.770e+01], [6.2441887855529785]
[18.35  0.13 57.54], [6.387352228164673]
[19.04  0.23 57.32], [6.527394533157349]
[1.959e+01 1.000e-02 5.714e+01], [6.669041395187378]
[ 2.019e+01 -2.000e-02  5.694e+01], [6.809583902359009]
[2.083e+01 4.000e-02 5.669e+01], [6.96931791305542]
[21.35  0.08 56.5 ], [7.109784364700317]
[ 2.192e+01 -2.000e-02  5.627e+01], [7.236221075057983]
[22.31  0.24 56.11], [7.360152006149292]
[22.78  0.   55.89], [7.487733364105225]
[ 2.344e+01 -4.000e-02  5.558e+01], [7.610741138458252]
[ 2.414e+01 -2.000e-02  5.524e+01], [7.734867572784424]
[24.83  0.08 54.88], [7.867815971374512]
[25.25  0.07 54.67], [7.995121717453003]
[25.75  0.1  54.39], [8.115629196166992]
[26.46  0.08 53.98], [8.260188817977905]
[27.18  0.   53.54], [8.388906002044678]
[ 2.792e+01 -4.000e-02  5.307e+01], [8.519022226333618]
[28.6   0.1  52.62], [8.648820877075195]
[29.24  0.14 52.17], [8.77440357208252]
[30.19  0.45 51.5 ], [8.905206441879272]
[31.75  0.54 50.26], [9.032947540283203]
[33.48 -0.14 49.08], [9.180242538452148]
[35.87 -1.07 46.8 ], [9.32241177558899]
[36.61 -0.12 46.41], [9.4628005027771]
[36.62  1.27 46.92], [9.605191707611084]
[36.59  2.3  47.51], [9.74722695350647]
[36.09  3.7  48.9 ], [9.89050841331482]
[35.91  5.5  49.84], [10.031670093536377]
[35.07  5.95 51.55], [10.183608055114746]
[33.84  6.57 53.5 ], [10.324606657028198]
[33.15  5.84 55.02], [10.471226930618286]
[31.22  4.36 57.49], [10.612748384475708]
[29.72  1.81 59.3 ], [10.736160039901733]
[28.06  0.26 60.83], [10.869169235229492]
[26.29 -0.58 62.16], [10.998272180557251]
[25.91 -0.93 62.43], [11.118435621261597]
[24.56  1.28 63.15], [11.255008220672607]
[23.88  3.82 63.33], [11.384357213973999]
[22.88  8.46 62.97], [11.508874893188477]
[24.02 11.69 61.26], [11.639479637145996]
[23.74 12.57 60.85], [11.77195429801941]
[23.87 13.04 60.21], [11.90343713760376]
[24.45 11.38 59.99], [12.032348394393921]
[23.73  9.83 60.52], [12.160558700561523]
[23.22  7.7  60.9 ], [12.299113750457764]
[22.53  6.73 61.23], [12.428632974624634]
[21.99  4.89 61.5 ], [12.555439949035645]
[21.89  4.55 61.45], [12.689810752868652]
[21.05  6.22 61.35], [12.82422423362732]
[21.11  7.37 60.94], [12.957906007766724]
[21.52  8.53 60.3 ], [13.090326070785522]
[21.12  9.81 60.03], [13.23555302619934]
[20.62 10.25 59.92], [13.36387038230896]
[20.73 11.23 59.4 ], [13.492242574691772]
[20.45 10.67 59.55], [13.617896795272827]
