[0. 0. 0.], [35.1616530418396]
[-2.0e-02  0.0e+00  5.5e+01], [35.75731325149536]
[-2.0e-02  1.0e-02  5.5e+01], [35.84315729141235]
[2.700e-01 3.000e-02 5.525e+01], [35.92666292190552]
[ 4.100e-01 -3.000e-02  5.513e+01], [36.01141595840454]
[ 0.47  0.06 55.14], [36.09737944602966]
[ 0.51  0.08 55.11], [36.18205547332764]
[7.800e-01 3.000e-02 5.508e+01], [36.26675510406494]
[ 0.92  0.07 55.32], [36.35110878944397]
[ 0.99  0.07 55.18], [36.43610715866089]
[ 1.25  0.06 55.33], [36.51989459991455]
[ 1.48  0.07 55.27], [36.60423946380615]
[ 1.61  0.07 55.41], [36.688393115997314]
[ 1.78  0.08 55.43], [36.77360796928406]
[ 1.9   0.26 55.35], [36.85808324813843]
[ 2.08  0.06 55.37], [36.941893100738525]
[ 2.14  0.1  55.44], [37.026363134384155]
[ 2.4   0.19 55.41], [37.110772371292114]
[ 2.82  0.13 55.59], [37.19552421569824]
[ 2.88  0.16 55.5 ], [37.28016996383667]
[ 2.99  0.24 55.6 ], [37.364341259002686]
[ 3.32  0.17 55.69], [37.44904398918152]
[ 3.78  0.13 55.65], [37.533753395080566]
[ 4.32  0.11 55.75], [37.61781406402588]
[ 4.74  0.1  55.73], [37.702653884887695]
[4.950e+00 2.000e-02 5.588e+01], [37.79209780693054]
[ 5.74  0.33 55.62], [37.87671613693237]
[ 6.33  0.16 55.7 ], [37.9613356590271]
[ 6.61  0.43 55.61], [38.04630184173584]
[ 7.45  0.21 55.56], [38.13081908226013]
[ 8.17  0.29 55.72], [38.214529275894165]
[ 8.78  0.36 55.54], [38.29831600189209]
[ 9.39  0.44 55.34], [38.38268208503723]
[10.04  0.33 55.  ], [38.46797800064087]
[10.86  0.33 55.13], [38.55191373825073]
[11.79  0.5  54.63], [38.63545370101929]
[12.49  0.35 54.19], [38.72015142440796]
[13.68  0.82 54.56], [38.8044638633728]
[15.23  0.79 53.52], [38.88970398902893]
[15.71  0.65 54.01], [38.973384141922]
[17.37  1.61 53.2 ], [39.05744218826294]
[18.89  0.89 51.56], [39.14177370071411]
[20.01  1.19 51.07], [39.226258754730225]
[21.01  1.96 51.74], [39.310548543930054]
[23.26  1.53 49.72], [39.39451575279236]
[24.83  2.17 49.08], [39.47853326797485]
[26.74  2.4  48.25], [39.562376260757446]
[28.06  2.43 47.45], [39.64742994308472]
[28.59  3.2  46.53], [39.73160672187805]
[31.    3.5  44.46], [39.81605529785156]
[32.57  3.62 43.48], [39.90107703208923]
[33.48  4.48 42.34], [39.986228704452515]
[36.17  4.31 40.57], [40.07076120376587]
[32.75  3.74 42.88], [40.15597319602966]
[33.64  7.25 41.52], [40.23952269554138]
[32.97  6.45 42.36], [40.32338547706604]
[32.76  7.14 42.88], [40.408037185668945]
[31.36  7.03 43.31], [40.492592334747314]
[31.25  8.   43.19], [40.578043937683105]
[30.23  7.83 44.52], [40.662477016448975]
[29.72  8.21 44.83], [40.74610781669617]
[30.06  8.37 44.52], [40.831294775009155]
[29.48  8.59 45.26], [40.915783405303955]
[28.47  8.93 45.33], [41.00026202201843]
[28.49  9.07 45.38], [41.0848650932312]
[28.62  8.93 45.35], [41.169461250305176]
[27.81  9.37 45.88], [41.25308132171631]
[27.87  9.55 45.64], [41.33724355697632]
