[ 0.  0. 55.], [33.917712450027466]
[4.68838400e-310 4.68838055e-310 1.58101007e-322], [34.53932070732117]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [34.65476965904236]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [34.76741576194763]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [34.880990743637085]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [34.99451565742493]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [35.107370138168335]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [35.21984338760376]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [35.33348107337952]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [35.44619822502136]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [35.5582492351532]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [35.67161536216736]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [35.78353977203369]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [35.89633870124817]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [36.008551597595215]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [36.121044397354126]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [36.23383593559265]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [36.34578561782837]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [36.45763945579529]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [36.56988549232483]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [36.68327283859253]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [36.7967746257782]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [36.90951347351074]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [37.02244973182678]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [37.13623595237732]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [37.2497444152832]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [37.36281132698059]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [37.47522187232971]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [37.58790922164917]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [37.702935457229614]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [37.815722703933716]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [37.92824149131775]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [38.04134464263916]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [38.153165340423584]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [38.264464378356934]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [38.376938819885254]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [38.49021077156067]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [38.603673696517944]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [38.71666431427002]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [38.82952690124512]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [38.94300198554993]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [39.05528926849365]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [39.168227195739746]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [39.28110337257385]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [39.39397573471069]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [39.5056209564209]
[6.92686193e-310 2.12199579e-314 4.68838400e-310], [39.618356704711914]
