[ 0.  0. 55.], [34.17793107032776]
[4.68803734e-310 4.68803422e-310 1.58101007e-322], [34.775001525878906]
[6.90613071e-310 2.12199579e-314 4.68803872e-310], [34.857935428619385]
[6.90612974e-310 4.68803360e-310 1.58101007e-322], [34.94068932533264]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [35.02367854118347]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [35.106510639190674]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [35.1891028881073]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [35.271281003952026]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [35.353861570358276]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [35.43701982498169]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [35.51998972892761]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [35.604114294052124]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [35.68623352050781]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [35.76884484291077]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [35.85241627693176]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [35.93475532531738]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [36.02415156364441]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [36.11287546157837]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [36.19620084762573]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [36.27867293357849]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [36.362372159957886]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [36.445244789123535]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [36.52738690376282]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [36.610735177993774]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [36.6934335231781]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [36.77548599243164]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [36.85919141769409]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [36.94185972213745]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [37.025442361831665]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [37.10820031166077]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [37.191535234451294]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [37.275246143341064]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [37.35737085342407]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [37.4405517578125]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [37.52431797981262]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [37.60754942893982]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [37.6902711391449]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [37.77534627914429]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [37.85797595977783]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [37.94242811203003]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [38.02440166473389]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [38.10763907432556]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [38.19157004356384]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [38.276158571243286]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [38.35970091819763]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [38.44240069389343]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [38.52606821060181]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [38.61069107055664]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [38.69336986541748]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [38.77777290344238]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [38.864973068237305]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [38.94982647895813]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [39.034605503082275]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [39.11856818199158]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [39.20166254043579]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [39.28480553627014]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [39.36781930923462]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [39.45018029212952]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [39.53806948661804]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [39.630162477493286]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [39.71306586265564]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [39.79570126533508]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [39.88101029396057]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [39.96589946746826]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [40.048672914505005]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [40.133158683776855]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [40.21947193145752]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [40.30327916145325]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [40.38532066345215]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [40.470699071884155]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [40.55278539657593]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [40.635849475860596]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [40.72100496292114]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [40.80903339385986]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [40.89237022399902]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [40.97445344924927]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [41.05646896362305]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [41.139029026031494]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [41.22193932533264]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [41.30724859237671]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [41.39053249359131]
[4.68803322e-310 0.00000000e+000 4.68803323e-310], [41.472665548324585]
