[ 0.0 0.0 0.0],[ 167.86561369675735 167.8656136967572 167.86561369675752][ 0.0 0.0 0.0],[ 167.8656136967573 167.86561369675684 167.86561369675724], [1.6663484573364258]
[ 1.2705476303072825e-05 0.0 6.038727458425879e-06],[ 167.86561369675735 167.8656136967572 167.86561369675752][ 2.759347578167232e-06 0.0 2.84346110419824e-07],[ 167.8656136967573 167.86561369675684 167.86561369675724], [2.554471254348755]
[ 0.0 6.140189851542447e-06 3.3192349044348226e-06],[ 167.86561830149577 167.86561673421573 167.8656175280489][ 0.0 0.0 0.0],[ 167.86561463234116 167.8656142356968 167.86561405213604], [2.685007333755493]
[ 0.0 1.2973516756521376e-06 7.451635692710609e-07],[ 167.8656192332035 167.86561787846023 167.86561855701706][ 0.0 0.0 0.0],[ 167.86561468514634 167.86561386621983 167.8656139550749], [2.8071393966674805]
[ 0.0 0.0 0.0],[ 167.8656184167083 167.86561715477933 167.86561778341218][ 0.0 0.0 0.0],[ 167.8656145195985 167.86561376363795 167.8656138930173], [2.935680866241455]
[ 1.4180735032811054e-06 0.0 5.528407522424282e-07],[ 167.86561736144236 167.86561617527198 167.8656167610472][ 0.0 0.0 0.0],[ 167.86561433656638 167.86561372672145 167.86561384473003], [3.0631442070007324]
[ 1.3121518362764316e-06 0.0 6.55957988547199e-07],[ 167.86561703119494 167.86561578469147 167.86561637841197][ 0.0 0.0 0.0],[ 167.86561415265513 167.86561373247343 167.8656138097022], [3.1864283084869385]
[ 9.490518300668001e-07 0.0 4.5713479800890693e-07],[ 167.86561679974753 167.86561548010116 167.86561610481797][ 0.0 0.0 0.0],[ 167.86561402725889 167.86561373540232 167.86561377957563], [3.308246612548828]
[ 9.222957566432918e-07 0.0 4.234164654580971e-07],[ 167.86561650314076 167.86561514555447 167.86561578570462][ 0.0 0.0 0.0],[ 167.86561394524168 167.86561372602566 167.86561375852023], [3.435067653656006]
[ 9.332160262300579e-07 0.0 4.3018548001590207e-07],[ 167.86561626626604 167.86561488226923 167.86561553170074][ 0.0 0.0 0.0],[ 167.86561388366158 167.86561371730534 167.8656137430293], [3.5582942962646484]
[ 9.40798243533094e-07 0.0 4.347289600959528e-07],[ 167.8656160924472 167.86561468825823 167.8656153448287][ 0.0 0.0 0.0],[ 167.86561383720164 167.86561371113768 167.86561373130291], [3.685040235519409]
[ 9.456368748380121e-07 0.0 4.3724999226745505e-07],[ 167.86561596496654 167.8656145452819 167.86561520740764][ 0.0 0.0 0.0],[ 167.86561380226988 167.8656137068212 167.86561372252655], [3.8116848468780518]
[ 9.491533681082392e-07 0.0 4.3903423395306404e-07],[ 167.86561587114875 167.86561443962054 167.86561510602164][ 0.0 0.0 0.0],[ 167.86561377602783 167.86561370377476 167.86561371598148], [3.9458281993865967]
[ 9.517770605704616e-07 0.0 4.403665748848886e-07],[ 167.8656158020755 167.86561436150438 167.86561503118725][ 0.0 0.0 0.0],[ 167.86561375631285 167.86561370162696 167.86561371109963], [4.075718879699707]
[ 9.537291169821394e-07 0.0 4.4135618780980353e-07],[ 167.86561575123213 167.86561430376045 167.8656149759599][ 0.0 0.0 0.0],[ 167.86561374150165 167.86561370011827 167.865613707458], [4.207106828689575]
[ 9.551788438645189e-07 0.0 4.4208863152057604e-07],[ 167.86561571381515 167.86561426107795 167.8656149352063][ 0.0 0.0 0.0],[ 167.8656137303736 167.865613699062 167.86561370474072], [4.326946258544922]
[ 9.562553215494814e-07 0.0 4.4263051273425775e-07],[ 167.86561568628034 167.8656142295306 167.86561490513643][ 0.0 0.0 0.0],[ 167.86561372201314 167.86561369832552 167.86561370271383], [4.447342157363892]
[ 9.57054904706943e-07 0.0 4.430316232967342e-07],[ 167.86561566602262 167.865614206214 167.86561488294998][ 0.0 0.0 0.0],[ 167.86561371573188 167.86561369781447 167.8656137012013], [4.565108299255371]
[ 9.576485752173288e-07 0.0 4.4332828316340865e-07],[ 167.86561565112166 167.86561418898256 167.86561486658223][ 0.0 0.0 0.0],[ 167.86561371101308 167.86561369746207 167.86561370007314], [4.681163787841797]
[ 9.5808982464853e-07 0.0 4.435481281314679e-07],[ 167.86561564016205 167.865614176248 167.86561485450824][ 0.0 0.0 0.0],[ 167.86561370746733 167.86561369722034 167.86561369923083], [4.808066368103027]
[ 9.584172667012833e-07 0.0 4.4371051913414283e-07],[ 167.865615632102 167.86561416683685 167.8656148456015][ 0.0 0.0 0.0],[ 167.86561370480362 167.86561369705632 167.86561369860348], [4.925012826919556]
