[  0.   0. 100.], [1.6663110256195068]
[4.65349297e-310 4.65349202e-310 1.58101007e-322], [2.554447889328003]
[6.93203535e-310 2.12199579e-314 4.65348871e-310], [2.684943914413452]
[6.93203535e-310 2.12199579e-314 4.65348871e-310], [2.807149887084961]
[6.93203535e-310 2.12199579e-314 4.65348871e-310], [2.93567156791687]
[6.93203535e-310 2.12199579e-314 4.65348871e-310], [3.0631208419799805]
[6.93203535e-310 2.12199579e-314 4.65348871e-310], [3.1863603591918945]
[6.93203535e-310 2.12199579e-314 4.65348871e-310], [3.3082778453826904]
[6.93203535e-310 2.12199579e-314 4.65348871e-310], [3.435049057006836]
[6.93203535e-310 2.12199579e-314 4.65348871e-310], [3.5582895278930664]
[6.93203535e-310 2.12199579e-314 4.65348871e-310], [3.6849570274353027]
[6.93203535e-310 2.12199579e-314 4.65348871e-310], [3.8116564750671387]
[6.93203535e-310 2.12199579e-314 4.65348871e-310], [3.9458391666412354]
[6.93203535e-310 2.12199579e-314 4.65348871e-310], [4.075639247894287]
[6.93203535e-310 2.12199579e-314 4.65348871e-310], [4.207085371017456]
[6.93203535e-310 2.12199579e-314 4.65348871e-310], [4.326947927474976]
[6.93203535e-310 2.12199579e-314 4.65348871e-310], [4.447275161743164]
[6.93203535e-310 2.12199579e-314 4.65348871e-310], [4.565058708190918]
[6.93203535e-310 2.12199579e-314 4.65348871e-310], [4.681171178817749]
[6.93203535e-310 2.12199579e-314 4.65348871e-310], [4.808029651641846]
[6.93203535e-310 2.12199579e-314 4.65348871e-310], [4.92507004737854]
