[2.22044605e-14 0.00000000e+00 1.00000000e+02], [1.6658506393432617]
[-4.58683994e-06  2.13130448e-06  1.00000001e+02], [2.554123640060425]
[-5.43223896e-06  2.61687270e-06  1.00000002e+02], [2.684600830078125]
[-5.28715966e-06  2.61335753e-06  1.00000001e+02], [2.806816816329956]
[-4.87451184e-06  2.45340588e-06  1.00000001e+02], [2.9353690147399902]
[-4.73652435e-06  2.37533798e-06  1.00000001e+02], [3.0627689361572266]
[-4.75100460e-06  2.39977083e-06  1.00000001e+02], [3.1859700679779053]
[-4.76943596e-06  2.43118582e-06  1.00000001e+02], [3.307981491088867]
[-4.78208441e-06  2.45311514e-06  1.00000001e+02], [3.4346792697906494]
[-4.79112600e-06  2.46878850e-06  1.00000001e+02], [3.557950258255005]
[-4.79778868e-06  2.48033801e-06  1.00000000e+02], [3.6845703125]
[-4.80271639e-06  2.48888024e-06  1.00000000e+02], [3.8113067150115967]
[-4.80635775e-06  2.49519264e-06  1.00000000e+02], [3.9455249309539795]
[-4.80904760e-06  2.49985558e-06  1.00000000e+02], [4.07515811920166]
[-4.81103444e-06  2.50329988e-06  1.00000000e+02], [4.206762790679932]
[-4.81250197e-06  2.50584393e-06  1.00000000e+02], [4.32659125328064]
[-4.81358584e-06  2.50772291e-06  1.00000000e+02], [4.446870803833008]
[-4.81438632e-06  2.50911062e-06  1.00000000e+02], [4.564640045166016]
[-4.81497745e-06  2.51013540e-06  1.00000000e+02], [4.680869817733765]
[-4.81541398e-06  2.51089218e-06  1.00000000e+02], [4.807632923126221]
[-4.81573629e-06  2.51145095e-06  1.00000000e+02], [4.924759149551392]
