[4.63990906e-310 4.63990905e-310 1.58101007e-322], [0.9991810321807861]
[0.0e+000 0.0e+000 1.6e-322], [5.822946548461914]
[0.0e+000 0.0e+000 1.6e-322], [5.937159776687622]
[0.0e+000 0.0e+000 1.6e-322], [6.0504395961761475]
[0.0e+000 0.0e+000 1.6e-322], [6.164153099060059]
[0.0e+000 0.0e+000 1.6e-322], [6.288733959197998]
[0.0e+000 0.0e+000 1.6e-322], [6.406428813934326]
[0.0e+000 0.0e+000 1.6e-322], [6.517372131347656]
[0.0e+000 0.0e+000 1.6e-322], [6.6294615268707275]
[0.0e+000 0.0e+000 1.6e-322], [6.736755132675171]
[0.0e+000 0.0e+000 1.6e-322], [6.850393056869507]
[0.0e+000 0.0e+000 1.6e-322], [6.96569037437439]
[0.0e+000 0.0e+000 1.6e-322], [7.095156669616699]
[0.0e+000 0.0e+000 1.6e-322], [7.209473133087158]
[0.0e+000 0.0e+000 1.6e-322], [7.3338446617126465]
[0.0e+000 0.0e+000 1.6e-322], [7.442536115646362]
[0.0e+000 0.0e+000 1.6e-322], [7.556544542312622]
[0.0e+000 0.0e+000 1.6e-322], [7.667641639709473]
[0.0e+000 0.0e+000 1.6e-322], [7.781797170639038]
[0.0e+000 0.0e+000 1.6e-322], [7.895092725753784]
[0.0e+000 0.0e+000 1.6e-322], [8.019506216049194]
[0.0e+000 0.0e+000 1.6e-322], [8.128552675247192]
[0.0e+000 0.0e+000 1.6e-322], [8.238760709762573]
[0.0e+000 0.0e+000 1.6e-322], [8.357075452804565]
[0.0e+000 0.0e+000 1.6e-322], [8.46515440940857]
[0.0e+000 0.0e+000 1.6e-322], [8.584676742553711]
[0.0e+000 0.0e+000 1.6e-322], [8.688764810562134]
[0.0e+000 0.0e+000 1.6e-322], [8.803388118743896]
[0.0e+000 0.0e+000 1.6e-322], [8.914426803588867]
[0.0e+000 0.0e+000 1.6e-322], [9.032531023025513]
[0.0e+000 0.0e+000 1.6e-322], [9.1611807346344]
[0.0e+000 0.0e+000 1.6e-322], [9.275766134262085]
[0.0e+000 0.0e+000 1.6e-322], [9.391854524612427]
[0.0e+000 0.0e+000 1.6e-322], [9.521787643432617]
[0.0e+000 0.0e+000 1.6e-322], [9.639660596847534]
[0.0e+000 0.0e+000 1.6e-322], [9.757245302200317]
[0.0e+000 0.0e+000 1.6e-322], [9.88442325592041]
[0.0e+000 0.0e+000 1.6e-322], [9.993216514587402]
[0.0e+000 0.0e+000 1.6e-322], [10.10032606124878]
[0.0e+000 0.0e+000 1.6e-322], [10.210551977157593]
[0.0e+000 0.0e+000 1.6e-322], [10.321685314178467]
[0.0e+000 0.0e+000 1.6e-322], [10.4334397315979]
[0.0e+000 0.0e+000 1.6e-322], [10.549252271652222]
[0.0e+000 0.0e+000 1.6e-322], [10.659336805343628]
[0.0e+000 0.0e+000 1.6e-322], [10.781198740005493]
[0.0e+000 0.0e+000 1.6e-322], [10.907785654067993]
[0.0e+000 0.0e+000 1.6e-322], [11.019177198410034]
[0.0e+000 0.0e+000 1.6e-322], [11.125173091888428]
[0.0e+000 0.0e+000 1.6e-322], [11.241084575653076]
[0.0e+000 0.0e+000 1.6e-322], [11.354209661483765]
[0.0e+000 0.0e+000 1.6e-322], [11.463159561157227]
[0.0e+000 0.0e+000 1.6e-322], [11.589052200317383]
[0.0e+000 0.0e+000 1.6e-322], [11.71307373046875]
[0.0e+000 0.0e+000 1.6e-322], [11.825674057006836]
[0.0e+000 0.0e+000 1.6e-322], [11.93778395652771]
[0.0e+000 0.0e+000 1.6e-322], [12.04781699180603]
[0.0e+000 0.0e+000 1.6e-322], [12.162654876708984]
[0.0e+000 0.0e+000 1.6e-322], [12.27691388130188]
[0.0e+000 0.0e+000 1.6e-322], [12.394047260284424]
[0.0e+000 0.0e+000 1.6e-322], [12.51225757598877]
[0.0e+000 0.0e+000 1.6e-322], [12.620005369186401]
[0.0e+000 0.0e+000 1.6e-322], [12.732650756835938]
[0.0e+000 0.0e+000 1.6e-322], [12.84921669960022]
[0.0e+000 0.0e+000 1.6e-322], [12.98686957359314]
[0.0e+000 0.0e+000 1.6e-322], [13.097148418426514]
[0.0e+000 0.0e+000 1.6e-322], [13.213447332382202]
[0.0e+000 0.0e+000 1.6e-322], [13.326932191848755]
[0.0e+000 0.0e+000 1.6e-322], [13.436432361602783]
[0.0e+000 0.0e+000 1.6e-322], [13.554527521133423]
[0.0e+000 0.0e+000 1.6e-322], [13.67028522491455]
[0.0e+000 0.0e+000 1.6e-322], [13.78989028930664]
[0.0e+000 0.0e+000 1.6e-322], [13.915832281112671]
[0.0e+000 0.0e+000 1.6e-322], [14.027920722961426]
[0.0e+000 0.0e+000 1.6e-322], [14.136553764343262]
[0.0e+000 0.0e+000 1.6e-322], [14.243403673171997]
[0.0e+000 0.0e+000 1.6e-322], [14.354169130325317]
[0.0e+000 0.0e+000 1.6e-322], [14.46383285522461]
[0.0e+000 0.0e+000 1.6e-322], [14.569607257843018]
[0.0e+000 0.0e+000 1.6e-322], [14.682655334472656]
[0.0e+000 0.0e+000 1.6e-322], [14.798175573348999]
[0.0e+000 0.0e+000 1.6e-322], [14.910630226135254]
[0.0e+000 0.0e+000 1.6e-322], [15.02143931388855]
[0.0e+000 0.0e+000 1.6e-322], [15.133032083511353]
[0.0e+000 0.0e+000 1.6e-322], [15.247339487075806]
[0.0e+000 0.0e+000 1.6e-322], [15.366374492645264]
[0.0e+000 0.0e+000 1.6e-322], [15.49053406715393]
[0.0e+000 0.0e+000 1.6e-322], [15.611278295516968]
[0.0e+000 0.0e+000 1.6e-322], [15.738925695419312]
[0.0e+000 0.0e+000 1.6e-322], [15.85426950454712]
[0.0e+000 0.0e+000 1.6e-322], [15.975430488586426]
[0.0e+000 0.0e+000 1.6e-322], [16.090718746185303]
[0.0e+000 0.0e+000 1.6e-322], [16.205443859100342]
[0.0e+000 0.0e+000 1.6e-322], [16.315659761428833]
[0.0e+000 0.0e+000 1.6e-322], [16.429497480392456]
[0.0e+000 0.0e+000 1.6e-322], [16.55793023109436]
[0.0e+000 0.0e+000 1.6e-322], [16.667690753936768]
[0.0e+000 0.0e+000 1.6e-322], [16.77721095085144]
[0.0e+000 0.0e+000 1.6e-322], [16.889846801757812]
[0.0e+000 0.0e+000 1.6e-322], [17.005797624588013]
[0.0e+000 0.0e+000 1.6e-322], [17.11285424232483]
[0.0e+000 0.0e+000 1.6e-322], [17.226151704788208]
[0.0e+000 0.0e+000 1.6e-322], [17.33815860748291]
[0.0e+000 0.0e+000 1.6e-322], [17.451375722885132]
[0.0e+000 0.0e+000 1.6e-322], [17.565249919891357]
[0.0e+000 0.0e+000 1.6e-322], [17.688396215438843]
[0.0e+000 0.0e+000 1.6e-322], [17.80827784538269]
[0.0e+000 0.0e+000 1.6e-322], [17.931216716766357]
[0.0e+000 0.0e+000 1.6e-322], [18.055305242538452]
[0.0e+000 0.0e+000 1.6e-322], [18.161420822143555]
[0.0e+000 0.0e+000 1.6e-322], [18.284775972366333]
[0.0e+000 0.0e+000 1.6e-322], [18.39511203765869]
[0.0e+000 0.0e+000 1.6e-322], [18.53494644165039]
[0.0e+000 0.0e+000 1.6e-322], [18.644726514816284]
[0.0e+000 0.0e+000 1.6e-322], [18.756107807159424]
[0.0e+000 0.0e+000 1.6e-322], [18.869100093841553]
[0.0e+000 0.0e+000 1.6e-322], [18.986538887023926]
[0.0e+000 0.0e+000 1.6e-322], [19.101244688034058]
[0.0e+000 0.0e+000 1.6e-322], [19.223116397857666]
[0.0e+000 0.0e+000 1.6e-322], [19.34276270866394]
[0.0e+000 0.0e+000 1.6e-322], [19.45941710472107]
[0.0e+000 0.0e+000 1.6e-322], [19.570661783218384]
[0.0e+000 0.0e+000 1.6e-322], [19.680158376693726]
[0.0e+000 0.0e+000 1.6e-322], [19.78930139541626]
[0.0e+000 0.0e+000 1.6e-322], [19.89606761932373]
[0.0e+000 0.0e+000 1.6e-322], [20.011446952819824]
[0.0e+000 0.0e+000 1.6e-322], [20.138591527938843]
[0.0e+000 0.0e+000 1.6e-322], [20.25545382499695]
[0.0e+000 0.0e+000 1.6e-322], [20.367724418640137]
[0.0e+000 0.0e+000 1.6e-322], [20.478659868240356]
[0.0e+000 0.0e+000 1.6e-322], [20.585907697677612]
[0.0e+000 0.0e+000 1.6e-322], [20.71233606338501]
[0.0e+000 0.0e+000 1.6e-322], [20.829315185546875]
[0.0e+000 0.0e+000 1.6e-322], [20.947380781173706]
[0.0e+000 0.0e+000 1.6e-322], [21.06307029724121]
[0.0e+000 0.0e+000 1.6e-322], [21.169989824295044]
[0.0e+000 0.0e+000 1.6e-322], [21.27759289741516]
[0.0e+000 0.0e+000 1.6e-322], [21.38577961921692]
[0.0e+000 0.0e+000 1.6e-322], [21.50462245941162]
[0.0e+000 0.0e+000 1.6e-322], [21.61601424217224]
[0.0e+000 0.0e+000 1.6e-322], [21.72985529899597]
[0.0e+000 0.0e+000 1.6e-322], [21.846495628356934]
[0.0e+000 0.0e+000 1.6e-322], [21.95900011062622]
[0.0e+000 0.0e+000 1.6e-322], [22.070908308029175]
[0.0e+000 0.0e+000 1.6e-322], [22.184887409210205]
[0.0e+000 0.0e+000 1.6e-322], [22.298167943954468]
[0.0e+000 0.0e+000 1.6e-322], [22.419013738632202]
[0.0e+000 0.0e+000 1.6e-322], [22.558664321899414]
[0.0e+000 0.0e+000 1.6e-322], [22.67454195022583]
[0.0e+000 0.0e+000 1.6e-322], [22.792702674865723]
[0.0e+000 0.0e+000 1.6e-322], [22.90748167037964]
[0.0e+000 0.0e+000 1.6e-322], [23.022570848464966]
[0.0e+000 0.0e+000 1.6e-322], [23.14112687110901]
[0.0e+000 0.0e+000 1.6e-322], [23.26091456413269]
[0.0e+000 0.0e+000 1.6e-322], [23.387560606002808]
[0.0e+000 0.0e+000 1.6e-322], [23.518249034881592]
[0.0e+000 0.0e+000 1.6e-322], [23.652546644210815]
[0.0e+000 0.0e+000 1.6e-322], [23.786815643310547]
[0.0e+000 0.0e+000 1.6e-322], [23.906694412231445]
[0.0e+000 0.0e+000 1.6e-322], [24.017829656600952]
[0.0e+000 0.0e+000 1.6e-322], [24.126193523406982]
[0.0e+000 0.0e+000 1.6e-322], [24.250405311584473]
[0.0e+000 0.0e+000 1.6e-322], [24.36785578727722]
[0.0e+000 0.0e+000 1.6e-322], [24.47577404975891]
[0.0e+000 0.0e+000 1.6e-322], [24.588082313537598]
[0.0e+000 0.0e+000 1.6e-322], [24.698055028915405]
[0.0e+000 0.0e+000 1.6e-322], [24.8070969581604]
[0.0e+000 0.0e+000 1.6e-322], [24.92255926132202]
[0.0e+000 0.0e+000 1.6e-322], [25.029247522354126]
[0.0e+000 0.0e+000 1.6e-322], [25.14512324333191]
[0.0e+000 0.0e+000 1.6e-322], [25.2592613697052]
[0.0e+000 0.0e+000 1.6e-322], [25.365882635116577]
[0.0e+000 0.0e+000 1.6e-322], [25.48887848854065]
[0.0e+000 0.0e+000 1.6e-322], [25.605475187301636]
[0.0e+000 0.0e+000 1.6e-322], [25.71168088912964]
[0.0e+000 0.0e+000 1.6e-322], [25.820018529891968]
[0.0e+000 0.0e+000 1.6e-322], [25.937544345855713]
[0.0e+000 0.0e+000 1.6e-322], [26.053467512130737]
[0.0e+000 0.0e+000 1.6e-322], [26.16997265815735]
[0.0e+000 0.0e+000 1.6e-322], [26.286255359649658]
[0.0e+000 0.0e+000 1.6e-322], [26.411162853240967]
[0.0e+000 0.0e+000 1.6e-322], [26.542072534561157]
[0.0e+000 0.0e+000 1.6e-322], [26.6574227809906]
[0.0e+000 0.0e+000 1.6e-322], [26.77212357521057]
[0.0e+000 0.0e+000 1.6e-322], [26.88399600982666]
[0.0e+000 0.0e+000 1.6e-322], [26.99097776412964]
[0.0e+000 0.0e+000 1.6e-322], [27.1059091091156]
[0.0e+000 0.0e+000 1.6e-322], [27.214532613754272]
[0.0e+000 0.0e+000 1.6e-322], [27.333120822906494]
[0.0e+000 0.0e+000 1.6e-322], [27.441493272781372]
[0.0e+000 0.0e+000 1.6e-322], [27.55249309539795]
[0.0e+000 0.0e+000 1.6e-322], [27.66948676109314]
[0.0e+000 0.0e+000 1.6e-322], [27.7975857257843]
[0.0e+000 0.0e+000 1.6e-322], [27.912088871002197]
[0.0e+000 0.0e+000 1.6e-322], [28.023613452911377]
[0.0e+000 0.0e+000 1.6e-322], [28.14616847038269]
[0.0e+000 0.0e+000 1.6e-322], [28.26949691772461]
[0.0e+000 0.0e+000 1.6e-322], [28.396601676940918]
[0.0e+000 0.0e+000 1.6e-322], [28.51885199546814]
[0.0e+000 0.0e+000 1.6e-322], [28.629927396774292]
[0.0e+000 0.0e+000 1.6e-322], [28.74854326248169]
[0.0e+000 0.0e+000 1.6e-322], [28.855637550354004]
[0.0e+000 0.0e+000 1.6e-322], [28.96448826789856]
[0.0e+000 0.0e+000 1.6e-322], [29.08117127418518]
[0.0e+000 0.0e+000 1.6e-322], [29.19407320022583]
[0.0e+000 0.0e+000 1.6e-322], [29.303210020065308]
[0.0e+000 0.0e+000 1.6e-322], [29.412914276123047]
[0.0e+000 0.0e+000 1.6e-322], [29.522603273391724]
[0.0e+000 0.0e+000 1.6e-322], [29.658819675445557]
[0.0e+000 0.0e+000 1.6e-322], [29.76804804801941]
[0.0e+000 0.0e+000 1.6e-322], [29.87583088874817]
[0.0e+000 0.0e+000 1.6e-322], [29.979434967041016]
[0.0e+000 0.0e+000 1.6e-322], [30.091707468032837]
[0.0e+000 0.0e+000 1.6e-322], [30.201037406921387]
[0.0e+000 0.0e+000 1.6e-322], [30.311315774917603]
[0.0e+000 0.0e+000 1.6e-322], [30.42764115333557]
[0.0e+000 0.0e+000 1.6e-322], [30.560101985931396]
[0.0e+000 0.0e+000 1.6e-322], [30.675994873046875]
[0.0e+000 0.0e+000 1.6e-322], [30.791912317276]
[0.0e+000 0.0e+000 1.6e-322], [30.899608612060547]
[0.0e+000 0.0e+000 1.6e-322], [31.009283304214478]
[0.0e+000 0.0e+000 1.6e-322], [31.118449687957764]
[0.0e+000 0.0e+000 1.6e-322], [31.235301733016968]
[0.0e+000 0.0e+000 1.6e-322], [31.34781503677368]
[0.0e+000 0.0e+000 1.6e-322], [31.458974838256836]
[0.0e+000 0.0e+000 1.6e-322], [31.57395076751709]
[0.0e+000 0.0e+000 1.6e-322], [31.68809938430786]
[0.0e+000 0.0e+000 1.6e-322], [31.804173946380615]
[0.0e+000 0.0e+000 1.6e-322], [31.9220232963562]
[0.0e+000 0.0e+000 1.6e-322], [32.03637742996216]
[0.0e+000 0.0e+000 1.6e-322], [32.15781593322754]
[0.0e+000 0.0e+000 1.6e-322], [32.273940324783325]
[0.0e+000 0.0e+000 1.6e-322], [32.392561197280884]
[0.0e+000 0.0e+000 1.6e-322], [32.51105284690857]
[0.0e+000 0.0e+000 1.6e-322], [32.63047504425049]
[0.0e+000 0.0e+000 1.6e-322], [32.737629413604736]
[0.0e+000 0.0e+000 1.6e-322], [32.86402487754822]
[0.0e+000 0.0e+000 1.6e-322], [32.97425150871277]
[0.0e+000 0.0e+000 1.6e-322], [33.086050033569336]
[0.0e+000 0.0e+000 1.6e-322], [33.19967985153198]
[0.0e+000 0.0e+000 1.6e-322], [33.31834530830383]
[0.0e+000 0.0e+000 1.6e-322], [33.43299198150635]
[0.0e+000 0.0e+000 1.6e-322], [33.5467312335968]
[0.0e+000 0.0e+000 1.6e-322], [33.65988802909851]
[0.0e+000 0.0e+000 1.6e-322], [33.786383628845215]
[0.0e+000 0.0e+000 1.6e-322], [33.90469431877136]
[0.0e+000 0.0e+000 1.6e-322], [34.01866888999939]
[0.0e+000 0.0e+000 1.6e-322], [34.13375115394592]
[0.0e+000 0.0e+000 1.6e-322], [34.24086332321167]
[0.0e+000 0.0e+000 1.6e-322], [34.3564248085022]
[0.0e+000 0.0e+000 1.6e-322], [34.480478286743164]
[0.0e+000 0.0e+000 1.6e-322], [34.60128450393677]
[0.0e+000 0.0e+000 1.6e-322], [34.72408199310303]
[0.0e+000 0.0e+000 1.6e-322], [34.851131439208984]
[0.0e+000 0.0e+000 1.6e-322], [34.97218036651611]
[0.0e+000 0.0e+000 1.6e-322], [35.10028886795044]
[0.0e+000 0.0e+000 1.6e-322], [35.212079763412476]
[0.0e+000 0.0e+000 1.6e-322], [35.321330308914185]
[0.0e+000 0.0e+000 1.6e-322], [35.43584847450256]
[0.0e+000 0.0e+000 1.6e-322], [35.54799294471741]
[0.0e+000 0.0e+000 1.6e-322], [35.66332960128784]
[0.0e+000 0.0e+000 1.6e-322], [35.779433727264404]
[0.0e+000 0.0e+000 1.6e-322], [35.89285326004028]
[0.0e+000 0.0e+000 1.6e-322], [36.0407612323761]
[0.0e+000 0.0e+000 1.6e-322], [36.149548053741455]
[0.0e+000 0.0e+000 1.6e-322], [36.26589632034302]
[0.0e+000 0.0e+000 1.6e-322], [36.38109493255615]
[0.0e+000 0.0e+000 1.6e-322], [36.49566912651062]
[0.0e+000 0.0e+000 1.6e-322], [36.61570596694946]
[0.0e+000 0.0e+000 1.6e-322], [36.74534845352173]
[0.0e+000 0.0e+000 1.6e-322], [36.85922384262085]
[0.0e+000 0.0e+000 1.6e-322], [36.974637269973755]
[0.0e+000 0.0e+000 1.6e-322], [37.097081422805786]
[0.0e+000 0.0e+000 1.6e-322], [37.22067141532898]
[0.0e+000 0.0e+000 1.6e-322], [37.330857276916504]
[0.0e+000 0.0e+000 1.6e-322], [37.47317457199097]
[0.0e+000 0.0e+000 1.6e-322], [37.59278440475464]
[0.0e+000 0.0e+000 1.6e-322], [37.71245622634888]
[0.0e+000 0.0e+000 1.6e-322], [37.82939147949219]
[0.0e+000 0.0e+000 1.6e-322], [37.941596269607544]
[0.0e+000 0.0e+000 1.6e-322], [38.05487513542175]
[0.0e+000 0.0e+000 1.6e-322], [38.165242195129395]
[0.0e+000 0.0e+000 1.6e-322], [38.29424810409546]
[0.0e+000 0.0e+000 1.6e-322], [38.42925190925598]
[0.0e+000 0.0e+000 1.6e-322], [38.559327125549316]
[0.0e+000 0.0e+000 1.6e-322], [38.67414426803589]
[0.0e+000 0.0e+000 1.6e-322], [38.78695297241211]
[0.0e+000 0.0e+000 1.6e-322], [38.89793515205383]
[0.0e+000 0.0e+000 1.6e-322], [39.01782488822937]
[0.0e+000 0.0e+000 1.6e-322], [39.13322448730469]
[0.0e+000 0.0e+000 1.6e-322], [39.24341917037964]
[0.0e+000 0.0e+000 1.6e-322], [39.353264808654785]
[0.0e+000 0.0e+000 1.6e-322], [39.46386098861694]
[0.0e+000 0.0e+000 1.6e-322], [39.573463439941406]
[0.0e+000 0.0e+000 1.6e-322], [39.682915925979614]
[0.0e+000 0.0e+000 1.6e-322], [39.79709339141846]
[0.0e+000 0.0e+000 1.6e-322], [39.9231390953064]
[0.0e+000 0.0e+000 1.6e-322], [40.039206981658936]
[0.0e+000 0.0e+000 1.6e-322], [40.14922595024109]
[0.0e+000 0.0e+000 1.6e-322], [40.25987792015076]
[0.0e+000 0.0e+000 1.6e-322], [40.376654863357544]
[0.0e+000 0.0e+000 1.6e-322], [40.485026359558105]
[0.0e+000 0.0e+000 1.6e-322], [40.5931670665741]
[0.0e+000 0.0e+000 1.6e-322], [40.71159052848816]
[0.0e+000 0.0e+000 1.6e-322], [40.82373118400574]
[0.0e+000 0.0e+000 1.6e-322], [40.936487436294556]
[0.0e+000 0.0e+000 1.6e-322], [41.047730684280396]
[0.0e+000 0.0e+000 1.6e-322], [41.16926336288452]
[0.0e+000 0.0e+000 1.6e-322], [41.28424644470215]
[0.0e+000 0.0e+000 1.6e-322], [41.398528814315796]
[0.0e+000 0.0e+000 1.6e-322], [41.51444458961487]
[0.0e+000 0.0e+000 1.6e-322], [41.64706993103027]
[0.0e+000 0.0e+000 1.6e-322], [41.76329255104065]
[0.0e+000 0.0e+000 1.6e-322], [41.88455629348755]
[0.0e+000 0.0e+000 1.6e-322], [42.00794792175293]
[0.0e+000 0.0e+000 1.6e-322], [42.113521337509155]
[0.0e+000 0.0e+000 1.6e-322], [42.22310948371887]
[0.0e+000 0.0e+000 1.6e-322], [42.335383892059326]
[0.0e+000 0.0e+000 1.6e-322], [42.444204330444336]
[0.0e+000 0.0e+000 1.6e-322], [42.5618793964386]
[0.0e+000 0.0e+000 1.6e-322], [42.67150926589966]
[0.0e+000 0.0e+000 1.6e-322], [42.778984785079956]
[0.0e+000 0.0e+000 1.6e-322], [42.88934016227722]
[0.0e+000 0.0e+000 1.6e-322], [42.999168157577515]
[0.0e+000 0.0e+000 1.6e-322], [43.11177635192871]
[0.0e+000 0.0e+000 1.6e-322], [43.230483055114746]
[0.0e+000 0.0e+000 1.6e-322], [43.352683782577515]
[0.0e+000 0.0e+000 1.6e-322], [43.47153401374817]
[0.0e+000 0.0e+000 1.6e-322], [43.58782124519348]
[0.0e+000 0.0e+000 1.6e-322], [43.726890563964844]
[0.0e+000 0.0e+000 1.6e-322], [43.84996676445007]
[0.0e+000 0.0e+000 1.6e-322], [43.96429109573364]
[0.0e+000 0.0e+000 1.6e-322], [44.07282781600952]
[0.0e+000 0.0e+000 1.6e-322], [44.19832682609558]
[0.0e+000 0.0e+000 1.6e-322], [44.32458758354187]
[0.0e+000 0.0e+000 1.6e-322], [44.46519088745117]
[0.0e+000 0.0e+000 1.6e-322], [44.58555054664612]
[0.0e+000 0.0e+000 1.6e-322], [44.69854187965393]
[0.0e+000 0.0e+000 1.6e-322], [44.82190680503845]
[0.0e+000 0.0e+000 1.6e-322], [44.94205355644226]
[0.0e+000 0.0e+000 1.6e-322], [45.05755066871643]
[0.0e+000 0.0e+000 1.6e-322], [45.168965101242065]
[0.0e+000 0.0e+000 1.6e-322], [45.28007698059082]
[0.0e+000 0.0e+000 1.6e-322], [45.39170002937317]
[0.0e+000 0.0e+000 1.6e-322], [45.51036715507507]
[0.0e+000 0.0e+000 1.6e-322], [45.628901720047]
[0.0e+000 0.0e+000 1.6e-322], [45.74955153465271]
[0.0e+000 0.0e+000 1.6e-322], [45.884634017944336]
[0.0e+000 0.0e+000 1.6e-322], [46.005592584609985]
[0.0e+000 0.0e+000 1.6e-322], [46.12513995170593]
[0.0e+000 0.0e+000 1.6e-322], [46.256691217422485]
[0.0e+000 0.0e+000 1.6e-322], [46.381516218185425]
[0.0e+000 0.0e+000 1.6e-322], [46.51390290260315]
[0.0e+000 0.0e+000 1.6e-322], [46.63081240653992]
[0.0e+000 0.0e+000 1.6e-322], [46.75161385536194]
[0.0e+000 0.0e+000 1.6e-322], [46.86596417427063]
[0.0e+000 0.0e+000 1.6e-322], [46.977851152420044]
[0.0e+000 0.0e+000 1.6e-322], [47.09123492240906]
[0.0e+000 0.0e+000 1.6e-322], [47.21211004257202]
[0.0e+000 0.0e+000 1.6e-322], [47.32552790641785]
[0.0e+000 0.0e+000 1.6e-322], [47.446932315826416]
[0.0e+000 0.0e+000 1.6e-322], [47.56744599342346]
[0.0e+000 0.0e+000 1.6e-322], [47.69025158882141]
[0.0e+000 0.0e+000 1.6e-322], [47.813467025756836]
[0.0e+000 0.0e+000 1.6e-322], [47.93610763549805]
[0.0e+000 0.0e+000 1.6e-322], [48.062422037124634]
[0.0e+000 0.0e+000 1.6e-322], [48.175084590911865]
[0.0e+000 0.0e+000 1.6e-322], [48.28607416152954]
[0.0e+000 0.0e+000 1.6e-322], [48.40132784843445]
[0.0e+000 0.0e+000 1.6e-322], [48.527164697647095]
[0.0e+000 0.0e+000 1.6e-322], [48.64158916473389]
[0.0e+000 0.0e+000 1.6e-322], [48.75134825706482]
[0.0e+000 0.0e+000 1.6e-322], [48.86942410469055]
[0.0e+000 0.0e+000 1.6e-322], [48.97991132736206]
[0.0e+000 0.0e+000 1.6e-322], [49.08891272544861]
[0.0e+000 0.0e+000 1.6e-322], [49.20664620399475]
[0.0e+000 0.0e+000 1.6e-322], [49.31689667701721]
[0.0e+000 0.0e+000 1.6e-322], [49.43966317176819]
[0.0e+000 0.0e+000 1.6e-322], [49.561498403549194]
[0.0e+000 0.0e+000 1.6e-322], [49.6786048412323]
[0.0e+000 0.0e+000 1.6e-322], [49.798442363739014]
[0.0e+000 0.0e+000 1.6e-322], [49.91401791572571]
[0.0e+000 0.0e+000 1.6e-322], [50.03030300140381]
[0.0e+000 0.0e+000 1.6e-322], [50.14360451698303]
[0.0e+000 0.0e+000 1.6e-322], [50.27619695663452]
[0.0e+000 0.0e+000 1.6e-322], [50.39055585861206]
[0.0e+000 0.0e+000 1.6e-322], [50.50882411003113]
[0.0e+000 0.0e+000 1.6e-322], [50.62091946601868]
[0.0e+000 0.0e+000 1.6e-322], [50.732624530792236]
[0.0e+000 0.0e+000 1.6e-322], [50.848422050476074]
[0.0e+000 0.0e+000 1.6e-322], [50.96778893470764]
[0.0e+000 0.0e+000 1.6e-322], [51.081053256988525]
[0.0e+000 0.0e+000 1.6e-322], [51.199360370635986]
[0.0e+000 0.0e+000 1.6e-322], [51.310269594192505]
[0.0e+000 0.0e+000 1.6e-322], [51.426790714263916]
[0.0e+000 0.0e+000 1.6e-322], [51.538777351379395]
[0.0e+000 0.0e+000 1.6e-322], [51.655627489089966]
[0.0e+000 0.0e+000 1.6e-322], [51.766791582107544]
[0.0e+000 0.0e+000 1.6e-322], [51.87427473068237]
[0.0e+000 0.0e+000 1.6e-322], [52.00749611854553]
[0.0e+000 0.0e+000 1.6e-322], [52.12078785896301]
[0.0e+000 0.0e+000 1.6e-322], [52.22836518287659]
[0.0e+000 0.0e+000 1.6e-322], [52.343849897384644]
