[0. 0. 0.], [0.9992129802703857]
[ 0.  0. 56.], [1.9548838138580322]
[-1.0e-02  0.0e+00  5.6e+01], [2.0914254188537598]
[-1.0e-02  0.0e+00  5.6e+01], [2.214939832687378]
[-1.0e-02  0.0e+00  5.6e+01], [2.3406386375427246]
[-1.0e-02  1.0e-02  5.6e+01], [2.464977741241455]
[-1.0e-02  0.0e+00  5.6e+01], [2.589874267578125]
[-1.000e-02  1.000e-02  5.599e+01], [2.7078609466552734]
[-1.0e-02  1.0e-02  5.6e+01], [2.8347184658050537]
[ 0.06  0.06 56.01], [2.952077865600586]
[ 0.78  0.24 56.17], [3.0622642040252686]
[ 1.13  0.25 56.25], [3.171370506286621]
[ 1.44  0.23 56.3 ], [3.27937650680542]
[ 1.73  0.29 56.35], [3.3909096717834473]
[ 1.98  0.28 56.42], [3.50541090965271]
[ 2.35  0.2  56.49], [3.624807596206665]
[ 2.65  0.28 56.52], [3.7503180503845215]
[ 3.09  0.18 56.61], [3.874366521835327]
[ 3.45  0.1  56.66], [3.9987173080444336]
[4.020e+00 3.000e-02 5.674e+01], [4.138616561889648]
[4.610e+00 4.000e-02 5.681e+01], [4.2529497146606445]
[ 5.1   0.07 56.85], [4.378687620162964]
[5.660e+00 1.000e-02 5.691e+01], [4.490657806396484]
[6.300e+00 2.000e-02 5.694e+01], [4.597806215286255]
[6.910e+00 5.000e-02 5.697e+01], [4.7041990756988525]
[ 7.520e+00 -1.000e-02  5.699e+01], [4.811574220657349]
[ 8.31e+00 -2.00e-02  5.70e+01], [4.928449392318726]
[ 9.1   0.15 56.99], [5.040336847305298]
[9.970e+00 3.000e-02 5.698e+01], [5.156808376312256]
[10.71 -0.08 56.96], [5.267265319824219]
[11.57 -0.09 56.89], [5.380612850189209]
[12.24 -0.07 56.84], [5.494938135147095]
[13.   -0.16 56.76], [5.6058244705200195]
[13.79 -0.09 56.65], [5.714245080947876]
[14.79 -0.13 56.49], [5.8229897022247314]
[15.32  0.07 56.39], [5.93725323677063]
[15.96 -0.11 56.27], [6.050610780715942]
[16.72 -0.13 56.1 ], [6.164281606674194]
[17.28 -0.22 55.97], [6.2888875007629395]
[17.98 -0.33 55.8 ], [6.4068849086761475]
[ 1.859e+01 -1.000e-02  5.562e+01], [6.5178093910217285]
[19.36  0.07 55.38], [6.629563093185425]
[19.9   0.08 55.22], [6.736724138259888]
[20.34  0.13 55.07], [6.850350618362427]
[2.094e+01 5.000e-02 5.487e+01], [6.965827703475952]
[21.51  0.26 54.64], [7.09531831741333]
[2.198e+01 4.000e-02 5.446e+01], [7.209759712219238]
[22.56  0.2  54.23], [7.333954095840454]
[23.2   0.19 53.95], [7.442533493041992]
[23.69  0.19 53.73], [7.556690692901611]
[2.430e+01 1.000e-02 5.345e+01], [7.6678242683410645]
[24.87  0.36 53.17], [7.7818756103515625]
[25.59  0.27 52.79], [7.895131826400757]
[2.613e+01 5.000e-02 5.251e+01], [8.019757509231567]
[ 2.675e+01 -3.000e-02  5.217e+01], [8.128681421279907]
[ 2.698e+01 -2.000e-02  5.204e+01], [8.239112615585327]
[27.28  0.16 51.86], [8.357773303985596]
[27.55  0.32 51.7 ], [8.465296506881714]
[27.5   0.43 51.72], [8.584834575653076]
[27.41  0.78 51.77], [8.689103126525879]
[27.15  0.59 51.93], [8.80341362953186]
[26.96  0.94 52.04], [8.914433717727661]
[26.96  0.94 52.03], [9.032493829727173]
[27.28  1.42 51.83], [9.161238193511963]
[28.07  1.85 51.34], [9.275952339172363]
[28.24  2.19 51.62], [9.391865968704224]
[29.48  2.03 51.03], [9.52187705039978]
[30.65  2.45 50.45], [9.639683246612549]
[31.94  2.59 49.67], [9.757358312606812]
[32.78  3.18 49.28], [9.884531736373901]
[33.64  3.31 48.91], [9.993276596069336]
[34.58  3.69 48.47], [10.10015869140625]
[35.31  3.97 48.25], [10.210687398910522]
