[0. 0. 0.], [1.17167067527771]
[-0.1   0.15 55.84], [2.146282434463501]
[-0.11  0.16 55.83], [2.2764739990234375]
[-0.11  0.16 55.83], [2.388460397720337]
[-0.12  0.16 55.83], [2.503521203994751]
[-0.12  0.16 55.83], [2.6139400005340576]
[-0.12  0.16 55.82], [2.733701229095459]
[-0.12  0.16 55.83], [2.8597497940063477]
[-0.12  0.17 55.83], [2.9758846759796143]
[-0.12  0.16 55.83], [3.0935332775115967]
[-0.12  0.16 55.82], [3.210225820541382]
[-0.12  0.16 55.82], [3.3308677673339844]
[-2.000e-02  3.300e-01  5.584e+01], [3.444993019104004]
[ 0.47  0.7  55.93], [3.568434238433838]
[ 0.93  0.37 56.05], [3.686063766479492]
[ 1.28  0.38 56.12], [3.800504684448242]
[ 1.4   0.42 56.14], [3.9180846214294434]
[ 1.53  0.45 56.16], [4.036358118057251]
[ 1.83  0.43 56.22], [4.141043186187744]
[ 2.04  0.48 56.25], [4.2498180866241455]
[ 2.39  0.61 56.3 ], [4.358207702636719]
[ 2.76  0.43 56.38], [4.465046405792236]
[ 3.19  0.34 56.45], [4.577767372131348]
[ 3.61  0.22 56.52], [4.691263198852539]
[ 4.2   0.34 56.57], [4.809783458709717]
[ 4.72  0.36 56.62], [4.921279191970825]
[ 5.27  0.15 56.69], [5.038506507873535]
[ 5.95  0.24 56.74], [5.146382570266724]
[ 6.76  0.13 56.78], [5.254726886749268]
[7.510e+00 5.000e-02 5.683e+01], [5.361875772476196]
[8.420e+00 2.000e-02 5.683e+01], [5.472518682479858]
[ 9.18 -0.11 56.83], [5.588893175125122]
[10.11 -0.16 56.81], [5.712665319442749]
[11.18 -0.24 56.75], [5.8274986743927]
[12.42 -0.29 56.63], [5.9491589069366455]
[13.57 -0.26 56.47], [6.065046072006226]
[14.43 -0.37 56.35], [6.175795078277588]
[15.62 -0.32 56.12], [6.2927374839782715]
[16.43 -0.41 55.94], [6.4110267162323]
[17.21 -0.4  55.76], [6.521929740905762]
[17.92 -0.32 55.57], [6.6343674659729]
[18.57 -0.1  55.38], [6.746816158294678]
[ 1.925e+01 -5.000e-02  5.516e+01], [6.854761362075806]
[20.06 -0.11 54.89], [6.969505310058594]
[20.44  0.   54.76], [7.083486318588257]
[ 2.092e+01 -2.000e-02  5.460e+01], [7.201143026351929]
[21.53  0.19 54.36], [7.314205884933472]
[2.190e+01 2.000e-02 5.421e+01], [7.425504684448242]
[22.55  0.   53.93], [7.537342071533203]
[23.19  0.16 53.65], [7.6496806144714355]
[23.62  0.25 53.46], [7.76497483253479]
[24.2   0.19 53.18], [7.882220029830933]
[2.487e+01 4.000e-02 5.284e+01], [7.993713140487671]
[25.55  0.18 52.48], [8.110323190689087]
[26.21  0.35 52.11], [8.248937129974365]
[2.668e+01 2.000e-02 5.184e+01], [8.358544826507568]
[27.24  0.11 51.51], [8.473195552825928]
[27.79  0.38 51.15], [8.583703517913818]
[28.39  0.48 50.78], [8.702568054199219]
[28.93  0.82 50.41], [8.817122459411621]
[29.54  0.97 49.98], [8.939909219741821]
[30.07  1.21 49.6 ], [9.05456829071045]
[30.61  1.3  49.19], [9.163736343383789]
[31.46  1.55 48.53], [9.276052474975586]
[31.98  1.76 48.1 ], [9.385026216506958]
[32.62  1.89 47.57], [9.495817184448242]
[33.41  2.02 46.86], [9.604544639587402]
[34.34  2.37 45.99], [9.726123571395874]
[35.35  2.71 44.98], [9.846512794494629]
[36.44  2.92 43.82], [9.954498291015625]
[37.87  3.5  42.13], [10.06769323348999]
[39.18  4.01 40.43], [10.188218355178833]
[41.    4.56 37.74], [10.304942607879639]
[43.    4.12 34.38], [10.4220290184021]
[45.19  4.56 29.56], [10.539233446121216]
[46.85  4.93 24.49], [10.658185958862305]
[47.75  1.92 21.19], [10.775247573852539]
[48.33 -1.68 16.95], [10.897987842559814]
[48.38 -1.89 16.43], [11.040691614151001]
[33.14 21.8  44.13], [11.161438226699829]
[-23.25 -44.97  32.47], [11.28143310546875]
[-21.29  46.06   5.53], [11.405742883682251]
