[ 0.0 0.0 0.0],[ 168.7499768971997 168.749976897225 168.74998627219995][ 0.0 0.0 0.0],[ 168.74997689719953 168.74997689722537 168.74998627219972], [1.087477445602417]
[ 0.8402484455750667 0.0 0.0],[ 168.7499768971997 168.749976897225 168.74998627219995][ 0.1937332642566705 0.0 0.0],[ 168.74997689719953 168.74997689722537 168.74998627219972], [1.937305212020874]
[ 0.42843844395092595 0.0 0.0],[ 168.985756043319 168.8851674636067 168.88517684642326][ 0.0 0.0 0.0],[ 168.8110085786276 168.781591923054 168.78160129982714], [2.0437445640563965]
[ 0.3754759891357163 0.0 0.0],[ 169.09777022771803 168.89997677743767 168.89998616200467][ 0.0 0.0 0.0],[ 168.79532476869952 168.7783808154764 168.77839019218965], [2.133112668991089]
[ 0.431410573768265 0.0 0.0],[ 169.18151918758585 168.89303188333008 168.89304126752][ 0.0 0.0 0.0],[ 168.78607972449777 168.773737018393 168.77374639454797], [2.220761299133301]
[ 0.4937463253612155 0.0 0.0],[ 169.27064967618523 168.89113949540928 168.89114887704412][ 0.0 0.0 0.0],[ 168.77907772406934 168.77013531743742 168.77014469264887], [2.3055293560028076]
[ 0.5421527508933452 0.0 0.0],[ 169.36572992286366 168.89454345268751 168.8945528284106][ 0.018528210024547426 0.0 0.0],[ 168.77380982332863 168.7674958338157 168.7675052075998], [2.390153408050537]
[ 0.5905398161608542 0.0 0.0],[ 169.4606554856643 168.8999907239075 168.90000008948755][ 0.04839178202563444 0.0 0.0],[ 168.7785827677547 168.76692985405052 168.7669392257271], [2.4743943214416504]
[ 0.6418028923608121 0.0 0.0],[ 169.55454988326613 168.9073494608159 168.90735881120202][ 0.08202398937744433 0.0 0.0],[ 168.79598988403896 168.768835866426 168.76884523528025], [2.559800624847412]
[ 0.6924879141702399 0.0 0.0],[ 169.64806545333497 168.91682827148887 168.91683760085633][ 0.1186162671451357 0.0 0.0],[ 168.8244883785939 168.77292919445821 168.77293855991044], [2.6529171466827393]
[ 0.7417061743532758 0.0 0.0],[ 169.74096482939072 168.92791176634535 168.9279210682997][ 0.15837500528603402 0.0 0.0],[ 168.862642364131 168.77888485569054 168.77889421743822], [2.748037338256836]
[ 0.7894369793133923 0.0 0.0],[ 169.8328335639246 168.94004425504633 168.94005352261098][ 0.20151399783289586 0.0 0.0],[ 168.9094874874442 168.78646296033455 168.78647231844596], [2.84279727935791]
[ 0.8358922136975728 0.0 0.0],[ 169.92333471503278 168.9528099133062 168.95281913876028][ 0.24799206946268532 0.0 0.0],[ 168.96439734599628 168.79550278834583 168.7955121433064], [2.936520576477051]
[ 0.8813449383106212 0.0 0.0],[ 170.0122666133444 168.96593496367296 168.96594413833137][ 0.29749816696609643 0.0 0.0],[ 169.02687902769 168.8058847975874 168.8058941503189], [3.031710147857666]
[ 0.9260956340772984 0.0 0.0],[ 170.09956489483747 168.97925445746424 168.9792635714336][ 0.34948203426464564 0.0 0.0],[ 169.0964159583501 168.81749807333028 168.81750742516672], [3.1274988651275635]
[ 0.9704732952261745 0.0 0.0],[ 170.1852929477994 168.99268145513696 168.9926904970653][ 0.4031837291604714 0.0 0.0],[ 169.17236462581678 168.8302181433255 168.8302274959358], [3.223149299621582]
[ 1.0148394338013793 0.0 0.0],[ 170.26963244771113 169.00618499992905 169.00619395674315][ 0.4576581639427926 0.0 0.0],[ 169.25389067924843 168.84389304602234 168.8439024012888], [3.320039987564087]
[ 1.0595859468307811 0.0 0.0],[ 170.3528752185002 169.01977521627794 169.01978407290153][ 0.5118012355444663 0.0 0.0],[ 169.33993231192764 168.85833521082577 168.8583445706475], [3.4149997234344482]
[ 1.105124727293635 0.0 0.0],[ 170.43541461153535 169.03349271355606 169.0335014526167][ 0.5643851273038838 0.0 0.0],[ 169.42918498593372 168.87331773877506 168.87332710481581], [3.513432025909424]
[ 1.1518689898112695 0.0 0.0],[ 170.51773393238804 169.0474000256545 169.0474086271937][ 0.6141087056304219 0.0 0.0],[ 169.52010650667955 168.88857463854754 168.88858401194594], [3.614093542098999]
[ 1.2002073924101528 0.0 0.0],[ 170.60038959250699 169.06157358366778 169.06158202489212][ 0.6596661097939256 0.0 0.0],[ 169.6109443588308 168.90380517476558 168.90381455582568], [3.714967727661133]
[ 1.3075711407194839 0.0 0.0],[ 170.68398725468217 169.07609540233668 169.07610365746118][ 0.6945385169953222 0.078803024489974 0.07875297852079649],[ 169.69978806447654 168.91868269390227 168.91869208181356], [3.812087297439575]
[ 1.3766976629410137 0.0 0.0],[ 170.7882562538682 169.09863778819988 169.0986482258794][ 0.7130926335312919 0.13620808485532546 0.13620291765328874],[ 169.79296268333871 168.97425440261313 168.97424574082368], [3.905177593231201]
[ 1.4405374531649073 0.0 0.0],[ 170.89938889018615 169.12056261877453 169.1205717429943][ 0.7310023553406203 0.18789939310454823 0.18789048035229078],[ 169.8798780667005 169.04774851909903 169.0477417187032], [3.9990923404693604]
[ 1.5065312241435784 0.0 0.0],[ 171.01383999854204 169.14103521083396 169.14104346787428][ 0.7508397314890799 0.23928336785215618 0.23927249260117478],[ 169.961097589827 169.13154698710332 169.13154081346755], [4.091506481170654]
[ 1.5747729556326808 0.0 0.0],[ 171.13103328169893 169.1608455843692 169.160853170517][ 0.7721739962828288 0.29192256779296777 0.29190983739695125],[ 170.0388520233085 169.22312606822763 169.2231196621354], [4.184649705886841]
[ 1.6447270632400712 0.0 0.0],[ 171.25075576238237 169.18057556954574 169.1805826011352][ 0.7945223882470083 0.3464697061709005 0.3464550910216687],[ 170.11485609569434 169.32137917191952 169.3213719030551], [4.280605316162109]
[ 1.7160028832591885 0.0 0.0],[ 171.37281682043434 169.20052942064268 169.2005359639994][ 0.8176116963265687 0.40324608045216426 0.40322957026217127],[ 170.19028300346602 169.42576549526407 169.42575688041686], [4.373962163925171]
[ 1.7883557112111772 0.0 0.0],[ 171.497029285178 169.22084376168905 169.2208498434914][ 0.8413199565601236 0.4624177296231988 0.46239932160271585],[ 170.26594211490337 169.5360161818339 169.53600585527266], [4.465476751327515]
[ 1.8601740016304888 0.01302976970321143 0.01301888062073072],[ 171.62321816049587 169.24156650372709 169.24157211991115][ 0.8736623935030446 0.5131123824288052 0.5131058799409308],[ 170.34241323175127 169.65200103403316 169.65198872060776], [4.5612475872039795]
