[0. 0. 0.], [2.1580982208251953]
[ 0.  0. 58.], [3.5751779079437256]
[ 0.0e+00 -1.0e-02  5.8e+01], [3.715550422668457]
[ 0.0e+00 -1.0e-02  5.8e+01], [3.839867353439331]
[ 0.  0. 58.], [3.966407537460327]
[ 0.0e+00 -1.0e-02  5.8e+01], [4.109792232513428]
[ 0.0e+00 -1.0e-02  5.8e+01], [4.253398180007935]
[ 0.0e+00 -1.0e-02  5.8e+01], [4.390789747238159]
[ 0.0e+00 -1.0e-02  5.8e+01], [4.524052858352661]
[ 0.0e+00 -1.0e-02  5.8e+01], [4.652630090713501]
[3.0e-02 3.0e-02 5.8e+01], [4.779252529144287]
[ 0.4   0.43 58.06], [4.9048686027526855]
[ 1.02  0.28 58.2 ], [5.028627157211304]
[ 1.330e+00 -2.000e-02  5.828e+01], [5.1551337242126465]
[ 1.46  0.13 58.29], [5.288019418716431]
[ 1.6   0.14 58.32], [5.414287090301514]
[ 1.81  0.13 58.35], [5.542137384414673]
[ 2.18  0.19 58.42], [5.675246953964233]
[ 2.51  0.08 58.47], [5.801466226577759]
[ 2.780e+00 -5.000e-02  5.852e+01], [5.930744886398315]
[ 3.19 -0.07 58.59], [6.060443639755249]
[ 3.61 -0.11 58.63], [6.180407285690308]
[ 4.08  0.09 58.68], [6.306947708129883]
[ 4.550e+00 -2.000e-02  5.873e+01], [6.430065393447876]
[ 5.07 -0.18 58.79], [6.55722713470459]
[ 5.78 -0.25 58.83], [6.687811851501465]
[ 6.46 -0.45 58.88], [6.813821315765381]
[ 7.17 -0.3  58.89], [6.944025039672852]
[ 7.75 -0.39 58.9 ], [7.07343316078186]
[ 8.44 -0.38 58.9 ], [7.2013280391693115]
[ 9.17 -0.45 58.88], [7.327092170715332]
[10.14 -0.36 58.83], [7.457160472869873]
[10.93 -0.55 58.77], [7.583438873291016]
[11.76 -0.68 58.7 ], [7.716287851333618]
[12.6 -0.6 58.6], [7.846707344055176]
[13.46 -0.67 58.47], [7.975723505020142]
[14.51 -0.75 58.28], [8.106569290161133]
[14.96 -0.73 58.19], [8.229403734207153]
[15.86 -0.48 57.99], [8.350366592407227]
[16.62 -0.53 57.8 ], [8.477340698242188]
[17.29 -0.51 57.62], [8.602221727371216]
[17.97 -0.45 57.43], [8.735805749893188]
[18.51 -0.55 57.26], [8.859684467315674]
[19.03 -0.47 57.09], [8.98381757736206]
[19.69 -0.4  56.87], [9.126383066177368]
[20.49 -0.5  56.58], [9.256536483764648]
[21.14 -0.28 56.32], [9.380695343017578]
[21.48 -0.46 56.19], [9.520422458648682]
[22.19 -0.44 55.89], [9.64568305015564]
[22.64 -0.42 55.69], [9.775590896606445]
[23.15 -0.45 55.45], [9.90371561050415]
[23.72 -0.37 55.18], [10.02962350845337]
[24.34 -0.13 54.87], [10.152775287628174]
[24.89 -0.19 54.59], [10.275933265686035]
[25.59 -0.24 54.2 ], [10.402341365814209]
[2.597e+01 4.000e-02 5.399e+01], [10.529101133346558]
[26.26  0.41 53.82], [10.672754049301147]
[26.07  1.25 53.91], [10.794355869293213]
[25.98  2.37 53.92], [10.923470497131348]
[26.77  3.09 53.39], [11.04651689529419]
[27.5   4.46 52.9 ], [11.177477836608887]
[27.14  6.43 53.31], [11.307828903198242]
[27.83  8.02 52.77], [11.441139459609985]
[28.16  9.51 52.46], [11.579916715621948]
[28.34 10.72 52.25], [11.703606843948364]
[28.41 12.57 51.94], [11.829086542129517]
[27.97 13.67 52.18], [11.953317880630493]
