[4.6490425e-310 4.6490442e-310 1.5810101e-322], [2.5536234378814697]
[0.0e+000 0.0e+000 1.6e-322], [16.342910766601562]
[0.0e+000 0.0e+000 1.6e-322], [16.463646411895752]
[0.0e+000 0.0e+000 1.6e-322], [16.58767557144165]
[0.0e+000 0.0e+000 1.6e-322], [16.714227199554443]
[0.0e+000 0.0e+000 1.6e-322], [16.838562726974487]
[0.0e+000 0.0e+000 1.6e-322], [16.96186113357544]
[0.0e+000 0.0e+000 1.6e-322], [17.07247757911682]
[0.0e+000 0.0e+000 1.6e-322], [17.187374114990234]
[0.0e+000 0.0e+000 1.6e-322], [17.30231237411499]
[0.0e+000 0.0e+000 1.6e-322], [17.4159734249115]
[0.0e+000 0.0e+000 1.6e-322], [17.53816509246826]
[0.0e+000 0.0e+000 1.6e-322], [17.651164054870605]
[0.0e+000 0.0e+000 1.6e-322], [17.767724752426147]
[0.0e+000 0.0e+000 1.6e-322], [17.875625610351562]
[0.0e+000 0.0e+000 1.6e-322], [17.99227023124695]
[0.0e+000 0.0e+000 1.6e-322], [18.10446810722351]
[0.0e+000 0.0e+000 1.6e-322], [18.21864080429077]
[0.0e+000 0.0e+000 1.6e-322], [18.33432650566101]
[0.0e+000 0.0e+000 1.6e-322], [18.44420075416565]
[0.0e+000 0.0e+000 1.6e-322], [18.55554437637329]
[0.0e+000 0.0e+000 1.6e-322], [18.679216861724854]
[0.0e+000 0.0e+000 1.6e-322], [18.793933629989624]
[0.0e+000 0.0e+000 1.6e-322], [18.908362865447998]
[0.0e+000 0.0e+000 1.6e-322], [19.03183388710022]
[0.0e+000 0.0e+000 1.6e-322], [19.14713406562805]
[0.0e+000 0.0e+000 1.6e-322], [19.270474195480347]
[0.0e+000 0.0e+000 1.6e-322], [19.399095058441162]
[0.0e+000 0.0e+000 1.6e-322], [19.5149564743042]
[0.0e+000 0.0e+000 1.6e-322], [19.625855684280396]
[0.0e+000 0.0e+000 1.6e-322], [19.74663496017456]
[0.0e+000 0.0e+000 1.6e-322], [19.874871015548706]
[0.0e+000 0.0e+000 1.6e-322], [19.999079704284668]
[0.0e+000 0.0e+000 1.6e-322], [20.123208045959473]
[0.0e+000 0.0e+000 1.6e-322], [20.23548197746277]
[0.0e+000 0.0e+000 1.6e-322], [20.349331378936768]
[0.0e+000 0.0e+000 1.6e-322], [20.47546076774597]
[0.0e+000 0.0e+000 1.6e-322], [20.597822189331055]
[0.0e+000 0.0e+000 1.6e-322], [20.728528261184692]
[0.0e+000 0.0e+000 1.6e-322], [20.85223913192749]
[0.0e+000 0.0e+000 1.6e-322], [20.96301293373108]
[0.0e+000 0.0e+000 1.6e-322], [21.074318170547485]
[0.0e+000 0.0e+000 1.6e-322], [21.197507619857788]
[0.0e+000 0.0e+000 1.6e-322], [21.31205463409424]
[0.0e+000 0.0e+000 1.6e-322], [21.42846941947937]
[0.0e+000 0.0e+000 1.6e-322], [21.551323890686035]
[0.0e+000 0.0e+000 1.6e-322], [21.667593002319336]
[0.0e+000 0.0e+000 1.6e-322], [21.782397031784058]
[0.0e+000 0.0e+000 1.6e-322], [21.902725219726562]
[0.0e+000 0.0e+000 1.6e-322], [22.02384376525879]
[0.0e+000 0.0e+000 1.6e-322], [22.145607948303223]
[0.0e+000 0.0e+000 1.6e-322], [22.264832735061646]
[0.0e+000 0.0e+000 1.6e-322], [22.38829278945923]
[0.0e+000 0.0e+000 1.6e-322], [22.50303864479065]
[0.0e+000 0.0e+000 1.6e-322], [22.630542278289795]
