[ 0.  0. 55.], [31.057764530181885]
[4.68803485e-310 4.68803535e-310 1.58101007e-322], [31.70685076713562]
[1.00000000e+000 0.00000000e+000 4.68803941e-310], [31.79114556312561]
[4.68803816e-310 4.68803475e-310 1.58101007e-322], [31.875038623809814]
[6.90613071e-310 2.12199579e-314 4.68803663e-310], [31.958972454071045]
[-0.12844846  0.33586001 -0.16405262], [32.04279398918152]
[4.68803872e-310 4.68803804e-310 1.58101007e-322], [32.12550950050354]
[4.68803750e-310 4.68803951e-310 1.58101007e-322], [32.209078788757324]
[4.68803951e-310 4.68803731e-310 1.58101007e-322], [32.29278922080994]
[4.68803951e-310 4.68803731e-310 1.58101007e-322], [32.376519441604614]
[6.90613071e-310 2.12199579e-314 4.68803722e-310], [32.461339712142944]
[-0.13887315  0.33023896 -0.15807185], [32.54540538787842]
[4.68803813e-310 4.68803975e-310 1.58101007e-322], [32.629645347595215]
[4.68803540e-310 4.68803924e-310 1.58101007e-322], [32.713266372680664]
[4.68803708e-310 4.68803540e-310 1.58101007e-322], [32.79779839515686]
[4.68803808e-310 4.68803531e-310 1.58101007e-322], [32.88204860687256]
[4.68803559e-310 4.68803737e-310 1.58101007e-322], [32.96662902832031]
[-0.15197201 -0.15685349  0.30149954], [33.05093717575073]
[4.68803723e-310 4.68803921e-310 1.58101007e-322], [33.13529658317566]
[4.68803785e-310 4.68803915e-310 1.58101007e-322], [33.21975660324097]
[4.68803427e-310 4.68804126e-310 1.58101007e-322], [33.30328154563904]
[4.68803870e-310 4.68803641e-310 1.58101007e-322], [33.38726091384888]
[4.68803480e-310 4.68803473e-310 1.58101007e-322], [33.47085881233215]
[4.68803667e-310 4.68803638e-310 1.58101007e-322], [33.55439257621765]
[4.68804069e-310 4.68803346e-310 1.58101007e-322], [33.63762354850769]
[4.68803320e-310 4.68803322e-310 1.58101007e-322], [33.721863746643066]
[-0.14124951  0.32920622 -0.15658306], [33.80578303337097]
[4.68803718e-310 4.68803346e-310 1.58101007e-322], [33.88953900337219]
[4.68804126e-310 4.68803538e-310 1.58101007e-322], [33.97397184371948]
[4.68803892e-310 4.68803806e-310 1.58101007e-322], [34.057265281677246]
[4.68803806e-310 4.68803496e-310 1.58101007e-322], [34.14672565460205]
[4.68804069e-310 4.68803475e-310 1.58101007e-322], [34.231194734573364]
[4.68803982e-310 4.68803438e-310 1.58101007e-322], [34.314449310302734]
[4.68803847e-310 4.68803751e-310 1.58101007e-322], [34.39840006828308]
[4.68803768e-310 4.68803847e-310 1.58101007e-322], [34.48292350769043]
[4.68803876e-310 4.68803915e-310 1.58101007e-322], [34.566134452819824]
[4.68803416e-310 4.68803708e-310 1.58101007e-322], [34.65001153945923]
[4.68803504e-310 4.68803638e-310 1.58101007e-322], [34.73357033729553]
[1.00000000e+000 0.00000000e+000 4.68803941e-310], [34.817138671875]
[4.68804063e-310 4.68803731e-310 1.58101007e-322], [34.901647090911865]
[6.90613071e-310 2.12199579e-314 4.68804084e-310], [34.98518776893616]
[4.68803776e-310 4.68803505e-310 1.58101007e-322], [35.069586515426636]
[4.68803806e-310 4.68803322e-310 1.58101007e-322], [35.15285634994507]
[4.68803920e-310 4.68803708e-310 1.58101007e-322], [35.236581563949585]
[4.68803649e-310 4.68803640e-310 1.58101007e-322], [35.320401668548584]
[4.68803863e-310 4.68803648e-310 1.58101007e-322], [35.404561042785645]
[4.68803667e-310 4.68803847e-310 1.58101007e-322], [35.48882174491882]
[4.68804069e-310 4.68803921e-310 1.58101007e-322], [35.571945667266846]
[4.68803894e-310 4.68803951e-310 1.58101007e-322], [35.654916286468506]
[-0.12331707  0.31886779 -0.15348303], [35.73811173439026]
[4.68803967e-310 4.68803498e-310 1.58101007e-322], [35.822242975234985]
[4.68803982e-310 4.68804126e-310 1.58101007e-322], [35.905879497528076]
[4.68803982e-310 4.68804126e-310 1.58101007e-322], [35.98898935317993]
[4.68803861e-310 4.68803322e-310 1.58101007e-322], [36.07322072982788]
[4.68803498e-310 4.68803785e-310 1.58101007e-322], [36.15736246109009]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [36.24147057533264]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [36.325270891189575]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [36.40907144546509]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [36.49329376220703]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [36.577017068862915]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [36.66061520576477]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [36.7444965839386]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [36.82813501358032]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [36.91211748123169]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [37.002042055130005]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [37.08624982833862]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [37.17012429237366]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [37.253825664520264]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [37.338141202926636]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [37.4216251373291]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [37.505653619766235]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [37.59008812904358]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [37.673673152923584]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [37.75810980796814]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [37.84162497520447]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [37.92557239532471]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [38.010189056396484]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [38.09390330314636]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [38.17704224586487]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [38.26034498214722]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [38.34484505653381]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [38.42863941192627]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [38.513195514678955]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [38.59743642807007]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [38.681864738464355]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [38.766058921813965]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [38.84979963302612]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [38.934128522872925]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [39.01757192611694]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [39.10129427909851]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [39.1855251789093]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [39.27018857002258]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [39.35485219955444]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [39.43829846382141]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [39.52227830886841]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [39.60609984397888]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [39.690678119659424]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [39.77476763725281]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [39.858232736587524]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [39.94277238845825]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [40.02680850028992]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [40.110700607299805]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [40.194435119628906]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [40.278231620788574]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [40.36216163635254]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [40.445759534835815]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [40.529515981674194]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [40.61323595046997]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [40.697327613830566]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [40.78126001358032]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [40.86525774002075]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [40.94909906387329]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [41.03286814689636]
[4.68803743e-310 0.00000000e+000 1.58101007e-322], [41.11728310585022]
