[2.84217094e-14 0.00000000e+00 1.10000000e+02], [34.5509033203125]
[-4.52450389e-06  2.02012564e-06  1.10000002e+02], [35.75345730781555]
[7.12803610e-01 1.79807258e-03 1.10269356e+02], [35.9206907749176]
[1.55578945e+00 3.64907700e-03 1.10369874e+02], [36.08576154708862]
[2.31981393e+00 3.77930256e-02 1.10352061e+02], [36.24979305267334]
[ 2.96253566e+00 -2.83494411e-02  1.10297846e+02], [36.41575241088867]
[ 3.84624324e+00 -2.36442030e-02  1.10369810e+02], [36.58304309844971]
[ 4.70478530e+00 -8.26842736e-02  1.10380455e+02], [36.74872279167175]
[ 5.59893377e+00 -7.70146742e-02  1.10399799e+02], [36.91587996482849]
[  6.46318106  -0.14101215 110.40078531], [37.08522868156433]
[  7.42797657  -0.13284105 110.43762062], [37.251760482788086]
[  8.39180537  -0.16548402 110.44782309], [37.41877627372742]
[  9.35532866  -0.21953429 110.44867538], [37.58904528617859]
[ 10.32689504  -0.29097814 110.44399962], [37.75554013252258]
[ 11.35599122  -0.32969455 110.43979303], [37.922462701797485]
[ 12.40243425  -0.36772732 110.40414523], [38.096550941467285]
[ 13.44668907  -0.44408256 110.32496132], [38.26552629470825]
[ 14.50575854  -0.51433702 110.2172645 ], [38.43394756317139]
[ 15.5772086   -0.57090527 110.11082994], [38.60215425491333]
[ 16.64851359  -0.57017507 110.02919446], [38.769105434417725]
[ 17.70070972  -0.54042818 109.97058978], [38.93526077270508]
[ 18.76755059  -0.49538961 109.91198816], [39.103453397750854]
[ 19.85001883  -0.43904791 109.86818071], [39.27235674858093]
[ 20.93615808  -0.40908337 109.85495574], [39.43868279457092]
[ 22.01408585  -0.38511744 109.84552911], [39.607983112335205]
[ 23.03829178  -0.43810167 109.83988656], [39.7748818397522]
[ 24.0281107   -0.5064038  109.83798453], [39.95396113395691]
[ 25.03751273  -0.51716642 109.83205705], [40.13343644142151]
[ 26.03012288  -0.53675534 109.82476844], [40.301602840423584]
[ 26.99472487  -0.53308047 109.8224995 ], [40.46600389480591]
[ 27.95031801  -0.52263977 109.82039493], [40.63276481628418]
[ 28.90779049  -0.53510465 109.81443264], [40.798027992248535]
[ 29.83801054  -0.52473237 109.80947256], [40.96391153335571]
[ 30.74225842  -0.49727634 109.80840017], [41.130085706710815]
[ 31.66687843  -0.52815305 109.79816922], [41.29700684547424]
[ 32.50279362  -0.51466676 109.80511359], [41.4638307094574]
[ 33.33296967  -0.4733201  109.80931823], [41.62980842590332]
[ 34.16511044  -0.46787765 109.80938109], [41.79612994194031]
[ 34.90847734  -0.47726089 109.83146366], [41.960466146469116]
[ 35.60532305  -0.44895881 109.86103828], [42.12633562088013]
[ 36.32455041  -0.41708107 109.87782544], [42.293659687042236]
[ 37.12286884  -0.46640732 109.86259592], [42.4611074924469]
[ 37.68774064  -0.49011828 109.92582609], [42.627460956573486]
[ 38.31491289  -0.44611183 109.95648745], [42.796549797058105]
[ 38.86757804  -0.45914381 110.01056462], [42.964682817459106]
[ 39.55452514  -0.52902986 110.00866081], [43.1320858001709]
[ 39.99789463  -0.57601587 110.09738142], [43.298940658569336]
[ 40.52706493  -0.54229414 110.14251941], [43.46477723121643]
[ 41.1059565   -0.63473815 110.16453395], [43.629831075668335]
[ 41.69589993  -0.68064422 110.17915553], [43.8000226020813]
[ 42.13443301  -0.66712762 110.2532947 ], [43.96751260757446]
[ 42.50171351  -0.68014253 110.35182171], [44.13491225242615]
