[  0.   0. 110.], [35.836132526397705]
[4.67898133e-310 4.67898041e-310 1.11314790e+171], [36.34792351722717]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [36.472949743270874]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [36.59563946723938]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [36.71841382980347]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [36.84051728248596]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [36.96418571472168]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [37.08909034729004]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [37.212860345840454]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [37.33411526679993]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [37.45705246925354]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [37.58037352561951]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [37.70211744308472]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [37.82330846786499]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [37.94613766670227]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [38.06823754310608]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [38.190492391586304]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [38.3128342628479]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [38.43482804298401]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [38.55712819099426]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [38.67974042892456]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [38.80186176300049]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [38.923988342285156]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [39.046727895736694]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [39.16839599609375]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [39.291221618652344]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [39.416645765304565]
