[0. 0. 0.], [35.83626198768616]
[ 1.0e-02 -3.0e-02  1.1e+02], [36.34790635108948]
[ 1.0e-02 -4.0e-02  1.1e+02], [36.47283673286438]
[  0.7   -0.35 110.07], [36.59555125236511]
[2.4200e+00 5.0000e-02 1.1001e+02], [36.718295097351074]
[ -0.2    0.2  110.05], [36.8404004573822]
[-1.0000e-02 -3.0000e-01  1.0996e+02], [36.964165687561035]
[  0.23   0.5  110.04], [37.08897304534912]
[  0.3   -0.66 110.02], [37.21273636817932]
[  2.56   0.36 110.04], [37.33403706550598]
[9.0000e-02 2.1000e-01 1.1011e+02], [37.45693063735962]
[  1.54  -0.44 110.  ], [37.58025288581848]
[  1.5    0.64 110.11], [37.70199537277222]
[  0.74  -0.29 110.06], [37.82319116592407]
[  1.94   0.26 110.06], [37.94606614112854]
[7.700e-01 9.000e-02 1.101e+02], [38.06819248199463]
[ 1.6500e+00 -9.0000e-02  1.1004e+02], [38.190367460250854]
[  1.26   0.4  110.11], [38.312708616256714]
[  1.64   0.32 110.08], [38.43487095832825]
[  1.65   0.43 110.1 ], [38.5570068359375]
[  1.32   0.38 110.12], [38.67962622642517]
[  1.87   0.28 110.12], [38.80178380012512]
[  1.93  -0.39 110.06], [38.923877000808716]
[  1.79   0.12 110.11], [39.04660701751709]
[  2.02  -0.22 110.08], [39.168283224105835]
[ 1.810e+00 -8.000e-02  1.101e+02], [39.29111170768738]
[ 2.0900e+00 -6.0000e-02  1.1012e+02], [39.41670846939087]
