[0. 0. 0.], [1.2071471214294434]
[ 0.    0.   57.99], [2.5885701179504395]
[ 0.    0.   57.99], [2.7190144062042236]
[-1.000e-02  0.000e+00  5.799e+01], [2.843857526779175]
[-1.000e-02  0.000e+00  5.799e+01], [2.966707468032837]
[-1.000e-02  0.000e+00  5.799e+01], [3.0942578315734863]
[-1.000e-02  0.000e+00  5.799e+01], [3.2167673110961914]
[-1.000e-02  0.000e+00  5.799e+01], [3.3429996967315674]
[-1.000e-02  0.000e+00  5.799e+01], [3.4831888675689697]
[ 0.11  0.21 58.  ], [3.6203863620758057]
[ 0.61  0.52 58.09], [3.74790358543396]
[ 1.31  0.21 58.26], [3.869734764099121]
[ 1.44  0.18 58.29], [3.9952456951141357]
[ 1.82  0.23 58.36], [4.115951776504517]
[ 2.21  0.16 58.43], [4.236888885498047]
[ 2.53  0.2  58.48], [4.358111381530762]
[ 3.03  0.35 58.54], [4.477226734161377]
[ 3.47  0.21 58.62], [4.598297595977783]
[ 4.18  0.22 58.7 ], [4.719806671142578]
[ 4.63  0.22 58.74], [4.839570999145508]
[ 5.19  0.07 58.8 ], [4.98011589050293]
[ 5.970e+00 -1.000e-02  5.887e+01], [5.11616587638855]
[ 6.73 -0.13 58.91], [5.255216121673584]
[ 7.55 -0.06 58.93], [5.3979833126068115]
[ 8.500e+00 -5.000e-02  5.893e+01], [5.540586233139038]
[ 9.24 -0.19 58.94], [5.676729679107666]
[10.2  -0.11 58.9 ], [5.796953201293945]
[10.93 -0.13 58.85], [5.9224629402160645]
[11.83  0.09 58.76], [6.047728538513184]
[12.76 -0.09 58.67], [6.178624629974365]
[13.64 -0.34 58.56], [6.298135042190552]
[14.62 -0.3  58.4 ], [6.426361083984375]
[15.83 -0.13 58.14], [6.5428595542907715]
[16.56 -0.18 57.99], [6.662236213684082]
[1.771e+01 1.000e-02 5.770e+01], [6.7846596240997314]
[18.92  0.14 57.34], [6.907401084899902]
[1.989e+01 3.000e-02 5.705e+01], [7.031344652175903]
[21.23  0.14 56.55], [7.152523756027222]
[22.29 -0.12 56.14], [7.278748273849487]
[23.55 -0.09 55.58], [7.407349586486816]
[24.62 -0.07 55.07], [7.527355194091797]
[ 2.610e+01 -1.000e-02  5.428e+01], [7.651538372039795]
[27.34  0.22 53.56], [7.771640777587891]
[28.52 -0.18 52.82], [7.907171010971069]
[30.04 -0.15 51.77], [8.031550884246826]
[31.53 -0.4  50.63], [8.156193256378174]
[32.88 -0.19 49.52], [8.281679153442383]
[34.75  0.17 47.8 ], [8.42160677909851]
[36.41 -0.21 46.09], [8.53656792640686]
[38.35 -0.5  43.82], [8.650610446929932]
[40.12  0.13 41.49], [8.767440795898438]
[42.11  0.59 38.41], [8.884684324264526]
[44.33  0.93 34.21], [9.009174108505249]
[46.27  0.54 29.34], [9.133267402648926]
[47.86  0.52 23.4 ], [9.257386922836304]
[48.36 -1.95 19.84], [9.380934476852417]
[48.49 -2.53 18.71], [9.529919147491455]
[48.51 -2.42 18.61], [9.646255493164062]
[48.61 -3.06 25.5 ], [9.766196966171265]
[35.51 -4.79 54.53], [9.886308431625366]
[18.96 -6.65 68.64], [10.00934624671936]
[20.11 -8.93 69.07], [10.128880977630615]
[32.34 -7.86 61.7 ], [10.24449872970581]
[-26.06 -40.35  45.9 ], [10.363065481185913]
[29.9   2.63 64.73], [10.489073514938354]
[-32.98 -44.71  26.44], [10.618367671966553]
[50.25 17.54  9.73], [10.74046015739441]
[-13.8  -17.83  70.03], [10.858640432357788]
[49.03 -1.94  0.44], [10.978967189788818]
[ -0.16 -11.84  73.19], [11.095450401306152]
[46.5   1.4  -5.29], [11.211947679519653]
[  0.59 -14.39  72.75], [11.334869861602783]
[ 21.7  -13.63  68.73], [11.468545198440552]
[ 10.67 -14.7   71.93], [11.594659566879272]
[  8.91 -14.61  72.37], [11.73173975944519]
[ 10.97 -14.84  72.03], [11.870577096939087]
[ 10.57 -15.12  72.09], [12.0004563331604]
[  9.7  -15.21  72.28], [12.13876748085022]
