[ 0.0 0.0 0.0],[ 185.35161512350328 185.35161512350302 185.3516151235028][ 0.0 0.0 0.0],[ 185.35161512350336 185.35161512350288 185.35161512350288], [32.21515226364136]
[ 1.028765115254617e-05 0.0 3.880632283071452e-06],[ 185.35161512350328 185.35161512350302 185.3516151235028][ 4.790646608394877e-06 0.0 2.3266635384017496e-06],[ 185.35161512350336 185.35161512350288 185.35161512350288], [33.41805148124695]
[ 0.0 1.2623992725906943 1.2667964075604203],[ 185.35161918029726 185.35161808475135 185.35161846595832][ 0.0 0.6344187939995692 0.6361051147745148],[ 185.35161755487323 185.351616139081 185.35161689524045], [33.583503007888794]
[ 0.0 0.888595890575054 0.891156705264001],[ 185.88122362056058 186.0123665216818 186.01292687642197][ 0.0 0.29544123169952724 0.2951074500387198],[ 185.54408721791768 185.74050946450348 185.74112242643355], [33.74700856208801]
[ 0.0 0.3646685826009459 0.3844310962541454],[ 186.06247206976855 186.36378825634657 186.36501122217481][ 0.0 0.0 0.0],[ 185.58548207143315 185.83909612503422 185.8393627925048], [33.912585496902466]
[ 0.0 0.6301550369787888 0.51344774182692],[ 185.93420681574247 186.3749040380552 186.37902574836994][ 0.0 0.186309233266166 0.14156380037718494],[ 185.5235916567339 185.73058520089418 185.72967391858862], [34.078521490097046]
[ 0.0 0.8427635950036114 0.9853724002804529],[ 185.90634836003963 186.49110098481128 186.48320074068067][ 0.0 0.3972403071251654 0.4189605530112763],[ 185.52123882368056 185.752410230818 185.73982659791176], [34.24436402320862]
[ 0.0 0.8148974645504694 0.7078234186003334],[ 186.01586049128935 186.75570916025865 186.76039413035005][ 0.0 0.38782360314178715 0.32288876515055615],[ 185.58575113752738 185.92149181483873 185.91061950055695], [34.4089515209198]
[ 0.0 0.7295584512868512 0.7909373365693086],[ 186.0057235693504 186.90254945469977 186.89947244904226][ 0.0 0.4494557497176794 0.4032844241651263],[ 185.60775413918992 186.03224028757916 186.0037772358076], [34.57437539100647]
[ 0.0 0.8816138712948945 0.8514150678824723],[ 185.9783853831199 187.0120593712576 187.01585260411014][ 0.0 0.6413227302205446 0.5164115321203195],[ 185.63484496502724 186.16327863162323 186.11641934811172], [34.73935317993164]
[ 0.0 0.8895132323614745 1.092380238667189],[ 185.99004415752827 187.15656124186305 187.1622452086253][ 0.0 0.8344219756057414 0.68929488513756],[ 185.6893410999093 186.3729533804452 186.28526196198584], [34.90388774871826]
[ 0.0 0.9844721887054897 1.0652270710480913],[ 186.03896408075582 187.32249841911215 187.35855848305798][ 0.0 1.0564266088614338 0.7333701415606682],[ 185.77166203003372 186.66128112653976 186.51874366708319], [35.06883955001831]
[ 0.0 0.9380489357872885 1.162356493571552],[ 186.07491647951147 187.46977226320976 187.53622857318132][ 0.0 1.2922649939275015 0.7618540496580943],[ 185.85878490798845 186.99849900788408 186.74866473690284], [35.233433961868286]
[ 0.0 0.9715374985215128 1.376284185957028],[ 186.09871403212276 187.583870410654 187.7062748169157][ 0.0 1.6953803015342 0.7869159138852277],[ 185.94931494413518 187.38658140250985 186.95727253930016], [35.399091482162476]
[ 0.0 0.8618914610595675 1.6683397015647492],[ 186.15859449047346 187.7113768517067 187.93149664056654][ 0.0 2.1641908763443203 0.685603518737276],[ 186.06777829179603 187.90162824564246 187.16591682189076], [35.566267251968384]
[ 0.0 0.818730061058014 1.8875788259190582],[ 186.2303942017759 187.81160195357188 188.20918001006729][ 0.0 2.7656925407807065 0.3842226186622344],[ 186.19950247164485 188.5418581521307 187.3103877807875], [35.73096942901611]
[ 0.0 0.7920202654632474 2.1441861538189655],[ 186.30835922039802 187.88128584184253 188.53688833085326][ 0.0 3.314076555299828 0.014042432958909737],[ 186.33769453261655 189.32219499547756 187.323203943582], [35.898188829422]
[ 0.0 1.084782385125818 2.1129572216147947],[ 186.39945210670922 187.9407597785714 188.92171702273302][ 0.0 3.6502179131725407 0.0],[ 186.4669634289928 190.17073677546972 187.1909960375597], [36.063854455947876]
[ 0.0 1.4803541476838191 2.137759078500945],[ 186.5043797143584 188.0518792676485 189.2955549951225][ 0.0 3.3877963347607802 0.022975090201534043],[ 186.59594432750637 190.962631383176 187.12251699784056], [36.22853660583496]
[ 0.0 1.9767018460968009 1.9918244506136848],[ 186.63779073625773 188.288633996123 189.6709925391158][ 0.0 2.889045814208918 0.5243669483181362],[ 186.6533270533992 191.3912419142928 187.04883092863392], [36.39246582984924]
[ 0.0 2.206373138793017 1.789201005862718],[ 186.78186126368416 188.6538991459026 189.9760387353206][ 0.0 2.1048367205186267 1.075021625841546],[ 186.6982600612827 191.47663210093157 187.22087428116834], [36.55711388587952]
[ 0.0 2.3916143226672 1.8866566554094055],[ 186.86684018881093 189.0506284523221 190.13848960802616][ 0.0 1.538562752736936 1.635315831914899],[ 186.71503668913581 191.18778769488202 187.58717344629645], [36.72283172607422]
[ 0.0 2.665105716578772 2.039250054162635],[ 186.96857285180803 189.5090964359144 190.27971948610033][ 0.013158993111336025 1.1553302922979347 2.0385333732608917],[ 186.74548472670347 190.74032096160806 188.1176817159946], [36.887587547302246]
[ 0.0 2.715146195068215 2.70717625209964],[ 187.11080630109672 190.03784057003676 190.45718566479982][ 0.43060965107731564 1.3380084025539083 2.1866039589617823],[ 186.78581864247437 190.24419836628613 188.69704844098897], [37.05183815956116]
[ 0.0 2.765326930614645 3.030503033535654],[ 187.32337654776347 190.61874782214068 190.81850283857574][ 0.7934892489700173 1.5216537801215666 2.146868930519453],[ 187.06689307376303 190.0233159995416 189.2311173384187], [37.218610763549805]
[ 0.0 2.983827305898007 3.080558246699987],[ 187.5149143379237 191.14772119231017 191.23834387272152][ 1.0898674086126852 1.7412515702583762 2.0551017213811913],[ 187.48076812744878 189.9895588382615 189.64333411670643], [37.38306760787964]
[ 0.0 3.208521189603672 3.1577881383632818],[ 187.67355331212212 191.62582348007552 191.6526171842926][ 1.3596892213499625 1.9237240206002708 2.0539094202762476],[ 187.95930820159933 190.09527582342423 189.95432601786726], [37.54931640625]
[ 0.0 3.255740705091151 3.4858417857951025],[ 187.8201100822348 192.08077727454585 192.05877748131306][ 1.6031761977233934 2.018308912194893 2.213943343310044],[ 188.4813821913096 190.2972770326941 190.23394041568895], [37.71465444564819]
[ 0.0 3.607763739527612 3.563963663321852],[ 187.97808231235484 192.51812393694013 192.49272212671536][ 1.7937473611272023 2.257377288416561 2.2915315049533915],[ 189.03162238211348 190.55087195729132 190.55291666182706], [37.87979984283447]
[ 0.0 3.7749623551034683 3.7700593676684644],[ 188.1604562176775 192.97594182600147 192.93917612984757][ 2.070225027579611 2.369370774993707 2.4181235558562673],[ 189.582770014217 190.88473200692874 190.8888222497557], [38.04482436180115]
[ 0.0 3.9731766424338426 3.857053319077049],[ 188.34446260134558 193.4311941961434 193.38922899950992][ 2.3430931218168265 2.488187447921183 2.4891841894843085],[ 190.1686309187509 191.23826015946557 191.24689170181674], [38.20948028564453]
[ 0.0 4.0710879601352135 4.219936725297164],[ 188.5125057188082 193.86709146446313 193.81100815781284][ 2.545139068632007 2.608831446911484 2.729481329404069],[ 190.77242790689505 191.59743448163522 191.5984778072707], [38.374173641204834]
[ 0.0 4.568523055737175 4.223290081817134],[ 188.71397568033265 194.31165973365455 194.27004502891336][ 2.685096756397244 2.9258982436707037 2.8126741125687627],[ 191.37531725825562 191.98356765183954 192.01411071048966], [38.53748154640198]
[ 0.0 4.448619372741867 4.606268003471033],[ 188.95181382560213 194.80613141962053 194.73420626923237][ 3.0707462782569763 2.853757098051725 3.003767939107232],[ 191.95084851542896 192.44749325848204 192.43511377560134], [38.70198607444763]
