[2.84217094e-14 0.00000000e+00 1.10000000e+02], [32.21475839614868]
[-4.52450389e-06  2.02012564e-06  1.10000002e+02], [33.417773485183716]
[7.16132499e-01 1.99756843e-03 1.10270614e+02], [33.58334803581238]
[1.55336288e+00 3.75062778e-03 1.10367995e+02], [33.7466881275177]
[2.22165797e+00 1.17408896e-02 1.10317398e+02], [33.91235828399658]
[ 2.94152683e+00 -3.51659610e-02  1.10318603e+02], [34.0782208442688]
[ 3.85453880e+00 -7.80404694e-03  1.10385614e+02], [34.24416732788086]
[ 4.73576660e+00 -4.45214558e-02  1.10391677e+02], [34.40868854522705]
[ 5.58615594e+00 -5.27425904e-02  1.10387637e+02], [34.57418203353882]
[ 6.45267666e+00 -9.42772270e-02  1.10398738e+02], [34.73915934562683]
[ 7.36628273e+00 -7.28376791e-02  1.10422522e+02], [34.90355443954468]
[ 8.28616162e+00 -9.08938383e-02  1.10434238e+02], [35.068670988082886]
[  9.18955767  -0.11782162 110.43363979], [35.2332820892334]
[ 10.12798212  -0.15853108 110.43913567], [35.39894127845764]
[ 11.09317564  -0.16421775 110.43313786], [35.56607675552368]
[ 12.06916556  -0.2011403  110.40215893], [35.730706214904785]
[ 13.0396884   -0.24407698 110.33480911], [35.8979914188385]
[ 14.04111352  -0.29220696 110.24387529], [36.063677072525024]
[ 15.02012319  -0.31059579 110.14190633], [36.22824430465698]
[ 16.04106376  -0.2963401  110.06907719], [36.39231204986572]
[ 17.01818842  -0.24612178 110.00989766], [36.556824684143066]
[ 17.99718581  -0.17593772 109.96109792], [36.72257590293884]
[ 19.00782964  -0.15494918 109.89551243], [36.887417793273926]
[ 20.03396801  -0.15730873 109.87701304], [37.051507234573364]
[ 21.04103985  -0.13401991 109.86871506], [37.21845054626465]
[ 22.02009035  -0.17029571 109.85913806], [37.382911920547485]
[ 22.9754379   -0.26874071 109.85196031], [37.549163579940796]
[ 23.92976369  -0.24275684 109.84715396], [37.714499950408936]
[ 24.916232    -0.26566413 109.83397547], [37.87949752807617]
[ 25.88115726  -0.27114334 109.82550923], [38.044527769088745]
[ 26.78965229  -0.31196399 109.82095236], [38.20918345451355]
[ 27.7152277   -0.24297245 109.81539973], [38.37379217147827]
[ 28.69760137  -0.3544768  109.79122965], [38.53708529472351]
[ 29.56423552  -0.29549642 109.79323306], [38.70165944099426]
[ 30.47550208  -0.36114014 109.78216168], [38.865204095840454]
[ 31.36398112  -0.2806159  109.77345607], [39.02955961227417]
[ 32.24806951  -0.38289711 109.75997842], [39.19463896751404]
[ 33.08451335  -0.294387   109.76322922], [39.35863208770752]
[ 33.88309565  -0.43320369 109.7638526 ], [39.52318263053894]
[ 34.64908018  -0.26508092 109.78257035], [39.68664193153381]
[ 35.381321    -0.41292264 109.8029963 ], [39.85300326347351]
[ 36.08004935  -0.26646602 109.83861543], [40.017375230789185]
[ 36.79256894  -0.41489031 109.86213135], [40.18073797225952]
[ 37.45568485  -0.23586725 109.90235107], [40.34596872329712]
[ 38.26976717  -0.37642747 109.88451494], [40.511388301849365]
[ 38.76751225  -0.288553   109.97166176], [40.676177740097046]
[ 39.3602671   -0.36238901 110.02359307], [40.83971428871155]
[ 40.01641511  -0.27347303 110.05141771], [41.00355505943298]
[ 40.83110458  -0.35559421 110.01805894], [41.16758465766907]
[ 41.20081184  -0.39074915 110.145157  ], [41.33266830444336]
[ 41.69341877  -0.32990794 110.22337644], [41.49838137626648]
[ 42.22602215  -0.22557058 110.29879709], [41.66203761100769]
[ 42.06211093   0.62503665 110.3633941 ], [41.82583260536194]
[ 41.4736631    1.04171593 110.54499449], [41.98987436294556]
[ 41.19812788   1.55333531 110.61055229], [42.15428614616394]
[ 41.95513954   1.54882955 110.36095537], [42.31865382194519]
[ 41.70552756   2.19037093 110.41204575], [42.48263120651245]
[ 40.89130222   2.70203018 110.66656023], [42.64643406867981]
[ 40.60464299   2.96730045 110.73544569], [42.80963659286499]
[ 41.76812358   3.06795734 110.39030772], [42.97407674789429]
[ 41.57743465   3.57341357 110.41865516], [43.137935161590576]
[ 40.42308371   4.1552315  110.8015339 ], [43.31413507461548]
[ 40.37410038   4.32714371 110.77747951], [43.47942614555359]
[ 41.83300004   4.61703403 110.38253815], [43.64364266395569]
[ 41.34033077   5.01112054 110.48980152], [43.80889105796814]
[ 39.87812431   5.52109636 110.99966851], [43.97494053840637]
[ 39.52484449   5.67612041 111.07154838], [44.139360666275024]
[ 41.63304096   6.25248343 110.55812977], [44.30424189567566]
[ 40.84626067   6.44787338 110.75536676], [44.46873664855957]
[ 39.06723821   6.84174477 111.44091936], [44.632832765579224]
[ 38.41855526   6.96419501 111.63832634], [44.797356605529785]
[ 41.1788384    7.75279546 111.05064208], [44.96206474304199]
[ 40.6560803    7.99720042 111.12447344], [45.12811493873596]
[ 38.0419888    8.10299049 112.34266845], [45.2947883605957]
[ 36.81526104   7.98675206 112.89058227], [45.46061658859253]
[ 40.40617997   9.18857535 112.19215876], [45.62572979927063]
[ 41.05812151   9.79581178 111.99256806], [45.7914617061615]
[ 37.651564     9.38522785 113.6533052 ], [45.95527672767639]
[ 35.73152093   8.43310183 115.02430734], [46.1191029548645]
[ 38.46123996   9.66029941 113.98334803], [46.28387498855591]
[ 41.67193892  11.83875396 113.75776641], [46.44855070114136]
[ 38.78252246  10.92633034 114.45667657], [46.61244988441467]
[ 36.81008143   9.35861115 115.48026774], [46.777305603027344]
[ 36.81202148   9.36291754 115.47878536], [46.94033765792847]
