[  0.   0. 110.], [32.183748960494995]
[4.67897587e-310 4.67897674e-310 1.11314790e+171], [32.68869066238403]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [32.80942988395691]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [32.931419372558594]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [33.0522198677063]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [33.17313051223755]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [33.294002532958984]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [33.414682388305664]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [33.5359091758728]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [33.65688514709473]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [33.77823042869568]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [33.8985812664032]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [34.01937294006348]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [34.140217542648315]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [34.260804176330566]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [34.381474018096924]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [34.50313949584961]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [34.624119997024536]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [34.746463775634766]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [34.86820840835571]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [34.988226652145386]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [35.109071016311646]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [35.229820251464844]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [35.35252237319946]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [35.47443914413452]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [35.60027766227722]
