[0. 0. 0.], [32.18377375602722]
[ 0.0e+00 -1.0e-02  1.1e+02], [32.68866443634033]
[ 0.0e+00 -1.0e-02  1.1e+02], [32.809412479400635]
[  0.6    0.17 110.06], [32.931402921676636]
[  1.96   1.04 110.09], [33.052159547805786]
[ -0.25  -0.17 109.98], [33.173062324523926]
[ -0.59   0.49 110.02], [33.29394006729126]
[  0.33   0.53 110.  ], [33.4147686958313]
[-1.9000e-01 -4.0000e-02  1.1012e+02], [33.53593635559082]
[  2.4    0.64 110.04], [33.656821489334106]
[  0.14   0.53 110.11], [33.778159856796265]
[  1.44   0.2  110.03], [33.89851188659668]
[  1.63   0.86 110.08], [34.01940608024597]
[  0.39   0.17 110.08], [34.14014935493469]
[  1.77   0.5  110.06], [34.260733127593994]
[  0.69   0.46 110.1 ], [34.381521224975586]
[  1.3    0.25 110.06], [34.50324249267578]
[  1.29   0.7  110.11], [34.624205112457275]
[  1.33   0.59 110.09], [34.74639940261841]
[  1.6    0.63 110.1 ], [34.86821460723877]
[  1.22   0.69 110.11], [34.988168716430664]
[  1.63   0.44 110.12], [35.10900545120239]
[  1.89  -0.14 110.07], [35.22997188568115]
[  1.57   0.36 110.12], [35.352459192276]
[ 1.9200e+00 -5.0000e-02  1.1007e+02], [35.474376916885376]
[  1.65   0.19 110.12], [35.60042428970337]
