[  0.   0. 110.], [6.692683219909668]
[4.67173175e-310 4.67173344e-310 1.58101007e-322], [7.606333494186401]
[1.00000000e+000 0.00000000e+000 4.67172839e-310], [7.752953052520752]
[6.92872110e-310 2.12199579e-314 4.67173403e-310], [7.885904550552368]
[4.67173012e-310 4.67172714e-310 1.58101007e-322], [8.013117790222168]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [8.144317626953125]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [8.272064447402954]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [8.400240659713745]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [8.554083585739136]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [8.688205003738403]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [8.818512678146362]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [8.945520877838135]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [9.069338083267212]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [9.185480117797852]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [9.303520441055298]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [9.426610231399536]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [9.543766736984253]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [9.667608261108398]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [9.78219747543335]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [9.899418115615845]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [10.013542890548706]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [10.130996465682983]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [10.251216650009155]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [10.366885900497437]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [10.488206624984741]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [10.603960990905762]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [10.745033502578735]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [10.863507270812988]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [10.977123022079468]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [11.091579914093018]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [11.20607590675354]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [11.318058967590332]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [11.437442541122437]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [11.558583498001099]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [11.679952621459961]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [11.7963125705719]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [11.916337728500366]
[4.67172841e-310 0.00000000e+000 5.73116149e-322], [12.041231870651245]
