[0. 0. 0.], [32.98297333717346]
[-3.000e-02  0.000e+00  5.497e+01], [33.60851335525513]
[-4.000e-02  0.000e+00  5.497e+01], [33.723313093185425]
[-3.000e-02  0.000e+00  5.497e+01], [33.837669134140015]
[ 0.5  -0.09 55.18], [33.95195126533508]
[ 0.7   0.12 55.09], [34.066908836364746]
[8.000e-01 5.000e-02 5.519e+01], [34.18109655380249]
[ 0.98 -0.26 54.99], [34.29736804962158]
[ 1.33  0.09 55.3 ], [34.413512229919434]
[ 1.78  0.28 55.37], [34.52932333946228]
[ 1.920e+00 -1.000e-02  5.536e+01], [34.6450092792511]
[ 2.15  0.2  55.32], [34.75945782661438]
[ 2.63  0.23 55.42], [34.87275147438049]
[ 2.940e+00 -3.000e-02  5.546e+01], [34.98817229270935]
[ 3.430e+00 -4.000e-02  5.543e+01], [35.10383057594299]
[ 4.07  0.21 55.55], [35.22014784812927]
[ 5.21 -0.18 55.48], [35.3364577293396]
[ 6.1  -0.2  55.53], [35.45244550704956]
[ 6.200e+00 -5.000e-02  5.563e+01], [35.56840205192566]
[ 6.25  0.1  55.72], [35.6826376914978]
[ 7.34  0.21 55.61], [35.79772973060608]
[ 8.35  0.16 55.41], [35.91174554824829]
[ 8.300e+00 -1.000e-02  5.563e+01], [36.02642774581909]
[ 8.42 -0.06 55.64], [36.140016317367554]
[ 9.44  0.27 55.33], [36.2555034160614]
[10.01  0.   55.24], [36.371371269226074]
[ 1.006e+01 -3.000e-02  5.553e+01], [36.48707699775696]
[10.71  0.35 55.38], [36.60292410850525]
[11.9   0.07 54.99], [36.71834874153137]
[11.91 -0.19 55.17], [36.832053422927856]
[11.85 -0.07 55.17], [36.946261167526245]
[13.03  0.56 54.68], [37.060993909835815]
[14.15  0.62 54.78], [37.17481708526611]
[14.05  0.47 54.57], [37.29079532623291]
[1.37e+01 1.00e-02 5.50e+01], [37.40585398674011]
[14.79 -0.77 54.42], [37.52179217338562]
[16.86  0.18 53.49], [37.63763904571533]
[16.44  0.65 54.11], [37.753875494003296]
[15.6   0.18 54.46], [37.86869978904724]
[16.11 -0.61 53.44], [37.98310708999634]
[18.37  0.06 52.95], [38.097121715545654]
[1.794e+01 4.000e-02 5.339e+01], [38.21117091178894]
[1.640e+01 5.000e-02 5.421e+01], [38.3245735168457]
[18.29  0.11 52.92], [38.43896460533142]
[21.18  0.16 52.5 ], [38.55490279197693]
[19.69  0.58 53.33], [38.67037606239319]
[18.2   0.17 53.53], [38.78551459312439]
[20.99  0.06 52.52], [38.89926552772522]
[21.71  0.33 52.15], [39.0133421421051]
[19.64  0.52 53.58], [39.12860822677612]
[19.76  0.12 52.92], [39.24362850189209]
[24.28  0.33 51.22], [39.358097076416016]
[23.76  0.19 51.58], [39.47177577018738]
[21.82 -0.27 52.1 ], [39.586464405059814]
[18.7   0.75 53.87], [39.70109272003174]
[19.76  1.84 53.04], [39.815118074417114]
[22.33  2.78 52.6 ], [39.92928624153137]
[19.95  2.93 52.43], [40.04454159736633]
[18.15  2.31 53.88], [40.15882229804993]
[20.8   2.67 52.99], [40.272709608078]
[21.51  2.79 52.03], [40.38852143287659]
[19.18  2.62 53.51], [40.50502133369446]
[18.09  2.75 53.57], [40.62210392951965]
[20.71  3.32 53.03], [40.73884105682373]
[21.32  3.73 51.88], [40.85564589500427]
[18.64  3.62 53.87], [40.9719398021698]
[18.53  3.71 53.33], [41.08841061592102]
[21.03  4.52 52.59], [41.20340442657471]
[20.53  4.55 52.22], [41.317970275878906]
[19.31  4.48 52.49], [41.43216133117676]
[18.29  4.31 53.1 ], [41.54564905166626]
[19.4   4.91 52.92], [41.659069299697876]
[21.7   5.64 51.09], [41.77252912521362]
[20.18  5.84 51.5 ], [41.8870153427124]
[17.94  5.12 53.53], [42.00252842903137]
[18.39  5.27 52.99], [42.11713147163391]
[20.83  5.99 51.46], [42.230345726013184]
[19.6   6.73 52.3 ], [42.36675691604614]
