[  0.   0. 100.], [2.115969181060791]
[4.68288496e-310 4.68288531e-310 1.58101007e-322], [2.571974754333496]
[6.93868981e-310 4.68288366e-310 1.58101007e-322], [2.6706347465515137]
[4.68288384e-310 4.68288523e-310 1.58101007e-322], [2.773805856704712]
[4.68288496e-310 4.68288575e-310 1.58101007e-322], [2.8697009086608887]
[1.39067337e-308 9.71412110e-319 4.68288321e-310], [2.964820384979248]
[1.39067337e-308 9.71412110e-319 4.68288321e-310], [3.058835983276367]
[1.39067337e-308 9.71412110e-319 4.68288321e-310], [3.154106616973877]
[1.39067337e-308 9.71412110e-319 4.68288321e-310], [3.2508394718170166]
[1.39067337e-308 9.71412110e-319 4.68288321e-310], [3.351815700531006]
[1.39067337e-308 9.71412110e-319 4.68288321e-310], [3.446592092514038]
[1.39067337e-308 9.71412110e-319 4.68288321e-310], [3.5416295528411865]
[1.39067337e-308 9.71412110e-319 4.68288321e-310], [3.6405563354492188]
[1.39067337e-308 9.71412110e-319 4.68288321e-310], [3.732680320739746]
[1.39067337e-308 9.71412110e-319 4.68288321e-310], [3.8259260654449463]
[1.39067337e-308 9.71412110e-319 4.68288321e-310], [3.9273533821105957]
[1.39067337e-308 9.71412110e-319 4.68288321e-310], [4.041746139526367]
[1.39067337e-308 9.71412110e-319 4.68288321e-310], [4.141042470932007]
[1.39067337e-308 9.71412110e-319 4.68288321e-310], [4.2403857707977295]
[1.39067337e-308 9.71412110e-319 4.68288321e-310], [4.334668159484863]
[1.39067337e-308 9.71412110e-319 4.68288321e-310], [4.429794788360596]
[1.39067337e-308 9.71412110e-319 4.68288321e-310], [4.528531551361084]
[1.39067337e-308 9.71412110e-319 4.68288321e-310], [4.628090143203735]
[1.39067337e-308 9.71412110e-319 4.68288321e-310], [4.720480918884277]
[1.39067337e-308 9.71412110e-319 4.68288321e-310], [4.815349817276001]
[1.39067337e-308 9.71412110e-319 4.68288321e-310], [4.915801048278809]
