[0. 0. 0.], [1.349088191986084]
[ 0.  0. 58.], [2.875598907470703]
[ 0.    0.   57.99], [3.032383918762207]
[1.000e-02 0.000e+00 5.799e+01], [3.1797337532043457]
[ 0.  0. 58.], [3.3256161212921143]
[ 0.06  0.1  58.  ], [3.4727096557617188]
[ 0.67  0.9  58.11], [3.606847047805786]
[ 1.58  0.29 58.33], [3.747994899749756]
[2.280e+00 2.000e-02 5.848e+01], [3.8810675144195557]
[ 2.74  0.43 58.54], [4.017421722412109]
[ 3.1  0.4 58.6], [4.147258758544922]
[ 3.85  0.18 58.7 ], [4.282459020614624]
[ 4.640e+00 -2.000e-02  5.881e+01], [4.414323568344116]
[ 5.42 -0.09 58.88], [4.550058841705322]
[5.840e+00 1.000e-02 5.892e+01], [4.68684196472168]
[ 6.67  0.17 58.96], [4.814709424972534]
[ 7.37 -0.07 59.  ], [4.946708917617798]
[ 8.14 -0.1  59.02], [5.073735952377319]
[ 8.78  0.11 59.01], [5.204279661178589]
[ 9.25  0.13 59.  ], [5.333535194396973]
[ 9.87  0.1  58.99], [5.472410202026367]
[10.51  0.08 58.95], [5.612199068069458]
[1.118e+01 4.000e-02 5.891e+01], [5.751950025558472]
[ 1.188e+01 -3.000e-02  5.885e+01], [5.8824543952941895]
[12.57 -0.09 58.78], [6.018759250640869]
[13.25 -0.13 58.69], [6.160330772399902]
[13.94 -0.15 58.58], [6.298478364944458]
[14.62 -0.19 58.47], [6.429725885391235]
[15.32 -0.14 58.33], [6.567045450210571]
[15.93 -0.16 58.2 ], [6.706519365310669]
[16.27  0.   58.13], [6.839202165603638]
[16.8  0.1 58. ], [6.970132112503052]
[17.4   0.11 57.85], [7.098398447036743]
[18.41  0.36 57.56], [7.22370719909668]
[19.08  0.26 57.36], [7.362406253814697]
[19.8   0.16 57.12], [7.493052244186401]
[ 2.056e+01 -4.000e-02  5.684e+01], [7.625010013580322]
[21.32 -0.12 56.56], [7.758550643920898]
[22.11 -0.23 56.23], [7.903408050537109]
[22.93 -0.24 55.87], [8.035049200057983]
[23.78 -0.29 55.47], [8.168776988983154]
[24.7  -0.08 55.02], [8.30414628982544]
[25.65  0.12 54.51], [8.438419342041016]
[26.33  0.07 54.13], [8.573570966720581]
[27.12  0.2  53.65], [8.713359355926514]
[27.9   0.33 53.16], [8.855870008468628]
[28.67  0.4  52.65], [9.002166509628296]
[29.77  0.56 51.86], [9.14655351638794]
[30.87  0.29 51.01], [9.287896156311035]
[ 3.200e+01 -4.000e-02  5.006e+01], [9.428614854812622]
[33.35 -0.1  48.83], [9.572357177734375]
[34.48 -0.31 47.72], [9.706237554550171]
[35.79 -0.59 46.32], [9.842215776443481]
[37.39 -0.15 44.49], [9.986670017242432]
[38.65 -0.21 43.05], [10.119349956512451]
[36.37  0.66 47.75], [10.259653329849243]
[30.54  5.11 54.76], [10.386448621749878]
[20.15 10.01 61.82], [10.523085832595825]
[ 2.34 14.63 65.47], [10.659687280654907]
[-13.5   18.93  61.85], [10.800433158874512]
[-15.45  17.77  61.56], [10.928087949752808]
[-16.45  14.56  62.23], [11.060683727264404]
[24.47 -6.46 63.28], [11.190690279006958]
[49.37  1.24 29.49], [11.325298070907593]
[49.08  1.35 17.71], [11.46653962135315]
[48.24 -0.2  22.2 ], [11.593814373016357]
[48.11 -0.6  22.34], [11.738275289535522]
[48.21 -0.8  21.31], [11.878158330917358]
[47.37 -1.53 32.04], [12.011947631835938]
[28.3  -4.21 62.49], [12.140597820281982]
[ 8.94 -7.05 72.18], [12.277098655700684]
[17.65 -9.93 70.13], [12.410613059997559]
[ 13.65 -11.71  71.22], [12.536146402359009]
[ 11.07 -12.36  71.81], [12.66742730140686]
[-23.42  39.25  44.24], [12.804895401000977]
[-16.13  27.63  57.06], [12.948625326156616]
[-13.22  26.93  59.55], [13.086885452270508]
[-10.73  23.34  63.56], [13.230195045471191]
[  5.35 -10.54  73.04], [13.370330572128296]
[51.28  3.47 17.62], [13.509804248809814]
[49.92  1.52 22.21], [13.647276878356934]
[48.89 -0.35 20.64], [13.780953407287598]
[48.62 -0.91 21.2 ], [13.933325052261353]
[36.1  -4.15 55.44], [14.080865144729614]
[10.32 -7.04 72.3 ], [14.227410316467285]
[ 9.86 -8.66 72.8 ], [14.358447074890137]
[ 13.55 -10.36  71.99], [14.487302303314209]
[ 12.92 -10.78  72.15], [14.624439716339111]
[ 10.79 -10.76  72.66], [14.760935306549072]
[ 10.08 -11.02  72.81], [14.893674373626709]
