[2.84217094e-14 0.00000000e+00 1.10000000e+02], [41.73680114746094]
[-4.52450389e-06  2.02012564e-06  1.10000002e+02], [43.002166986465454]
[7.02864078e-01 5.42889733e-03 1.10265602e+02], [43.17683291435242]
[1.52381821e+00 1.09231622e-02 1.10361037e+02], [43.34589862823486]
[2.26376573e+00 5.24295000e-02 1.10341880e+02], [43.515056848526]
[2.97271665e+00 6.12013003e-03 1.10319984e+02], [43.68134331703186]
[3.83390513e+00 8.70466367e-03 1.10367766e+02], [43.848602294921875]
[ 4.67244656e+00 -2.05339419e-02  1.10374210e+02], [44.0172905921936]
[5.53039156e+00 4.65682200e-03 1.10388226e+02], [44.18484878540039]
[ 6.40687251e+00 -1.75250067e-02  1.10404507e+02], [44.356510639190674]
[ 7.30784872e+00 -8.20878705e-04  1.10422413e+02], [44.52239274978638]
[ 8.22798874e+00 -6.61589284e-03  1.10436859e+02], [44.69236660003662]
[ 9.13218881e+00 -2.45239922e-02  1.10437661e+02], [44.85878396034241]
[ 1.00739723e+01 -4.74067912e-02  1.10446444e+02], [45.03834795951843]
[ 1.10026075e+01 -5.77835484e-02  1.10438040e+02], [45.20874834060669]
[ 1.19693941e+01 -4.95356576e-02  1.10432159e+02], [45.37656784057617]
[ 1.29322923e+01 -5.43684087e-02  1.10407729e+02], [45.55130624771118]
[ 1.39160757e+01 -3.84581614e-02  1.10374374e+02], [45.73534297943115]
[ 1.49019426e+01 -5.03665062e-02  1.10321907e+02], [45.91807460784912]
[ 1.58871154e+01 -6.49331750e-02  1.10250636e+02], [46.10344052314758]
[ 1.68953474e+01 -8.55953366e-02  1.10166186e+02], [46.28034782409668]
[ 17.89870133  -0.11251744 110.06406528], [46.447412729263306]
[ 18.91269799  -0.12466838 109.9531345 ], [46.62313961982727]
[ 19.92048368  -0.1722385  109.85583586], [46.79384684562683]
[ 20.91307746  -0.22684044 109.83812491], [46.96622920036316]
[ 21.89490692  -0.27917674 109.83019379], [47.13713550567627]
[ 22.87040724  -0.27976749 109.81892443], [47.30716681480408]
[ 23.84720789  -0.23919095 109.80950291], [47.489701986312866]
[ 24.80980165  -0.24605004 109.80070249], [47.6630163192749]
[ 25.76887386  -0.2410206  109.79228849], [47.829100608825684]
[ 26.72111711  -0.21863814 109.7826638 ], [47.99576735496521]
[ 27.65605301  -0.19320161 109.77463655], [48.16542410850525]
[ 28.5909649   -0.21462155 109.76409635], [48.33521032333374]
[ 29.5009691   -0.20862885 109.75817977], [48.500211238861084]
[ 30.3943582   -0.20410757 109.75400974], [48.667996406555176]
[ 31.31277583  -0.19321882 109.7396071 ], [48.847004652023315]
[ 32.18353629  -0.21590825 109.7341699 ], [49.01665711402893]
[ 33.0259084   -0.1838994  109.73373694], [49.18205165863037]
[ 33.87418703  -0.17557259 109.72866806], [49.349080085754395]
[ 34.70442956  -0.18832261 109.72710066], [49.51823091506958]
[ 35.45043178  -0.18627692 109.7503519 ], [49.68659567832947]
[ 36.1960528   -0.16561265 109.77030288], [49.85429334640503]
[ 36.98848838  -0.179352   109.76782573], [50.022170543670654]
[ 37.72127523  -0.18780104 109.78291721], [50.18902587890625]
[ 38.25774282  -0.1588217  109.86530937], [50.35485339164734]
[ 38.93085849  -0.16094356 109.88921301], [50.52342414855957]
[ 39.6436275   -0.14813242 109.89842525], [50.691765785217285]
[ 40.1718798   -0.17255872 109.9713339 ], [50.87451934814453]
[ 40.74201283  -0.17486474 110.02437931], [51.04954528808594]
[ 41.38550449  -0.17591295 110.04618982], [51.22421932220459]
[ 41.91988047  -0.18762382 110.1147026 ], [51.400099754333496]
[ 42.38221991  -0.22640302 110.20998121], [51.570852756500244]
[ 42.04728869   0.78308296 110.3449082 ], [51.738171100616455]
[ 41.64118429   1.30991337 110.45007213], [51.9066801071167]
[ 41.44369979   1.70232528 110.47913457], [52.07152247428894]
[ 41.71250473   1.76352385 110.37015536], [52.23946452140808]
[ 41.44287078   2.30225728 110.43969361], [52.40475273132324]
[ 41.19216361   2.88513881 110.4848988 ], [52.572272062301636]
[ 41.20789078   3.10116878 110.44507141], [52.734559059143066]
[ 41.29959686   3.33423532 110.3821457 ], [52.89894127845764]
[ 41.20532666   3.78842006 110.36790951], [53.06246638298035]
[ 41.05047534   4.22843053 110.36954577], [53.22534537315369]
[ 41.04927277   4.53738091 110.32294558], [53.38842296600342]
[ 41.04268502   4.86718778 110.28045091], [53.55111074447632]
[ 41.00507734   5.27523764 110.23853546], [53.71385145187378]
[ 40.94659789   5.68515119 110.20331938], [53.877283573150635]
[ 40.88442176   6.05304264 110.17192295], [54.04092454910278]
[ 40.88175271   6.42989684 110.11767315], [54.20399188995361]
[ 40.78889971   6.84788688 110.09130922], [54.36863327026367]
[ 40.72205733   7.25640672 110.05281317], [54.53400659561157]
[ 40.65550402   7.66221235 110.01391274], [54.6988959312439]
[ 40.58538676   8.05942716 109.97549786], [54.863656520843506]
[ 40.51232402   8.48493038 109.93415283], [55.028067111968994]
[ 40.4229387    8.91494194 109.89631722], [55.19346880912781]
[ 40.34176398   9.3091639  109.85757843], [55.35843014717102]
[ 40.22906367   9.70147495 109.82909654], [55.52420258522034]
[ 40.11583838  10.14761656 109.79288852], [55.68817186355591]
[ 40.00122065  10.56896539 109.7579277 ], [55.8544602394104]
[ 39.88409676  10.9911656  109.72272648], [56.02103877067566]
[ 39.78000798  11.40820837 109.68181255], [56.185994386672974]
[ 39.64831734  11.80664892 109.65239862], [56.35057258605957]
[ 39.51972413  12.24952995 109.61503118], [56.516918420791626]
[ 39.38300583  12.68700109 109.58004588], [56.68574285507202]
[ 39.25145372  13.10295737 109.54340851], [56.856682538986206]
[ 39.11037868  13.55295508 109.50401063], [57.024317502975464]
[ 38.95747777  13.99578234 109.46753988], [57.191405296325684]
[ 38.82362976  14.41920221 109.42623243], [57.362486362457275]
[ 38.67763848  14.85414743 109.38595262], [57.53182911872864]
[ 38.50957094  15.30389856 109.34857785], [57.6992449760437]
[ 38.34552513  15.74743596 109.30950262], [57.865527868270874]
[ 38.18409548  16.17870324 109.26968946], [58.02998971939087]
[ 38.02879442  16.61416826 109.22592997], [58.19642114639282]
[ 37.84287164  17.07637697 109.18709555], [58.361202001571655]
[ 37.64621055  17.51544485 109.15216808], [58.52800488471985]
[ 37.45316025  17.97780872 109.11006893], [58.69235062599182]
[ 37.24725456  18.43048734 109.07220658], [58.85824108123779]
[ 37.04652903  18.86899125 109.03242618], [59.02321529388428]
[ 36.82704088  19.34612255 108.99208068], [59.18852233886719]
[ 36.6119395   19.79705373 108.95238165], [59.35594367980957]
[ 36.37423234  20.25311347 108.91639141], [59.5243706703186]
[ 36.12165586  20.67448679 108.88861654], [59.68984866142273]
[ 35.86902535  21.1357691  108.85149687], [59.85412788391113]
[ 35.60978825  21.56925007 108.82055899], [60.01852750778198]
[ 35.34615013  22.00614973 108.78765425], [60.18194031715393]
[ 35.06590278  22.47460284 108.75171667], [60.347331523895264]
[ 34.78524988  22.90698057 108.72168824], [60.510889530181885]
[ 34.50292729  23.35827171 108.68610324], [60.67548894882202]
[ 34.23331386  23.78449399 108.65103524], [60.84026002883911]
[ 33.94094588  24.21387393 108.61972452], [61.00543570518494]
[ 33.63435309  24.67408037 108.58357165], [61.1691153049469]
[ 33.32486019  25.11101543 108.55164786], [61.335870027542114]
[ 33.01832306  25.53772986 108.51865822], [61.502514123916626]
[ 32.69683217  25.97708754 108.48516179], [61.66764831542969]
[ 32.36247916  26.40836895 108.45547352], [61.83479118347168]
[ 32.03947169  26.82413559 108.42382248], [62.00232124328613]
[ 31.69953908  27.24843294 108.39258248], [62.16852784156799]
[ 31.35793735  27.68078749 108.35742635], [62.33539319038391]
[ 31.01189901  28.10314639 108.32482627], [62.500468492507935]
[ 30.66660793  28.50274215 108.29556045], [62.66573119163513]
[ 30.3125725   28.91324823 108.26381301], [62.83279895782471]
[ 29.93101444  29.3335144  108.23513001], [62.99752902984619]
[ 29.5584017   29.73384974 108.20698702], [63.163145780563354]
[ 29.18703355  30.13216919 108.17671064], [63.329790115356445]
[ 28.80891845  30.53171303 108.14622547], [63.495739459991455]
[ 28.40766803  30.93525678 108.11887954], [63.66114664077759]
[ 28.01710493  31.31939277 108.09137187], [63.82799792289734]
[ 27.60478014  31.71945954 108.06248811], [63.99255037307739]
[ 27.20006549  32.10351987 108.03351609], [64.16131520271301]
[ 26.77594168  32.49615615 108.00425814], [64.32800197601318]
[ 26.35403881  32.88134855 107.97417625], [64.49190783500671]
[ 25.90409353  33.27615553 107.94501837], [64.65810322761536]
[ 25.4452673   33.67657796 107.91490665], [64.84224486351013]
[ 24.97474071  34.07298247 107.88588639], [65.01913499832153]
[ 24.50778651  34.46273347 107.854948  ], [65.18547129631042]
[ 24.03482053  34.84964934 107.82401723], [65.35247564315796]
[ 23.5228821   35.24767638 107.79611094], [65.51920700073242]
[ 23.03209833  35.63560003 107.76248157], [65.68360328674316]
[ 22.53552531  36.02054941 107.72860484], [65.84975075721741]
[ 22.03272145  36.40291827 107.69329908], [66.01693654060364]
[ 21.50489942  36.79063296 107.65914528], [66.1829583644867]
[ 20.98744155  37.16683714 107.6227862 ], [66.34919881820679]
[ 20.45622704  37.52157859 107.59288065], [66.51428627967834]
[ 19.90861692  37.88241667 107.56045117], [66.67850351333618]
[ 19.37428015  38.23768102 107.52518273], [66.8426718711853]
[ 18.82911215  38.55857366 107.49779413], [67.0063636302948]
[ 18.30619782  38.86954362 107.46541997], [67.17239618301392]
[ 17.75743164  39.19346634 107.43073726], [67.33859586715698]
[ 17.23374742  39.49710283 107.39398024], [67.50369906425476]
[ 16.67067803  39.80569722 107.35972053], [67.66975474357605]
[ 16.13279901  40.10117774 107.32286768], [67.83678674697876]
[ 15.56781494  40.39487355 107.28814176], [68.00214838981628]
[ 15.00209491  40.68022199 107.25264788], [68.1673264503479]
[ 14.44725409  40.95700738 107.21464535], [68.33190965652466]
[ 13.90609385  41.20296706 107.18152818], [68.49751114845276]
[ 13.31626045  41.47368155 107.14406638], [68.66178345680237]
[ 12.75183488  41.72943856 107.10523954], [68.82748794555664]
[ 12.18031374  41.95429406 107.07470809], [68.99189710617065]
[ 11.59850561  42.19244188 107.0376969 ], [69.1572253704071]
[ 11.02941671  42.39269797 107.00877031], [69.32227540016174]
[ 10.43047311  42.61430281 106.97259332], [69.4981164932251]
[  9.84443419  42.82581869 106.93611164], [69.66515898704529]
[  9.26903803  43.03504644 106.89667399], [69.83146786689758]
[  8.67732978  43.20656531 106.86886376], [69.9963321685791]
[  8.07466401  43.38216831 106.83694809], [70.16134023666382]
[  7.48494474  43.5398881  106.8074801 ], [70.32716417312622]
[  6.88714107  43.71035068 106.77207509], [70.49173069000244]
[  6.27118112  43.86993253 106.739356  ], [70.65782809257507]
[  5.68403682  44.0137912  106.70618254], [70.82360053062439]
[  5.05010134  44.16187113 106.67056956], [70.98831987380981]
[  4.43784114  44.29521539 106.63728363], [71.1518771648407]
[  3.81902584  44.43368703 106.60214397], [71.31658220291138]
[  3.23689094  44.47626548 106.59365951], [71.48120260238647]
[  2.62544682  44.56742605 106.56464433], [71.64768028259277]
[  2.0122333   44.65213015 106.53654952], [71.81245350837708]
[  1.42513408  44.73799032 106.50387932], [71.97891545295715]
[  0.81423471  44.80833044 106.47536088], [72.14429926872253]
[  0.2104503   44.87690333 106.4422587 ], [72.30946803092957]
[ -0.41426075  44.94804662 106.40787833], [72.47356534004211]
[ -1.04106885  44.99473714 106.37931701], [72.63935875892639]
[ -1.66034587  45.0493652  106.34467309], [72.80421710014343]
[ -2.26767484  45.0959521  106.30914884], [72.96874260902405]
[ -2.90979287  45.12668115 106.27851409], [73.13364601135254]
[ -3.51654751  45.14657639 106.2476759 ], [73.29676699638367]
[ -4.12768845  45.15732017 106.21640088], [73.46125435829163]
[ -4.77812421  45.15775675 106.18684043], [73.62704682350159]
[ -5.39516276  45.14322636 106.1578873 ], [73.79218912124634]
[ -6.02786482  45.12111396 106.12894891], [73.95756077766418]
[ -6.64628962  45.09697204 106.09892096], [74.1231141090393]
[ -7.28518279  45.060467   106.0686935 ], [74.28747034072876]
[ -7.91593688  45.01106846 106.03979696], [74.45142340660095]
[ -8.5628908   44.96152286 106.00777039], [74.61504435539246]
[ -9.20310154  44.88923188 105.98017691], [74.77810215950012]
[ -9.83817564  44.81354632 105.95100125], [74.94258880615234]
[-10.49037282  44.72461628 105.92269386], [75.10659718513489]
[-11.13941871  44.62134928 105.89650422], [75.27087092399597]
[-11.75356956  44.50985945 105.8707029 ], [75.43693542480469]
[-12.38955724  44.40198383 105.84012789], [75.60358262062073]
[-13.03915279  44.26996958 105.81453512], [75.76926708221436]
[-13.67868268  44.14170182 105.7841526 ], [75.94801902770996]
[-14.30257705  44.01243907 105.75320347], [76.11382293701172]
[-14.95515345  43.85801574 105.72586296], [76.28048038482666]
[-15.59388525  43.71013337 105.6938449 ], [76.44624972343445]
[-16.18668082  43.55607162 105.66404956], [76.61088252067566]
[-16.82745667  43.38764359 105.63159621], [76.77412939071655]
[-17.45529627  43.21457778 105.59946989], [76.93930625915527]
[-18.05024635  43.03584544 105.56896177], [77.10446190834045]
[-18.63322552  42.84396988 105.5407193 ], [77.2693293094635]
[-19.23580329  42.65600402 105.50290237], [77.43583726882935]
[-19.82520515  42.45154579 105.47349724], [77.60058069229126]
[-20.39996328  42.25263055 105.43590313], [77.76589965820312]
[-20.99456303  42.03299955 105.40452011], [77.93271279335022]
[-21.54622562  41.8191495  105.37514186], [78.0977623462677]
[-22.1277589   41.60368117 105.33330052], [78.2625949382782]
[-22.69195571  41.36072881 105.30501498], [78.42882752418518]
[-23.2557699   41.14322704 105.2626353 ], [78.59520220756531]
[-23.83929744  40.90271    105.22597203], [78.75941228866577]
[-24.41564154  40.65938703 105.18606693], [78.92523145675659]
[-25.00436793  40.40966626 105.14330076], [79.08948159217834]
[-25.58310182  40.1543868  105.10167135], [79.2531943321228]
[-26.15349853  39.89375633 105.06087144], [79.4181580543518]
[-26.7384858   39.62770927 105.01659077], [79.581871509552]
[-27.30144676  39.35399358 104.97812748], [79.7469494342804]
[-27.87440377  39.07887757 104.94654831], [79.9123957157135]
[-28.41563431  38.7961993  104.94303818], [80.07811713218689]
[-28.96728863  38.49723018 104.94022   ], [80.24437093734741]
