[0. 0. 0.], [41.73734378814697]
[ 1.0000e-01 -1.8000e-01  1.0999e+02], [43.00247764587402]
[ 7.0000e-02 -1.7000e-01  1.0999e+02], [43.17716836929321]
[ 1.0000e-01 -1.8000e-01  1.0999e+02], [43.34649443626404]
[  4.71  -1.31 109.99], [43.515416622161865]
[  6.5    1.38 110.1 ], [43.68185091018677]
[ 1.6500e+00 -1.0000e-02  1.1018e+02], [43.84891676902771]
[  3.53   0.92 110.11], [44.017940521240234]
[  3.63  -0.74 110.07], [44.185200691223145]
[  3.77   0.66 110.21], [44.356802463531494]
[  3.79  -0.49 110.09], [44.52269411087036]
[  3.98   0.16 110.16], [44.69276571273804]
[  5.4    0.57 110.15], [44.85955739021301]
[  4.93   0.75 110.2 ], [45.03891324996948]
[  6.28   0.37 110.12], [45.2094407081604]
[  5.82  -0.23 110.21], [45.376988649368286]
[  6.85   0.15 110.15], [45.551761627197266]
[  7.01  -0.48 110.19], [45.735931158065796]
[  7.82   0.36 110.18], [45.918766021728516]
[  8.71   0.48 110.17], [46.10386323928833]
[  8.79   0.67 110.21], [46.28084659576416]
[  9.77   0.86 110.16], [46.44786834716797]
[ 10.21   0.4  110.1 ], [46.62377190589905]
[ 11.02   1.5  110.06], [46.794419050216675]
[ 11.82   1.82 110.02], [46.966798543930054]
[ 13.01   1.76 109.87], [47.13764667510986]
[ 14.03   0.13 110.02], [47.30768871307373]
[ 14.78  -1.26 109.9 ], [47.49019145965576]
[ 16.02   0.14 109.88], [47.663597106933594]
[ 16.94  -0.15 109.84], [47.82937479019165]
[ 17.96  -0.71 109.91], [47.99632477760315]
[ 19.31  -0.84 109.85], [48.1659779548645]
[ 20.13   0.62 109.94], [48.335599184036255]
[ 21.71  -0.15 109.76], [48.5009343624115]
[ 23.07  -0.15 109.68], [48.668391704559326]
[ 23.1   -0.35 110.08], [48.84754157066345]
[ 25.36   0.69 109.77], [49.01696014404297]
[ 27.12  -0.96 109.56], [49.18235921859741]
[ 27.77  -0.32 109.74], [49.34939885139465]
[ 29.12   0.38 109.63], [49.51880645751953]
[ 3.2600e+01 -4.0000e-02  1.0868e+02], [49.68713641166687]
[ 33.56  -0.65 108.72], [49.85467529296875]
[ 32.9    0.39 109.62], [50.022759437561035]
[ 35.49   0.29 109.02], [50.189444065093994]
[ 42.57  -0.89 106.37], [50.35520625114441]
[3.9420e+01 1.0000e-02 1.0839e+02], [50.524022579193115]
[ 38.75  -0.4  109.16], [50.692270040512085]
