[2.44249065e-14 0.00000000e+00 1.10000000e+02], [2.017091989517212]
[-4.52450387e-06  2.02012565e-06  1.10000002e+02], [2.950061798095703]
[-5.57817863e-06  2.61364740e-06  1.10000002e+02], [3.0813891887664795]
[-5.48918051e-06  2.61420462e-06  1.10000002e+02], [3.20925235748291]
[-5.17598065e-06  2.53290475e-06  1.10000001e+02], [3.3413138389587402]
[-4.71848235e-06  2.36922262e-06  1.10000001e+02], [3.4653072357177734]
[-4.71012432e-06  2.33014448e-06  1.10000001e+02], [3.5985753536224365]
[-4.73608436e-06  2.37277949e-06  1.10000001e+02], [3.7325055599212646]
[-4.75754239e-06  2.41010342e-06  1.10000001e+02], [3.8558101654052734]
[-4.77271262e-06  2.43638953e-06  1.10000001e+02], [3.9953713417053223]
[-4.78361024e-06  2.45527401e-06  1.10000000e+02], [4.116858720779419]
[-4.79154087e-06  2.46901821e-06  1.10000000e+02], [4.247586488723755]
[-4.79731983e-06  2.47903367e-06  1.10000000e+02], [4.386647462844849]
[-4.80152818e-06  2.48632719e-06  1.10000000e+02], [4.5155229568481445]
[-4.80459136e-06  2.49163611e-06  1.10000000e+02], [4.645358085632324]
[-4.80621695e-06  2.49435650e-06  1.10000000e+02], [4.774451732635498]
[-4.80712893e-06  2.49584211e-06  1.10000000e+02], [4.904386520385742]
[-4.80778303e-06  2.49690972e-06  1.10000000e+02], [5.040649652481079]
[-4.81035135e-06  2.50146616e-06  1.10000000e+02], [5.181966781616211]
[-4.81087925e-06  2.50244706e-06  1.10000000e+02], [5.3190319538116455]
[-4.81098745e-06  2.50261908e-06  1.10000000e+02], [5.465914726257324]
[-4.81099606e-06  2.50263464e-06  1.10000000e+02], [5.609054803848267]
[-4.81098798e-06  2.50262092e-06  1.10000000e+02], [5.750922203063965]
