[  0.   0. 110.], [32.878562211990356]
[  0.2   0.  110. ], [33.418261766433716]
[  0.4   0.  110. ], [33.54083704948425]
[  0.6   0.  110. ], [33.66240358352661]
[  0.8   0.  110. ], [33.78325533866882]
[  1.   0. 110.], [33.90439987182617]
[  1.2   0.  110. ], [34.02472257614136]
[  1.4   0.  110. ], [34.1480131149292]
[  1.6   0.  110. ], [34.26853132247925]
[  1.8   0.  110. ], [34.39066171646118]
[  2.   0. 110.], [34.51085090637207]
[  2.2   0.  110. ], [34.63227152824402]
[  2.4   0.  110. ], [34.75478744506836]
[  2.6   0.  110. ], [34.87592005729675]
[  2.8   0.  110. ], [34.99714398384094]
[  3.   0. 110.], [35.120335817337036]
[  3.2   0.  110. ], [35.24168014526367]
[  3.4   0.  110. ], [35.36128115653992]
[  3.6   0.  110. ], [35.484137535095215]
[  3.8   0.  110. ], [35.60533857345581]
[  4.   0. 110.], [35.726627349853516]
[  4.2   0.  110. ], [35.848411560058594]
[  4.4   0.  110. ], [35.97028207778931]
[  4.6   0.  110. ], [36.10315942764282]
[  4.8   0.  110. ], [36.22466707229614]
[  5.   0. 110.], [36.34675621986389]
[  5.2   0.  110. ], [36.46925330162048]
[  5.4   0.  110. ], [36.59199070930481]
[  5.6   0.  110. ], [36.71393418312073]
[  5.8   0.  110. ], [36.83686351776123]
[  6.   0. 110.], [36.958723306655884]
[  6.2   0.  110. ], [37.07956576347351]
[  6.4   0.  110. ], [37.20149493217468]
[  6.6   0.  110. ], [37.32614612579346]
[  6.8   0.  110. ], [37.449081897735596]
[  7.   0. 110.], [37.57163763046265]
[  7.2   0.  110. ], [37.692885637283325]
[  7.4   0.  110. ], [37.813520193099976]
[  7.6   0.  110. ], [37.93470859527588]
[  7.8   0.  110. ], [38.05552434921265]
[  8.   0. 110.], [38.1771035194397]
[  8.2   0.  110. ], [38.29915475845337]
[  8.4   0.  110. ], [38.42088437080383]
[  8.6   0.  110. ], [38.5423150062561]
[  8.8   0.  110. ], [38.664636850357056]
[  9.   0. 110.], [38.78647303581238]
[  9.2   0.  110. ], [38.907989263534546]
[  9.4   0.  110. ], [39.040568828582764]
