[0. 0. 0.], [32.21298384666443]
[-2.0e-02  1.0e-02  5.5e+01], [32.836989879608154]
[-3.000e-02 -2.000e-02  5.499e+01], [32.951003074645996]
[ 0.3  -0.12 55.12], [33.06470608711243]
[ 0.28  0.22 55.14], [33.176886320114136]
[3.000e-01 4.000e-02 5.504e+01], [33.29014825820923]
[ 0.3   0.07 55.05], [33.40310001373291]
[3.200e-01 4.000e-02 5.504e+01], [33.516573429107666]
[3.200e-01 4.000e-02 5.506e+01], [33.629438638687134]
[3.400e-01 5.000e-02 5.506e+01], [33.74349284172058]
[ 0.4   0.06 55.06], [33.856135845184326]
[4.300e-01 4.000e-02 5.507e+01], [33.96890592575073]
[4.500e-01 2.000e-02 5.508e+01], [34.08218026161194]
[5.100e-01 3.000e-02 5.509e+01], [34.194570779800415]
[ 0.59  0.08 55.09], [34.307435035705566]
[ 0.63  0.12 55.1 ], [34.418967962265015]
[ 0.65  0.1  55.13], [34.53196096420288]
[7.100e-01 2.000e-02 5.513e+01], [34.645325660705566]
[ 0.92  0.15 55.15], [34.75802278518677]
[ 0.99  0.08 55.16], [34.87106466293335]
[ 0.96  0.09 55.14], [34.983474254608154]
[ 0.97  0.1  55.14], [35.096075773239136]
[ 1.05  0.08 55.14], [35.207698345184326]
[1.280e+00 4.000e-02 5.519e+01], [35.32070326805115]
[ 1.27  0.09 55.19], [35.43307089805603]
[ 1.33  0.11 55.18], [35.546955823898315]
[ 1.42  0.12 55.19], [35.65837645530701]
[ 1.45  0.09 55.2 ], [35.77125597000122]
[1.49e+00 5.00e-02 5.52e+01], [35.88405990600586]
[ 1.7   0.28 55.22], [35.995665550231934]
[ 1.81  0.11 55.22], [36.10800766944885]
[ 1.81  0.17 55.25], [36.22113537788391]
[ 1.84  0.15 55.25], [36.333799600601196]
[ 1.87  0.14 55.26], [36.44506001472473]
[ 1.9   0.11 55.25], [36.55863904953003]
[ 2.    0.1  55.23], [36.6708459854126]
[ 2.25  0.2  55.3 ], [36.78351426124573]
[ 2.24  0.23 55.3 ], [36.895745515823364]
[ 2.26  0.19 55.29], [37.00814652442932]
[ 2.3   0.17 55.3 ], [37.12147879600525]
[ 2.34  0.12 55.3 ], [37.233251333236694]
[ 2.65  0.16 55.29], [37.34583044052124]
[ 2.71  0.12 55.33], [37.45906686782837]
[ 2.72  0.12 55.33], [37.572293758392334]
[ 2.75  0.13 55.34], [37.68513798713684]
[ 2.78  0.13 55.35], [37.79799151420593]
[ 2.84  0.11 55.35], [37.91070342063904]
[ 3.05  0.18 55.35], [38.02240562438965]
[ 3.15  0.11 55.36], [38.134730100631714]
[ 3.31  0.15 55.32], [38.249751567840576]
[ 3.53  0.12 55.38], [38.363077878952026]
[ 3.76  0.11 55.37], [38.475426197052]
[ 3.84  0.18 55.42], [38.58850169181824]
[ 4.04  0.09 55.44], [38.70116686820984]
[ 4.2   0.2  55.42], [38.81321406364441]
[ 4.32  0.12 55.43], [38.9250967502594]
[ 4.47  0.16 55.45], [39.03738617897034]
[4.700e+00 1.000e-02 5.551e+01], [39.14909911155701]
[ 4.85  0.26 55.48], [39.26043248176575]
[ 5.02  0.15 55.46], [39.37358808517456]
[ 5.13  0.15 55.5 ], [39.48635292053223]
[ 5.42  0.48 55.33], [39.598299503326416]
[ 5.63  0.3  55.42], [39.709959983825684]
[ 5.74  0.19 55.45], [39.823116064071655]
[ 5.76  0.25 55.48], [39.93575692176819]
[ 6.09  0.22 55.6 ], [40.04853105545044]
[ 6.25  0.42 55.47], [40.16174030303955]
[ 6.36  0.28 55.48], [40.2745418548584]
[ 6.39  0.3  55.49], [40.3871169090271]
[ 6.71  0.52 55.3 ], [40.498663663864136]
[ 6.89  0.37 55.46], [40.61116170883179]
[ 6.97  0.27 55.39], [40.72452712059021]
[ 7.24  0.71 55.44], [40.83674502372742]
[ 7.39  0.5  55.45], [40.948166370391846]
[ 7.55  0.29 55.4 ], [41.062222719192505]
[ 7.56  0.34 55.46], [41.177022218704224]
[ 7.91  0.44 55.38], [41.29385042190552]
[ 7.98  0.35 55.45], [41.408273696899414]
[ 7.86  0.61 55.57], [41.52298378944397]
[ 7.71  0.68 55.42], [41.63858985900879]
[ 7.75  0.63 55.41], [41.752280712127686]
[ 7.74  0.64 55.42], [41.8650336265564]
[ 7.77  0.73 55.42], [41.97726225852966]
[ 7.76  0.86 55.4 ], [42.08978223800659]
[ 7.69  1.   55.37], [42.20217847824097]
[ 7.64  1.06 55.38], [42.314775705337524]
[ 7.58  1.17 55.37], [42.42799258232117]
[ 7.54  1.26 55.37], [42.541361570358276]
[ 7.53  1.3  55.37], [42.65349197387695]
[ 7.51  1.32 55.36], [42.766220808029175]
[ 7.61  1.63 55.24], [42.879820823669434]
[ 7.62  1.66 55.35], [42.99204397201538]
[ 7.59  1.59 55.29], [43.1053683757782]
[ 7.56  1.67 55.3 ], [43.217939376831055]
[ 7.52  1.72 55.29], [43.33085918426514]
[ 7.54  1.76 55.29], [43.443758964538574]
[ 7.53  1.84 55.29], [43.55733799934387]
[ 7.5   1.91 55.31], [43.67502975463867]
