[ 0.0 0.0 0.0],[ 185.35161512350328 185.35161512350302 185.3516151235028],[ 0.0 0.0 0.0],[ 185.35161512350336 185.35161512350288 185.35161512350288],[34.974215507507324]
[ 1.028765115254617e-05 0.0 3.880632283071452e-06],[ 185.35161512350328 185.35161512350302 185.3516151235028],[ 4.790646608394877e-06 0.0 2.3266635384017496e-06],[ 185.35161512350336 185.35161512350288 185.35161512350288],[36.173521280288696]
[ 0.0 1.259269932570186 1.2622387022564272],[ 185.35161918029726 185.35161808475135 185.35161846595832],[ 0.0 0.6327626774666424 0.6338996895512496],[ 185.35161755487323 185.351616139081 185.35161689524045],[36.34010410308838]
[ 0.0 0.9017583743604073 0.9046544853472855],[ 185.87961083485743 186.01043531150356 186.0108364085722],[ 0.0 0.3032750747944455 0.30265921825239794],[ 185.54346168911508 185.7393630241027 185.73982466170185],[36.507505655288696]
[ 0.0 0.29688501277561863 0.536194294724965],[ 186.06707017366156 186.36916795190226 186.3702234315305],[ 0.0 0.0 0.06501371894889865],[ 185.58740961608683 185.84311063124085 185.8430923711774],[36.67241549491882]
[ 0.0 0.4762846375572241 0.2134467738057087],[ 185.95544612493356 186.38831808612053 186.41782390865336],[ 0.0 0.06733423016757938 0.0],[ 185.53414142494535 185.74698182657949 185.76066601934107],[36.83784604072571]
[ 0.0 0.7874654050070006 0.968427774871768],[ 185.8238682536053 186.3854702825751 186.3953202035072],[ 0.0 0.36599627164891074 0.4442503788419049],[ 185.48997980982566 185.68303203543584 185.68494311626145],[37.0040864944458]
[ 0.0 0.9490122384469872 0.8376263604918779],[ 185.94601144757752 186.64645761240547 186.67116739955827],[ 0.0 0.43598524080256745 0.45527536585470124],[ 185.56122133414544 185.85263252243115 185.8749847912492],[37.168556213378906]
[ 0.0 0.8064374179310969 0.9286793080139877],[ 186.01990885573164 186.88198233194396 186.89616150277004],[ 0.0 0.4320175255589489 0.5644889425416747],[ 185.6172258462963 186.01655603560675 186.05176681917868],[37.33389711380005]
[ 0.0 0.910622937939591 0.6828519382887486],[ 186.03934911238636 187.04989360607715 187.0716962044153],[ 0.0 0.48360357248573166 0.5767568444598972],[ 185.6638365688803 186.16089918120284 186.23753035417008],[37.499648094177246]
[ 0.0 1.0068737855462433 1.0721105988731492],[ 186.00384079535468 187.16518544287626 187.15798075102745],[ 0.0 0.6538799998202436 0.946964415919662],[ 185.69622261854235 186.28706336662438 186.40250976344294],[37.66473913192749]
[ 0.0 1.1552086396903607 0.8616582032156178],[ 186.06960473611107 187.37567933480847 187.3574173433012],[ 0.0 0.693680069222587 1.072044586143249],[ 185.78902032522575 186.522159586866 186.7306134232119],[37.83185434341431]
[ 0.0 1.286036639160323 0.9599962592987578],[ 186.088588083632 187.55215066296273 187.4803536944445],[ 0.0 0.7499288301442549 1.4240141288460575],[ 185.86820264833645 186.72422307892575 187.0645831684025],[37.99897599220276]
[ 0.0 1.4360432736177589 0.8886929365787983],[ 186.13853863766238 187.76918451275876 187.61809473803407],[ 0.0 0.6863965628747252 1.772881712459951],[ 185.974491506902 186.94431296764427 187.50878095597855],[38.16468095779419]
[ 0.0 1.737787455033858 0.9538818769145603],[ 186.17886362519292 187.99585267607705 187.716600648146],[ 0.0 0.5793445138722181 2.392870820237909],[ 186.08330287656204 187.10852378256777 188.03011577406576],[38.33097839355469]
[ 0.0 1.9721159271564097 0.811328129623613],[ 186.27635775422107 188.3178250083437 187.84401267803426],[ 0.0 0.22957533417911402 2.925428483325955],[ 186.23244347480312 187.23938850219193 188.7500410319569],[38.49640655517578]
[ 0.0 2.2758890152869533 0.888394002498897],[ 186.3523378240289 188.6636450136446 187.91244326528832],[ 0.0 0.0 3.519465086266008],[ 186.36686481367715 187.20420311726002 189.55366687736776],[38.66100072860718]
[ 0.0 2.1225532950636468 1.2335653153076738],[ 186.4746291828223 189.09257690787138 188.01449970043117],[ 0.0 0.0 3.6219353093503344],[ 186.51732280279919 187.11530020359095 190.45223947360248],[38.825894355773926]
[ 0.0 2.1506963117960267 1.6793951413760126],[ 186.58038069495646 189.46461754976224 188.16365818506088],[ 0.0 0.17441853059665732 3.29926695199283],[ 186.62885722918338 187.06228140007588 191.1502187165607],[38.99135160446167]
[ 0.0 1.9409142865059612 2.098908674008184],[ 186.72548007460708 189.83659807385715 188.45756189942418],[ 0.0 0.7062685834180361 2.671293707142315],[ 186.687870111819 187.07755500317444 191.49201967478936],[39.15602684020996]
[ 0.0 1.9095057323762423 2.28146623622452],[ 186.84740502320233 190.09649838478248 188.84202186480732],[ 0.0 1.3010006937030556 1.9694157211262189],[ 186.72399380759492 187.32509577386182 191.4561374458909],[39.322746992111206]
[ 0.0 1.9498570153157717 2.5203514288140076],[ 186.94391349813304 190.26833203515883 189.27181266577477],[ 0.0 1.8291255983049046 1.3901528187442704],[ 186.75432633172838 187.77633006153746 191.13146075615455],[39.488221883773804]
[ 0.0 2.389665202214703 2.6964636293566557],[ 187.05126036260089 190.41519640527542 189.75925148271475],[ 0.1678005933772019 2.1812422998779635 1.2064408955230546],[ 186.78728114754082 188.3553043944197 190.64455829355592],[39.65325331687927]
[ 0.0 2.9282352517591477 2.7996485785683607],[ 187.22836170494568 190.6806179931717 190.32546246446734],[ 0.620488020349043 2.2341086499572556 1.426490487594357],[ 186.92376919533666 188.95996706282114 190.23551150956297],[39.82007122039795]
[ 0.0 3.209668918787743 2.9566369045720777],[ 187.44689443688182 191.09538424660352 190.91492067222524],[ 0.9633580162515296 2.200779434031739 1.671119918119885],[ 187.28672572728757 189.47494928146085 190.0895532543181],[39.986639976501465]
[ 0.0 3.2906111754327503 3.184902325751564],[ 187.65801486158864 191.567219383333 191.47169366201348],[ 1.3039227437789265 2.135795257363409 1.885496224478644],[ 187.761504139403 189.88551573311284 190.13990418336775],[40.15344166755676]
[ 0.0 3.370806275784687 3.34978793139978],[ 187.83732903003522 192.03185371427682 191.98510617721993],[ 1.6615636872855424 2.126996497726741 2.018485294629909],[ 188.3122191428543 190.2144784792133 190.31604777707753],[40.33245849609375]
[ 0.0 3.629251234161069 3.4877790271555567],[ 187.98213054412244 192.4657835463717 192.45276981896615],[ 1.8570148470553582 2.2887679011551474 2.1727840643841527],[ 188.9266815124949 190.5074690736666 190.55486928972343],[40.50902009010315]
[ 0.0 3.8075712482316426 3.766634233772824],[ 188.14708092911067 192.9146338171287 192.91049181288952],[ 2.083472206988159 2.4214265624586906 2.3796499183556192],[ 189.5281977860753 190.8440062237311 190.8560054070335],[40.68508005142212]
[ 0.0 3.947356086188875 4.0246276994035926],[ 188.33993212213554 193.38359745082096 193.38621470650082],[ 2.3598576455231757 2.5297453775026293 2.5452655051804776],[ 190.13797163998458 191.2170927359513 191.22424813820285],[40.86221122741699]
[ 0.0 4.18784766934658 4.142627141892291],[ 188.5386180612304 193.84877701737727 193.86752199618823],[ 2.6317846514886374 2.6884760349958357 2.6441123718041557],[ 190.77194187950644 191.60501126238162 191.6239916644639],[41.03054118156433]
[ 0.0 4.39127166569548 4.373024383397337],[ 188.7350225002718 194.3090351195774 194.33193083018273],[ 2.8599835096698896 2.8462485146681886 2.827548149584664],[ 191.41963104064942 192.01495218293385 192.0236979024106],[41.19736647605896]
[ 0.0 4.560664327896836 4.680068656747743],[ 188.95090739563406 194.77906510478363 194.803489925146],[ 3.073908990869125 3.0015347301326005 3.0466126014837327],[ 192.06564874754977 192.45066087311545 192.4575153423156],[41.36288642883301]
[ 0.0 4.853372149148304 4.786625889129272],[ 189.19231882941028 195.2594612509997 195.29904991643423],[ 3.337230410576054 3.1942011280669025 3.145194623723671],[ 192.7074189109813 192.90932061175926 192.93207057476656],[41.52920985221863]
[ 0.0 5.037801248377768 4.996211303491549],[ 189.4333922246283 195.7431252118243 195.78077256743163],[ 3.5893916683004408 3.3277403046264955 3.3167538994225088],[ 193.3607757548692 193.38663713887667 193.3925966013244],[41.6956524848938]
[ 0.05551782689676911 5.227741788805571 5.252017655418045],[ 189.6756549126722 196.2217090070549 196.25329349533393],[ 3.740682630768737 3.5153758981970693 3.541423522655373],[ 194.01877869436498 193.86061776208973 193.86589380237356],[41.8603675365448]
[ 0.1670890004315732 5.362283722493818 5.478931939323232],[ 189.95574551526994 196.71246007632897 196.74403154097263],[ 3.8872287900779003 3.6735708251508 3.72775679960108],[ 194.63869531611664 194.35694955143325 194.37318194741144],[42.03769564628601]
[ 0.17973846891282516 5.71855713382944 5.568406139795608],[ 190.26692033916854 197.19703395257577 197.24201040740817],[ 4.017572592974772 3.911788265175393 3.834187089879958],[ 195.2168331016354 194.85099708120214 194.88167963992905],[42.20370173454285]
[ 0.20904218488152584 5.882682114000309 5.847732556213322],[ 190.59220816518004 197.69493025986964 197.7267303300543],[ 4.1812180525851605 4.024102259728882 4.049275499668562],[ 195.76358064608743 195.3611556930562 195.36261218449286],[42.37027168273926]
