[1.1428766429964846e-14, 0.0, 51.470588235294116], [1.488060712814331]
[-1.0886577832885783e-06, 6.625652025279845e-07, 51.47058934257177], [2.526627779006958]
[-1.5014647850896464e-06, 8.635509888976056e-07, 51.47058964398086], [2.6680374145507812]
[-1.5730820607505656e-06, 8.87743399407924e-07, 51.47058942090753], [2.796684503555298]
[-1.510985131352845e-06, 8.449090762631804e-07, 51.47058912540107], [2.9229390621185303]
[-1.5145697891842753e-06, 8.227348689135004e-07, 51.470589018229774], [3.0592715740203857]
[-1.5576627712505378e-06, 8.340112468968679e-07, 51.470588939963875], [3.193044424057007]
[-1.5943881437711318e-06, 8.480957141598435e-07, 51.47058884811335], [3.3172621726989746]
[-1.6218909414986082e-06, 8.585625421765757e-07, 51.47058877523373], [3.44415283203125]
[-1.6422300431027129e-06, 8.661653760317052e-07, 51.47058872166506], [3.5729875564575195]
[-1.6572845912334451e-06, 8.717510370062841e-07, 51.470588682303706], [3.7049567699432373]
[-1.6684304144733406e-06, 8.75864178105863e-07, 51.4705886532899], [3.8351404666900635]
[-1.6766817537932618e-06, 8.788921792053569e-07, 51.47058863189467], [3.959118127822876]
[-1.682790214121711e-06, 8.811209236329055e-07, 51.470588616120224], [4.086503267288208]
[-1.6873124417469734e-06, 8.827613582976288e-07, 51.470588604491454], [4.217970848083496]
[-1.6906604539615655e-06, 8.839687563337624e-07, 51.47058859591968], [4.339955806732178]
[-1.693139236266247e-06, 8.848574429429372e-07, 51.47058858960193], [4.462974309921265]
[-1.694974528512517e-06, 8.855115326116813e-07, 51.470588584945936], [4.597765922546387]
[-1.6963334321605287e-06, 8.85992964457038e-07, 51.470588581514995], [4.727269411087036]
[-1.697339630204932e-06, 8.863472907140768e-07, 51.47058857898703], [4.857238292694092]
[-1.6980847088684886e-06, 8.866080873777902e-07, 51.470588577124616], [4.98710823059082]
[-1.698636442491966e-06, 8.868000304059279e-07, 51.47058857575268], [5.108348846435547]
[-1.6990450204756713e-06, 8.869412966189277e-07, 51.470588574742166], [5.2345099449157715]
[-1.6993476079168534e-06, 8.870452781839301e-07, 51.470588573997986], [5.35995078086853]
[-1.699571698005663e-06, 8.87121800409222e-07, 51.47058857344997], [5.4823243618011475]
[-1.6997376643598495e-06, 8.871781194964322e-07, 51.4705885730465], [5.606085538864136]
[-1.699860588764918e-06, 8.872195713641667e-07, 51.47058857274947], [5.735131740570068]
[-1.6999516339229356e-06, 8.87250078511475e-07, 51.47058857253083], [5.860037326812744]
[-1.7000190752032088e-06, 8.872725313708854e-07, 51.47058857236992], [5.9975786209106445]
[-1.7000690345164616e-06, 8.872890631556743e-07, 51.470588572251515], [6.13543701171875]
[-1.7001060382225282e-06, 8.873012206121032e-07, 51.470588572164374], [6.277238368988037]
[-1.7001334544702024e-06, 8.873101739020314e-07, 51.47058857210029], [6.412356615066528]
[-1.7001537678717527e-06, 8.873167657602202e-07, 51.47058857205315], [6.55398964881897]
