[2.22044605e-14 0.00000000e+00 1.00000000e+02], [1.4865121841430664]
[-4.58824089e-06  2.13392441e-06  1.00000001e+02], [2.5253243446350098]
[-5.42879075e-06  2.61685993e-06  1.00000002e+02], [2.6668355464935303]
[-5.28418892e-06  2.61336539e-06  1.00000001e+02], [2.7951364517211914]
[-4.87463345e-06  2.45519505e-06  1.00000001e+02], [2.920897960662842]
[-4.73769054e-06  2.37737912e-06  1.00000001e+02], [3.058138608932495]
[-4.75211039e-06  2.40169861e-06  1.00000001e+02], [3.1917884349823]
[-4.77044746e-06  2.43294860e-06  1.00000001e+02], [3.3160500526428223]
[-4.78301190e-06  2.45473277e-06  1.00000001e+02], [3.4433529376983643]
[-4.79198632e-06  2.47029008e-06  1.00000001e+02], [3.5717062950134277]
[-4.79859634e-06  2.48174865e-06  1.00000000e+02], [3.703474283218384]
[-4.80348278e-06  2.49021958e-06  1.00000000e+02], [3.8335180282592773]
[-4.80709181e-06  2.49647614e-06  1.00000000e+02], [3.9580085277557373]
[-4.80975640e-06  2.50109545e-06  1.00000000e+02], [4.085608959197998]
[-4.81172358e-06  2.50450577e-06  1.00000000e+02], [4.2166197299957275]
[-4.81317578e-06  2.50702334e-06  1.00000000e+02], [4.338594436645508]
[-4.81424778e-06  2.50888179e-06  1.00000000e+02], [4.461881637573242]
[-4.81503905e-06  2.51025359e-06  1.00000000e+02], [4.596238374710083]
[-4.81562308e-06  2.51126612e-06  1.00000000e+02], [4.726049423217773]
[-4.81605409e-06  2.51201335e-06  1.00000000e+02], [4.855129241943359]
[-4.81637218e-06  2.51256482e-06  1.00000000e+02], [4.98604416847229]
[-4.81660690e-06  2.51297175e-06  1.00000000e+02], [5.106828451156616]
[-4.81678008e-06  2.51327200e-06  1.00000000e+02], [5.233056306838989]
[-4.81690787e-06  2.51349356e-06  1.00000000e+02], [5.358583927154541]
[-4.81700213e-06  2.51365699e-06  1.00000000e+02], [5.480151176452637]
[-4.81707167e-06  2.51377755e-06  1.00000000e+02], [5.604817867279053]
[-4.81712296e-06  2.51386649e-06  1.00000000e+02], [5.733581781387329]
[-4.81716079e-06  2.51393208e-06  1.00000000e+02], [5.858840703964233]
[-4.81718869e-06  2.51398045e-06  1.00000000e+02], [5.99592924118042]
[-4.81720928e-06  2.51401615e-06  1.00000000e+02], [6.134684324264526]
[-4.81722444e-06  2.51404243e-06  1.00000000e+02], [6.275979042053223]
[-4.81723562e-06  2.51406183e-06  1.00000000e+02], [6.411051511764526]
[-4.81724387e-06  2.51407613e-06  1.00000000e+02], [6.552846670150757]
