[4.67605295e-310 4.67604558e-310 6.93149395e-310], [32.998247146606445]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [33.60947918891907]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [33.695847034454346]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [33.780256032943726]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [33.86443471908569]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [33.94842219352722]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [34.034154176712036]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [34.11934423446655]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [34.20473623275757]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [34.28992438316345]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [34.37447810173035]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [34.45945954322815]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [34.54478883743286]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [34.62953734397888]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [34.71397018432617]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [34.80020236968994]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [34.88466238975525]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [34.968937397003174]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [35.054333209991455]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [35.14038872718811]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [35.226163148880005]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [35.31117010116577]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [35.396076679229736]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [35.480921268463135]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [35.56501126289368]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [35.64932608604431]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [35.73422598838806]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [35.818151235580444]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [35.902899980545044]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [35.98733830451965]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [36.07365155220032]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [36.15840530395508]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [36.24248671531677]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [36.32682728767395]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [36.41047668457031]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [36.494877338409424]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [36.57922959327698]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [36.663494348526]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [36.746782302856445]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [36.831530809402466]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [36.91539716720581]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [36.99969983100891]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [37.08468699455261]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [37.16894555091858]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [37.252053022384644]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [37.33647918701172]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [37.42147660255432]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [37.50647950172424]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [37.592411518096924]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [37.67710995674133]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [37.76096701622009]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [37.84506130218506]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [37.92997407913208]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [38.0152313709259]
[4.67605225e-310 4.67605225e-310 4.67605225e-310], [38.104588747024536]
