[0. 0. 0.], [24.233299255371094]
[ 0.  0. 58.], [25.51868963241577]
[0.0e+00 1.0e-02 5.8e+01], [25.671436071395874]
[0.0e+00 1.0e-02 5.8e+01], [25.78670072555542]
[0.0e+00 1.0e-02 5.8e+01], [25.9090518951416]
[0.0e+00 1.0e-02 5.8e+01], [26.037100553512573]
[0.0e+00 1.0e-02 5.8e+01], [26.156697273254395]
[0.0e+00 1.0e-02 5.8e+01], [26.285076379776]
[0.0e+00 1.0e-02 5.8e+01], [26.406805753707886]
[0.0e+00 1.0e-02 5.8e+01], [26.524709701538086]
[1.0e-02 2.0e-02 5.8e+01], [26.650448322296143]
[ 0.22  0.3  58.03], [26.76585578918457]
[ 0.74  0.37 58.14], [26.879974603652954]
[ 1.270e+00 -5.000e-02  5.827e+01], [26.995548963546753]
[ 1.46e+00 -4.00e-02  5.83e+01], [27.109456777572632]
[ 1.57  0.09 58.31], [27.227149963378906]
[ 1.73  0.13 58.33], [27.34221625328064]
[ 1.99  0.1  58.37], [27.467656135559082]
[2.310e+00 1.000e-02 5.843e+01], [27.585739135742188]
[ 2.62 -0.06 58.49], [27.70130944252014]
[ 2.94 -0.13 58.53], [27.818902015686035]
[ 3.31 -0.22 58.58], [27.935059309005737]
[ 3.8  -0.21 58.64], [28.052342176437378]
[ 4.25 -0.3  58.69], [28.16876769065857]
[ 4.81 -0.27 58.74], [28.290438890457153]
[ 5.32 -0.41 58.79], [28.409832239151]
[ 6.02 -0.4  58.83], [28.527836799621582]
[ 6.6  -0.56 58.86], [28.64319086074829]
[ 7.35 -0.52 58.88], [28.763484239578247]
[ 8.17 -0.5  58.87], [28.880433797836304]
[ 8.87 -0.62 58.86], [28.99972653388977]
[ 9.8  -0.63 58.81], [29.12204647064209]
[10.69 -0.83 58.75], [29.240466833114624]
[11.48 -0.65 58.67], [29.35596203804016]
[12.44 -0.58 58.54], [29.471050024032593]
[13.26 -0.69 58.42], [29.58947205543518]
[14.12 -0.81 58.28], [29.706042289733887]
[15.03 -0.55 58.08], [29.82643175125122]
[15.71 -0.49 57.94], [29.943506479263306]
[16.47 -0.61 57.75], [30.07625675201416]
[17.37 -0.75 57.5 ], [30.20418882369995]
[18.09 -0.68 57.29], [30.3198504447937]
[18.72 -0.5  57.08], [30.435659408569336]
[19.37 -0.48 56.86], [30.562941789627075]
[19.87 -0.48 56.69], [30.678058862686157]
[20.43 -0.45 56.49], [30.798046827316284]
[21.25 -0.43 56.15], [30.913434743881226]
[21.84 -0.26 55.9 ], [31.029178619384766]
[22.23 -0.39 55.72], [31.141985654830933]
[22.98 -0.35 55.38], [31.25708794593811]
[23.52 -0.34 55.11], [31.371513843536377]
[24.01 -0.26 54.87], [31.486268758773804]
[24.51 -0.27 54.62], [31.60270643234253]
[25.3  -0.19 54.18], [31.719484329223633]
[2.584e+01 1.000e-02 5.388e+01], [31.834759950637817]
[2.606e+01 5.000e-02 5.375e+01], [31.9561824798584]
[26.5   0.52 53.48], [32.07348871231079]
[26.33  1.08 53.58], [32.18731927871704]
[27.05  2.19 53.08], [32.30448818206787]
[28.19  3.56 52.24], [32.42640447616577]
[28.84  4.85 51.81], [32.562371492385864]
[28.76  6.72 52.05], [32.678197622299194]
[29.27  8.42 51.61], [32.79270124435425]
[29.59 10.24 51.2 ], [32.90915060043335]
[29.75 11.76 50.93], [33.027077436447144]
[29.52 13.13 51.03], [33.145153522491455]
[29.21 14.74 51.06], [33.264079093933105]
[28.61 16.15 51.31], [33.382017850875854]
[27.88 17.45 51.66], [33.50018644332886]
[26.83 18.53 52.31], [33.61471438407898]
[25.38 19.6  53.14], [33.73878026008606]
[23.78 20.13 54.3 ], [33.85739588737488]
[22.13 20.75 55.33], [33.97582960128784]
[20.46 20.94 56.5 ], [34.09769868850708]
[19.3  20.84 57.42], [34.2186336517334]
[17.99 21.21 57.98], [34.34116196632385]
[16.67 20.92 58.79], [34.45755481719971]
[15.61 21.17 59.15], [34.574551820755005]
[14.36 21.01 59.71], [34.69142150878906]
[13.46 21.14 59.88], [34.80532884597778]
[12.1  22.33 59.53], [34.92333960533142]
[10.57 22.57 59.62], [35.0381760597229]
[ 9.89 23.22 59.32], [35.157143115997314]
[ 8.4  23.65 59.21], [35.27196455001831]
[ 7.31 23.83 59.19], [35.39051532745361]
[ 5.14 24.31 58.99], [35.505075454711914]
[ 4.72 23.71 59.34], [35.630683183670044]
[ 3.57 23.78 59.27], [35.75509786605835]
[ 2.58 24.   59.09], [35.87128257751465]
[ 2.09 24.51 58.73], [35.985822439193726]
[ 1.15 24.14 58.84], [36.11117649078369]
[ 0.41 23.82 58.92], [36.22566604614258]
[-0.62 23.72 58.9 ], [36.342504262924194]
[-1.69 24.14 58.5 ], [36.46097993850708]
[-2.75 24.03 58.45], [36.57871460914612]
[-4.22 24.05 58.21], [36.69545936584473]
[-5.09 24.06 57.98], [36.8092086315155]
[-6.14 23.74 57.96], [36.927913188934326]
[-7.16 23.71 57.79], [37.04578232765198]
[-8.56 23.22 57.76], [37.15840935707092]
[-9.19 22.89 57.78], [37.27209520339966]
[-9.95 22.85 57.59], [37.407984495162964]
[-11.17  22.5   57.44], [37.52541399002075]
[-12.22  22.5   57.14], [37.64180254936218]
[-13.58  22.04  56.95], [37.757731437683105]
[-14.53  21.71  56.76], [37.873247385025024]
[-15.63  21.17  56.65], [37.991384506225586]
[-16.23  20.27  57.  ], [38.10545802116394]
[-16.8   18.85  57.67], [38.24009561538696]
[-17.68  16.72  58.4 ], [38.35612201690674]
[-17.86  16.69  58.35], [38.47441840171814]
[-18.8   16.11  58.17], [38.588603496551514]
[-19.5   15.37  58.09], [38.709572553634644]
[-19.96  14.82  58.06], [38.828444719314575]
[-20.41  14.42  57.98], [38.947094678878784]
[-21.17  13.8   57.86], [39.07570815086365]
[-21.66  12.53  58.06], [39.201077461242676]
[-22.07  11.28  58.24], [39.318904876708984]
[-22.77   9.52  58.33], [39.437764167785645]
[-23.44   9.01  58.13], [39.558449029922485]
[-23.86   7.6   58.22], [39.67254185676575]
[-24.     6.83  58.33], [39.78887057304382]
[-24.44   5.69  58.26], [39.90750694274902]
[-24.62   4.63  58.31], [40.02266764640808]
[-24.66   3.83  58.37], [40.13963270187378]
[-24.61   3.01  58.5 ], [40.25622200965881]
[-24.83   2.24  58.43], [40.37263059616089]
[-24.79   1.12  58.53], [40.48962211608887]
[-24.66   0.14  58.65], [40.60614562034607]
[-24.53  -1.12  58.76], [40.723891496658325]
[-24.56  -2.49  58.75], [40.84300708770752]
[-24.38  -3.78  58.81], [40.97834515571594]
[-24.6   -4.91  58.6 ], [41.092814207077026]
[-24.42  -5.55  58.62], [41.21247172355652]
[-24.2   -6.48  58.63], [41.32628083229065]
[-23.88  -7.29  58.72], [41.44577097892761]
[-23.64  -8.08  58.72], [41.56138372421265]
[-23.35  -8.6   58.78], [41.67754817008972]
[-23.09  -9.51  58.76], [41.79793381690979]
[-22.67 -10.51  58.8 ], [41.91453003883362]
[-21.94 -11.65  58.93], [42.035566568374634]
[-20.93 -12.61  59.25], [42.150288105010986]
[-20.07 -13.66  59.35], [42.26528596878052]
[-19.72 -14.47  59.25], [42.38116788864136]
[-19.07 -14.82  59.42], [42.49916863441467]
